62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42917,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,17,3,85.00%,,5.5,2,1,8.5,1,1.5,0,0.5
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,76,67.5,8.5,88.82%,,27,8,14,18.5,3.5,3.5,0,1.5
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37,20.5,16.5,55.41%,,4,2,4,10.5,4.5,4,3,5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,24,7,77.42%,,7.5,0,3.5,13,2,2,1,2
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,54.5,50.5,4,92.66%,,22,8,6.5,14,1,0,2,1
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,ALL CANCERS,107,88,19,82.24%,,43,15,14,16,6,6,1,6
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,31,4,88.57%,,17,2,8,4,4,0,0,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,ALL CANCERS,50,44,6,88.00%,,17,5,10,12,2,3,0,1
,RBK,WALSALL HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,15,12,3,80.00%,,3,0,3.5,5.5,0,1,0.5,1.5
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,12.5,1,92.59%,,5,0.5,1,6,0,0.5,0,0.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,30,27,3,90.00%,,11,2,9.5,4.5,0.5,1,0,1.5
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,24,3,88.89%,,11,2,1,10,1,1,1,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,49,39,10,79.59%,,8.5,4,9.5,17,4,3,1,2
,RA3,WESTON AREA HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,14.5,11,3.5,75.86%,,3,2,2,4,1.5,2,0,0
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32.5,28,4.5,86.15%,,19,0.5,2.5,6,2.5,2,0,0
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,57.5,47,10.5,81.74%,,25,5,6,11,4,2,3,1.5
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,11,9.5,1.5,86.36%,,4,2,1,2.5,1.5,0,0,0
,RLQ,WYE VALLEY NHS TRUST,NON-ADMITTED,ALL CANCERS,12.5,10,2.5,80.00%,,5.5,1.5,0,3,1.5,0,1,0
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,13,3,81.25%,,10,2,1,0,0,1,1,1
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45,38.5,6.5,85.56%,,18,6,7,7.5,1.5,1.5,0.5,3
,AQK,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,12,12,0,100.00%,,11,0,0,1,0,0,0,0
,NQT,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,8,8,0,100.00%,,7,1,0,0,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,7.5,6.5,1,86.67%,,3.5,0.5,2.5,0,0.5,0.5,0,0
,NVM,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,1,0.5,0.5,50.00%,,0.5,0,0,0,0.5,0,0,0
,NYG,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,5,5,0,100.00%,,5,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,ALL CANCERS,4681,3899,782,83.29%,,1772,467,668,992,279,191,121,191
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,65,56.5,8.5,86.92%,,16.5,8,14,18,3.5,1.5,2,1.5
,RCF,AIREDALE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,43,35.5,7.5,82.56%,,18,5,4.5,8,1,1.5,4,1
,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,0,0,0.5,0.5,0,0,0,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74,65,9,87.84%,,25.5,7,12,20.5,2.5,0.5,3,3
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,ALL CANCERS,139,125.5,13.5,90.29%,,38,17,33.5,37,1.5,2,6,4
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,36,33.5,2.5,93.06%,,17,5.5,9,2,2,0.5,0,0
,R1H,BARTS HEALTH NHS TRUST,ALL CARE,ALL CANCERS,108,89,19,82.41%,,26.5,5.5,15.5,41.5,5.5,4.5,5.5,3.5
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,89,60.5,28.5,67.98%,,21,10.5,10,19,7.5,4.5,6,10.5
,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,57.5,50,7.5,86.96%,,19.5,6,11,13.5,3.5,1,0.5,2.5
,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1.5,1.5,0,100.00%,,0,0,0,1.5,0,0,0,0
,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,71,55.5,15.5,78.17%,,19,4,7.5,25,6.5,3,2,4
,RMC,BOLTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,55,51,4,92.73%,,15.5,4,13,18.5,1,1,1,1
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,105,79,26,75.24%,,21,9.5,14,34.5,8.5,7.5,7,3
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1.5,1,0.5,66.67%,,0,0,0,1,0.5,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,109,75,34,68.81%,,25,3,10.5,36.5,8,13.5,4,8.5
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,88,71.5,16.5,81.25%,,33.5,7,11,20,2.5,6.5,3,4.5
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,51.5,33,18.5,64.08%,,11.5,2,5,14.5,5,4.5,1.5,7.5
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,110.5,92,18.5,83.26%,,34,7,16,35,3.5,4.5,1,9.5
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,143.5,121.5,22,84.67%,,37,26.5,19.5,38.5,7,4.5,1.5,9
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,42.5,30.5,12,71.76%,,13.5,4,5.5,7.5,1.5,2.5,3,5
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61.5,51,10.5,82.93%,,13.5,8.5,10,19,3.5,1.5,3,2.5
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,79.5,57,22.5,71.70%,,16,10,17,14,7,4.5,4.5,6.5
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61.5,56,5.5,91.06%,,18,13,9.5,15.5,4,1,0,0.5
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,102,74,28,72.55%,,24.5,10,17,22.5,9,5.5,8.5,5
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,68.5,53,15.5,77.37%,,16.5,4.5,10.5,21.5,9,4.5,0,2
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,121,107,14,88.43%,,41.5,12.5,17,36,4,5.5,2.5,2
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ALL CARE,ALL CANCERS,68,59.5,8.5,87.50%,,27.5,6,9,17,2.5,3,1,2
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ALL CARE,ALL CANCERS,40,34.5,5.5,86.25%,,8,5.5,6.5,14.5,2,2,0.5,1
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,133,103,30,77.44%,,25.5,15,29.5,33,5.5,12,6,6.5
,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,73,62,11,84.93%,,26,11,15,10,3.5,4,2,1.5
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62,43.5,18.5,70.16%,,20,6,6,11.5,6,6,1,5.5
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,135.5,96.5,39,71.22%,,42.5,13.5,16.5,24,12,5.5,8,13.5
,RJN,EAST CHESHIRE NHS TRUST,ALL CARE,ALL CANCERS,17,15.5,1.5,91.18%,,7,1.5,4,3,1,0,0.5,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,176,131,45,74.43%,,41.5,19,32,38.5,14,9.5,7.5,14
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,113,100,13,88.50%,,36,22,19,23,2,6,1,4
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,132.5,99,33.5,74.72%,,29.5,15.5,26,28,8,9.5,5,11
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,64,55.5,8.5,86.72%,,23,12,8,12.5,3.5,2,2,1
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,12.5,8.5,4,68.00%,,1.5,0.5,3,3.5,2,0.5,1,0.5
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52.5,45,7.5,85.71%,,8.5,6,14,16.5,1.5,3.5,1.5,1
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,21.5,14.5,7,67.44%,,2,1.5,6.5,4.5,2.5,1,0.5,3
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,149,111.5,37.5,74.83%,,33.5,12,25.5,40.5,12.5,7,8,10
,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,64.5,49,15.5,75.97%,,16.5,6.5,10,16,6.5,1,3.5,4.5
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,150.5,101.5,49,67.44%,,23.5,11,16.5,50.5,9,17,8.5,14.5
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,111,99,12,89.19%,,48,11,16.5,23.5,2,5,1,4
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,47.5,39.5,8,83.16%,,18.5,3,5,13,3,1.5,2.5,1
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,164.5,141.5,23,86.02%,,39,22,32.5,48,3.5,11,5.5,3
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,23.5,18.5,5,78.72%,,6.5,4.5,2,5.5,3.5,1,0.5,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,174,130,44,74.71%,,32.5,18.5,25,54,11,12.5,10,10.5
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,94,81.5,12.5,86.70%,,28.5,7.5,18,27.5,6,2,2,2.5
,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,101,78.5,22.5,77.72%,,19,18,23,18.5,7.5,4,4,7
,R1F,ISLE OF WIGHT NHS TRUST,ALL CARE,ALL CANCERS,52,37,15,71.15%,,15.5,2,8,11.5,3.5,2.5,3,6
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,51,45,6,88.24%,,19,7,4,15,4,0.5,1.5,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57.5,51,6.5,88.70%,,17.5,4,6.5,23,3.5,0,1,2
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,111.5,89.5,22,80.27%,,36,11.5,17,25,5.5,7,3.5,6
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,46.5,44,2.5,94.62%,,29,6,4,5,1,1,0,0.5
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,117,89,28,76.07%,,30,15.5,16.5,27,11.5,5,4.5,7
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,202.5,160,42.5,79.01%,,30,21,38.5,70.5,15,10.5,12,5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ALL CARE,ALL CANCERS,67.5,46,21.5,68.15%,,16,4.5,10.5,15,8,7,2,4.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,10,10,0,100.00%,,1.5,0.5,5.5,2.5,0,0,0,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,11,10,1,90.91%,,1,0,1,8,0,0,1,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,86,69,17,80.23%,,22,11.5,13,22.5,4,5.5,2,5.5
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,56.5,50.5,6,89.38%,,16,4.5,14.5,15.5,0.5,1.5,3,1
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,ALL CANCERS,101.5,72,29.5,70.94%,,14.5,9.5,12,36,7.5,3.5,5,13.5
,RPA,MEDWAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,75.5,62.5,13,82.78%,,19.5,12,15.5,15.5,2.5,3.5,0.5,6.5
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57,53,4,92.98%,,24,7.5,12,9.5,1.5,1.5,0,1
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,101.5,71.5,30,70.44%,,15,16.5,18.5,21.5,11.5,10,3,5.5
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,97,82,15,84.54%,,22.5,9.5,22,28,4.5,5.5,1.5,3.5
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,54.5,52,2.5,95.41%,,26,6,10.5,9.5,0.5,1,0.5,0.5
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,181.5,157,24.5,86.50%,,61,16,31,49,10.5,4,5.5,4.5
,RVJ,NORTH BRISTOL NHS TRUST,ALL CARE,ALL CANCERS,128,115.5,12.5,90.23%,,37.5,18.5,32,27.5,4.5,2.5,4,1.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,76.5,63,13.5,82.35%,,26,6,7,24,2.5,3.5,5,2.5
,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,29,23,6,79.31%,,5,3,4,11,1.5,3,1,0.5
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63.5,55,8.5,86.61%,,15,7.5,17.5,15,0,1.5,3.5,3.5
,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,124,104.5,19.5,84.27%,,34,13,23,34.5,10,5,2,2.5
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,76.5,57,19.5,74.51%,,18.5,10,9.5,19,9.5,6.5,1,2.5
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,43,33.5,9.5,77.91%,,17.5,7.5,5.5,3,3.5,3,2,1
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,71,60,11,84.51%,,16.5,3,17,23.5,1,2.5,1,6.5
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,85.5,69,16.5,80.70%,,21,8.5,10,29.5,6.5,5.5,3,1.5
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,150.5,118.5,32,78.74%,,35.5,15,27,41,8.5,12.5,4.5,6.5
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,178.5,152,26.5,85.15%,,80,13.5,20,38.5,11.5,6.5,3.5,5
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1.5,1.5,0,100.00%,,0,0,0.5,1,0,0,0,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,118.5,98,20.5,82.70%,,25.5,16,19,37.5,9,3.5,1.5,6.5
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,160,126.5,33.5,79.06%,,56,18,26.5,26,10.5,3.5,8,11.5
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70,62.5,7.5,89.29%,,28.5,5,11.5,17.5,4,0.5,0,3
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,156,124.5,31.5,79.81%,,47.5,15.5,19.5,42,10,7.5,5.5,8.5
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,22,18.5,3.5,84.09%,,11.5,0.5,1.5,5,2.5,1,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,100.5,85.5,15,85.07%,,39,11,9,26.5,3.5,4,2.5,5
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,5.5,3.5,2,63.64%,,0,0.5,1,2,0.5,0.5,0,1
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,135,119.5,15.5,88.52%,,54,17,10.5,38,7,2,3.5,3
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,178.5,142.5,36,79.83%,,78,24.5,17,23,17,10,1,8
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,146,112.5,33.5,77.05%,,35.5,19.5,19.5,38,7.5,9,6.5,10.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,43.5,37.5,6,86.21%,,12.5,3,10,12,1.5,1,0.5,3
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,9.5,8,1.5,84.21%,,0,0.5,4,3.5,0,1,0,0.5
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,65.5,50.5,15,77.10%,,17.5,1,14.5,17.5,4.5,3.5,2.5,4.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,90,78,12,86.67%,,31,11,11,25,5.5,2,3,1.5
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,68.5,61,7.5,89.05%,,33.5,5,6.5,16,1.5,2.5,1,2.5
,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,54,46.5,7.5,86.11%,,14,12,7,13.5,3,0.5,1,3
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,81.5,71,10.5,87.12%,,18,17,9.5,26.5,1.5,3,4.5,1.5
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,178,135,43,75.84%,,51,20,16.5,47.5,15,17,6.5,4.5
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,72,58.5,13.5,81.25%,,24,11.5,12,11,4,3,3.5,3
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,137.5,121,16.5,88.00%,,34.5,18.5,22,46,2.5,5,2,7
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,134,110,24,82.09%,,37,14.5,23,35.5,11,3,7,3
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,23.5,22,1.5,93.62%,,7.5,2,5.5,7,0,0,1,0.5
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,53,44.5,8.5,83.96%,,16.5,6,12,10,2.5,1.5,2,2.5
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,72.5,56,16.5,77.24%,,21.5,5,9,20.5,3.5,5.5,3,4.5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,45,35.5,9.5,78.89%,,15.5,3.5,3,13.5,5,2,0.5,2
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,67.5,52.5,15,77.78%,,18.5,3.5,12,18.5,6,7,0.5,1.5
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,84,73.5,10.5,87.50%,,29,5,19.5,20,4,1.5,1.5,3.5
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,40,36,4,90.00%,,9,8.5,6,12.5,0.5,1,1,1.5
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,87,76.5,10.5,87.93%,,22,17,13,24.5,4.5,2,1.5,2.5
,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,40.5,37.5,3,92.59%,,13,7,4.5,13,0,2,0.5,0.5
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,69,58.5,10.5,84.78%,,18.5,11,9,20,3,3,2.5,2
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80.5,57,23.5,70.81%,,4,3.5,13.5,36,9,6.5,4,4
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52,33.5,18.5,64.42%,,4.5,4,7,18,9,4,2,3.5
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,87.5,72.5,15,82.86%,,19,14,14,25.5,2,4.5,3,5.5
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,39,37.5,1.5,96.15%,,15,9.5,8,5,1,0,0,0.5
