62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42522,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,ALL CANCERS,101.5,87.5,14,86.21%,,32,17,27.5,11,6.5,3,3.5,1
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42,40,2,95.24%,,17,11,6.5,5.5,1,0,0,1
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,ALL CANCERS,53,43,10,81.13%,,15,6,11,11,5,2,1,2
,RBK,WALSALL HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,7,7,0,100.00%,,4,2,0,1,0,0,0,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18,15.5,2.5,86.11%,,3.5,1.5,4.5,6,1,0.5,0.5,0.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,33,27.5,5.5,83.33%,,12,7,4.5,4,2,1.5,1,1
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,21,1,95.45%,,5,1,9,6,0,1,0,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,56.5,46,10.5,81.42%,,13,9,10,14,0,3,3,4.5
,RA3,WESTON AREA HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,11,10,1,90.91%,,3,2,1.5,3.5,0,0,0,1
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,16,7,69.57%,,5,2,6,3,3,2.5,1,0.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,66,42,24,63.64%,,27.5,6,4,4.5,3,5,6,10
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,15.5,14,1.5,90.32%,,7,2.5,2.5,2,0,0,1.5,0
,RLQ,WYE VALLEY NHS TRUST,NON-ADMITTED,ALL CANCERS,17,14,3,82.35%,,6,2,5,1,1,1,1,0
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18,14.5,3.5,80.56%,,5,4,1.5,4,1,1.5,0,1
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,49,41.5,7.5,84.69%,,25,6,6.5,4,3,1,1,2.5
,AQK,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,10,10,0,100.00%,,4,2,3,1,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,8,7.5,0.5,93.75%,,3,1.5,1.5,1.5,0,0.5,0,0
,NVM,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,1.5,1.5,0,100.00%,,0,0,1.5,0,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,1.5,1,0.5,66.67%,,0,0.5,0.5,0,0,0,0.5,0
,NYT,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,6,6,0,100.00%,,5,0,1,0,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,ALL CANCERS,4811,4055,756,84.29%,,1758,538,736,1023,220,198,133,205
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,71,63.5,7.5,89.44%,,13.5,13,9.5,27.5,3.5,1.5,1.5,1
,RCF,AIREDALE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,45.5,41.5,4,91.21%,,21,4,6,10.5,2.5,0,0.5,1
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52.5,43,9.5,81.90%,,16.5,4,8,14.5,2.5,3,1,3
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,ALL CANCERS,121.5,96.5,25,79.42%,,25.5,10,23,38,9.5,4.5,3.5,7.5
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,43.5,38.5,5,88.51%,,15,4,9,10.5,1,0,1,3
,R1H,BARTS HEALTH NHS TRUST,ALL CARE,ALL CANCERS,100,89,11,89.00%,,19.5,7.5,16,46,3,3.5,2.5,2
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81.5,57.5,24,70.55%,,30,3,7,17.5,4.5,5,5,9.5
,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,50.5,40.5,10,80.20%,,20,6,1,13.5,1.5,3,4,1.5
,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2,1,1,50.00%,,0,0,0,1,0.5,0.5,0,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,96.5,84.5,12,87.56%,,20.5,11,18.5,34.5,1.5,6,1,3.5
,RMC,BOLTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57.5,55.5,2,96.52%,,21.5,4,8,22,0.5,0.5,0,1
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,84,69.5,14.5,82.74%,,26,10.5,15,18,7,3.5,2,2
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,4,4,0,100.00%,,3,1,0,0,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,108.5,88,20.5,81.11%,,29,12,12.5,34.5,5,6.5,3.5,5.5
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,76.5,66.5,10,86.93%,,21,22,8,15.5,3,3,0,4
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,51.5,36,15.5,69.90%,,17.5,5.5,4,9,7,1,4,3.5
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,98,93,5,94.90%,,23.5,21.5,16.5,31.5,3,1,1,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,123.5,95.5,28,77.33%,,25,16.5,21,33,12,3,7.5,5.5
,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0.5,0,0,0,0,0,0,0
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,54,48,6,88.89%,,11.5,8.5,5.5,22.5,0.5,2,1.5,2
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,39.5,36,3.5,91.14%,,9,3,8,16,1,2,0,0.5
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62.5,56,6.5,89.60%,,20,7,8.5,20.5,2,0.5,1,3
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,73,65.5,7.5,89.73%,,23,8,17,17.5,2.5,3,0,2
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,125.5,95.5,30,76.10%,,40,8,19,28.5,8.5,9,5,7.5
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,67,60.5,6.5,90.30%,,14,10,12.5,24,1.5,2,1,2
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,116,100,16,86.21%,,34,20,20.5,25.5,3,2.5,6.5,4
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ALL CARE,ALL CANCERS,55,46.5,8.5,84.55%,,16.5,6.5,11,12.5,2,3.5,2,1
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ALL CARE,ALL CANCERS,31.5,28,3.5,88.89%,,3.5,4.5,6,14,3,0.5,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,139.5,110.5,29,79.21%,,23.5,11.5,27,48.5,9,4.5,7.5,8
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,75,64.5,10.5,86.00%,,25.5,10.5,12,16.5,2,5.5,3,0
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,64.5,60,4.5,93.02%,,20,13,8,19,1,2.5,0.5,0.5
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,101,74.5,26.5,73.76%,,27.5,10,18,19,5,6.5,4.5,10.5
,RJN,EAST CHESHIRE NHS TRUST,ALL CARE,ALL CANCERS,37.5,33.5,4,89.33%,,18.5,4,6,5,0.5,1,1.5,1
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,180,136,44,75.56%,,45,9,31.5,50.5,16.5,9,8,10.5
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,142.5,117,25.5,82.11%,,38.5,13,34,31.5,14.5,3.5,3.5,4
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,147,121,26,82.31%,,42.5,21,23,34.5,7.5,4.5,3,11
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,49.5,43,6.5,86.87%,,13.5,5,13,11.5,3.5,1.5,1,0.5
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,134,122.5,11.5,91.42%,,52.5,17,23.5,29.5,5,1.5,1.5,3.5
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,82,71,11,86.59%,,21.5,11.5,16.5,21.5,1.5,7,1,1.5
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,26.5,23.5,3,88.68%,,6.5,6,2.5,8.5,1.5,1,0.5,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,153.5,125,28.5,81.43%,,46,14,22,43,11,3.5,3,11
,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0.5,0,0,0,0,0,0,0
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,56.5,48.5,8,85.84%,,19,8,10,11.5,3.5,0.5,2,2
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,119,75.5,43.5,63.45%,,18,7.5,19.5,30.5,12,10,8.5,13
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,110.5,100,10.5,90.50%,,42,15,16,27,3,2,3,2.5
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50.5,44.5,6,88.12%,,21,6,7.5,10,3.5,0.5,2,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,158,130,28,82.28%,,36,26.5,25.5,42,9,10,4,5
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ALL CARE,ALL CANCERS,39.5,34.5,5,87.34%,,12.5,7,6.5,8.5,0,1.5,1,2.5
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,24.5,22,2.5,89.80%,,9,4.5,0,8.5,0,0,0,2.5
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,133.5,107.5,26,80.52%,,18,18.5,22,49,6,9,4,7
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,108,79.5,28.5,73.61%,,19,10.5,15.5,34.5,7,5.5,2.5,13.5
,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,102.5,90,12.5,87.80%,,24,17,23.5,25.5,1.5,3.5,4,3.5
,R1F,ISLE OF WIGHT NHS TRUST,ALL CARE,ALL CANCERS,33,25,8,75.76%,,9,7,4,5,2,1,1.5,3.5
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,67,60,7,89.55%,,23,9.5,14,13.5,2.5,1.5,1.5,1.5
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,71.5,58.5,13,81.82%,,19,5.5,8,26,4.5,3,0.5,5
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,122,109.5,12.5,89.75%,,37.5,18,28.5,25.5,6,2.5,1,3
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,65,61.5,3.5,94.62%,,30.5,9.5,9.5,12,0.5,1,1.5,0.5
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,108,85.5,22.5,79.17%,,23,13,20,29.5,8,8,2,4.5
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,198.5,160,38.5,80.60%,,33,24.5,46,56.5,15.5,10.5,7.5,5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ALL CARE,ALL CANCERS,89,78.5,10.5,88.20%,,23,11.5,15,29,2,5,1,2.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,9.5,8.5,1,89.47%,,2.5,2,1.5,2.5,0.5,0,0,0.5
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,13,10,3,76.92%,,1,0.5,2,6.5,0.5,0,1.5,1
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,90,71.5,18.5,79.44%,,19,7,20.5,25,4,6,3.5,5
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,56.5,49,7.5,86.73%,,15.5,9.5,11,13,0.5,0,3.5,3.5
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,ALL CANCERS,120.5,86,34.5,71.37%,,21.5,7.5,16,41,8,8,5,13.5
,RPA,MEDWAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,72.5,54,18.5,74.48%,,12,6,15,21,5.5,4.5,4,4.5
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57,51.5,5.5,90.35%,,19,9.5,11,12,1,0.5,2,2
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,106,72,34,67.92%,,26,10.5,16.5,19,12,9,6.5,6.5
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,101,83.5,17.5,82.67%,,21.5,17.5,21.5,23,3,6.5,7,1
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61.5,52,9.5,84.55%,,17,5,12,18,6,0.5,2,1
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,153.5,121,32.5,78.83%,,43,11.5,21,45.5,11.5,6,6,9
,RVJ,NORTH BRISTOL NHS TRUST,ALL CARE,ALL CANCERS,132.5,113.5,19,85.66%,,44.5,18.5,26,24.5,6,6,1.5,5.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,77.5,63.5,14,81.94%,,23.5,12,5.5,22.5,3.5,5.5,2.5,2.5
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,31,22,9,70.97%,,5.5,4,2.5,10,1,3,1,4
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59,44.5,14.5,75.42%,,14,8.5,8.5,13.5,3,5,3.5,3
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,85,69.5,15.5,81.76%,,15.5,13.5,15.5,25,2,4.5,1.5,7.5
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,57,51.5,5.5,90.35%,,20,5.5,12,14,4,1.5,0,0
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,87,73,14,83.91%,,18,11.5,16,27.5,0.5,6.5,4,3
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,84.5,77.5,7,91.72%,,22.5,12,15.5,27.5,2,2.5,0.5,2
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,162,124,38,76.54%,,34.5,19,30,40.5,16,9.5,9,3.5
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,180,127.5,52.5,70.83%,,47,8,33.5,39,14.5,9,10,19
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,3.5,3,0.5,85.71%,,0,0,0.5,2.5,0,0,0,0.5
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,133,103.5,29.5,77.82%,,25,12,16,50.5,9,8.5,5.5,6.5
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,94.5,75.5,19,79.89%,,17,8,18,32.5,6.5,2.5,6,4
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,160,143,17,89.38%,,43,38.5,27,34.5,4,5.5,3,4.5
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,64.5,55,9.5,85.27%,,15,9,13,18,1.5,2.5,2,3.5
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,132.5,106.5,26,80.38%,,26,9.5,24.5,46.5,8.5,7.5,0,10
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,22.5,20.5,2,91.11%,,10,3,3.5,4,1,0,0.5,0.5
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,124.5,104,20.5,83.53%,,42,12,18.5,31.5,5,4,5,6.5
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,8,4,4,50.00%,,1,0.5,0.5,2,0,2.5,1,0.5
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,124.5,106.5,18,85.54%,,41,25.5,13,27,6,6.5,3,2.5
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,187,149.5,37.5,79.95%,,73.5,24.5,18.5,33,14.5,13,5.5,4.5
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,137,117.5,19.5,85.77%,,42.5,21.5,14,39.5,7.5,5,2,5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,45,39,6,86.67%,,12,7,8,12,2,0.5,1,2.5
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,4.5,2,2.5,44.44%,,0,0,1,1,1,1.5,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,82.5,63.5,19,76.97%,,18,7.5,17,21,6.5,2.5,3,7
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,106,93.5,12.5,88.21%,,45,10.5,14,24,6,2.5,3,1
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74,68.5,5.5,92.57%,,38,4.5,9,17,0,2,2.5,1
,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59.5,54.5,5,91.60%,,25.5,7,11.5,10.5,3,1,0,1
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,64.5,58,6.5,89.92%,,24,7.5,5,21.5,1,1,2.5,2
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,176,140,36,79.55%,,37.5,22.5,26,54,7.5,9.5,7.5,11.5
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70,61,9,87.14%,,20.5,3.5,16,21,4.5,1,1,2.5
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,130.5,118,12.5,90.42%,,45,13,20.5,39.5,4,5,0,3.5
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,163.5,134,29.5,81.96%,,45,22.5,27,39.5,7,7.5,9.5,5.5
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,12,8.5,3.5,70.83%,,0,0,1,7.5,2.5,0,0.5,0.5
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,43.5,34.5,9,79.31%,,12,3,11,8.5,1.5,7,0.5,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,85.5,66,19.5,77.19%,,17,9,11.5,28.5,8,5,1.5,5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,44.5,38.5,6,86.52%,,9,6,8,15.5,1,2,1.5,1.5
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70.5,57.5,13,81.56%,,15,8.5,13.5,20.5,3,4.5,3,2.5
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,80,70,10,87.50%,,26,11,16.5,16.5,5.5,2,1,1.5
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61.5,58,3.5,94.31%,,16.5,7.5,9.5,24.5,2,0.5,0,1
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,95,85.5,9.5,90.00%,,28.5,9.5,19.5,28,3,0,2.5,4
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,42.5,40.5,2,95.29%,,14.5,4.5,9.5,12,1,1,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,94.5,76.5,18,80.95%,,19,9.5,20,28,3,7.5,4.5,3
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,84,51.5,32.5,61.31%,,3.5,4.5,9.5,34,10.5,8.5,4,9.5
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,49,30.5,18.5,62.24%,,2.5,4,9.5,14.5,8.5,4,3.5,2.5
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,109,97,12,88.99%,,30,12,13,42,2,0.5,4.5,5
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,37.5,33,4.5,88.00%,,11,12,5.5,4.5,3.5,0,0,1
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,169.5,140.5,29,82.89%,,58,18.5,22.5,41.5,8,7,8,6
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,53.5,46,7.5,85.98%,,22,5.5,6.5,12,4,3,0,0.5
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,71.5,59.5,12,83.22%,,19,11,13.5,16,4,1.5,2.5,4
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1.5,1,0.5,66.67%,,1,0,0,0,0,0,0,0.5
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,58,55,3,94.83%,,24,6,13.5,11.5,1.5,0.5,0.5,0.5
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,105,91,14,86.67%,,34.5,16,13,27.5,6,3.5,2.5,2
