62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: March 2016,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,38.5,35,3.5,90.91%,,11,2,9,13,0,1.5,0,2
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,ALL CANCERS,63,51,12,80.95%,,21,10,12,8,2,5,2,3
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43.5,38.5,5,88.51%,,19,5.5,6,8,0,2,0.5,2.5
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,ALL CANCERS,48,41.5,6.5,86.46%,,18,9,4.5,10,1,3,0,2.5
,RBK,WALSALL HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,14,11,3,78.57%,,5,1,3,2,0,2,1,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,7,5,2,71.43%,,2.5,0,0,2.5,0.5,0.5,0.5,0.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,35.5,30,5.5,84.51%,,14,4,4,8,2,3,0.5,0
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,22,1,95.65%,,9,3,6,4,0,0,0,1
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,48,38.5,9.5,80.21%,,18,6,3,11.5,3.5,0,1,5
,RA3,WESTON AREA HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,8,5,3,62.50%,,4,0,1,0,1.5,0,0,1.5
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,13,3,81.25%,,3.5,1,3.5,5,1,0.5,1,0.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,47.5,38,9.5,80.00%,,20,4,4,10,4,1,3,1.5
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,20,18.5,1.5,92.50%,,9,2.5,3.5,3.5,0.5,0.5,0.5,0
,RLQ,WYE VALLEY NHS TRUST,NON-ADMITTED,ALL CANCERS,11.5,10.5,1,91.30%,,7,1,0,2.5,0,1,0,0
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13,13,0,100.00%,,4,5,2,2,0,0,0,0
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41.5,38,3.5,91.57%,,18,4,8,8,1.5,0,1.5,0.5
,AQK,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,4,4,0,100.00%,,4,0,0,0,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,8,7.5,0.5,93.75%,,3.5,1.5,1,1.5,0,0.5,0,0
,NWV,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,3.5,3,0.5,85.71%,,2,1,0,0,0.5,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,ALL CANCERS,4362,3739,623,85.72%,,1656,525,609,949,167,145,136,175
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60,50,10,83.33%,,20,7,7,16,3,2.5,1.5,3
,RCF,AIREDALE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,34.5,33,1.5,95.65%,,15,5.5,6.5,6,0.5,0,0.5,0.5
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57,49.5,7.5,86.84%,,19,7.5,10.5,12.5,2,2.5,1,2
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,ALL CANCERS,100,76,24,76.00%,,22,6.5,16,31.5,3,6.5,5,9.5
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,36.5,33.5,3,91.78%,,13,5,4.5,11,0,1,0,2
,R1H,BARTS HEALTH NHS TRUST,ALL CARE,ALL CANCERS,107.5,92.5,15,86.05%,,15,15,23.5,39,2,2.5,5,5.5
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,76.5,49.5,27,64.71%,,13,4,10,22.5,7,2.5,5.5,12
,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,47.5,38,9.5,80.00%,,15,8,5.5,9.5,0,3,4,2.5
,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,0,0,0,1,0,0,0,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,87.5,78.5,9,89.71%,,31,4,21.5,22,2,2,0.5,4.5
,RMC,BOLTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,49,45.5,3.5,92.86%,,14.5,1.5,12.5,17,1.5,1.5,0.5,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70.5,64.5,6,91.49%,,25.5,10.5,10,18.5,1.5,1,2,1.5
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,4,4,0,100.00%,,4,0,0,0,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,114,93.5,20.5,82.02%,,41,8,14,30.5,3.5,4,5,8
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,67,56,11,83.58%,,20,12.5,13,10.5,8,0.5,2.5,0
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,36,30,6,83.33%,,12,5,4.5,8.5,3.5,1.5,0,1
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81,72.5,8.5,89.51%,,22,5,20.5,25,1,2.5,3,2
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,114.5,89,25.5,77.73%,,25,13,23.5,27.5,9.5,3,6,7
,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,0.5,0,0,0.5,0,0,0,0
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59,50.5,8.5,85.59%,,10.5,8.5,8,23.5,3.5,1,1.5,2.5
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,41,38,3,92.68%,,17,2,7.5,11.5,0.5,0.5,0,2
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,65.5,57.5,8,87.79%,,19.5,9,15,14,2,0,2.5,3.5
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80.5,70.5,10,87.58%,,23,13.5,13,21,4.5,4.5,0,1
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,89,67,22,75.28%,,27,9,6.5,24.5,9,5,2.5,5.5
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,58,46.5,11.5,80.17%,,11.5,11.5,11.5,12,0.5,3.5,3.5,4
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,104.5,89.5,15,85.65%,,38,14,10.5,27,5.5,5.5,1.5,2.5
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ALL CARE,ALL CANCERS,48.5,43.5,5,89.69%,,19.5,7,5,12,0,1,2.5,1.5
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ALL CARE,ALL CANCERS,38,32.5,5.5,85.53%,,9,6.5,6,11,3,0.5,0,2
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,102,91.5,10.5,89.71%,,33,10,15.5,33,4,2.5,2.5,1.5
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,72.5,65.5,7,90.34%,,33.5,10.5,7,14.5,3.5,0.5,1,2
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63,52.5,10.5,83.33%,,15,4,14,19.5,2,3.5,1.5,3.5
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,84.5,55,29.5,65.09%,,15,7.5,13.5,19,7.5,7.5,5,9.5
,RJN,EAST CHESHIRE NHS TRUST,ALL CARE,ALL CANCERS,25.5,24,1.5,94.12%,,9.5,3.5,7,4,1,0,0.5,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,158,116.5,41.5,73.73%,,45,7,19,45.5,10,11.5,8,12
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,95,84,11,88.42%,,36.5,7.5,11.5,28.5,4,2.5,0.5,4
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,104.5,83,21.5,79.43%,,42.5,10,12.5,18,6,7.5,4.5,3.5
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,54.5,45,9.5,82.57%,,18,4,10.5,12.5,1.5,4,2.5,1.5
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,95.5,87,8.5,91.10%,,23.5,17,27,19.5,1,1.5,3.5,2.5
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,64.5,56.5,8,87.60%,,20,11,11.5,14,3,2.5,0,2.5
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,47,33,14,70.21%,,9.5,6,6,11.5,4.5,4,3,2.5
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,138.5,106.5,32,76.90%,,39.5,16,20.5,30.5,7,3.5,9,12.5
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,53.5,47.5,6,88.79%,,15,7,15.5,10,3,0.5,2,0.5
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,96,65,31,67.71%,,13,5,15.5,31.5,7.5,7,5.5,11
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,101.5,92.5,9,91.13%,,38.5,9,20,25,5,0,1.5,2.5
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,44,42,2,95.45%,,14,5,10,13,0.5,0.5,0,1
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,160,147,13,91.88%,,32.5,29,40.5,45,5.5,1,3.5,3
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ALL CARE,ALL CANCERS,34,30,4,88.24%,,13.5,2,6.5,8,0.5,1,1,1.5
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,25.5,23,2.5,90.20%,,10,0.5,7,5.5,1,0.5,0.5,0.5
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,139.5,113.5,26,81.36%,,31,12,16,54.5,6,8.5,4.5,7
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,73,58,15,79.45%,,12.5,6,18.5,21,5,4,2,4
,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,94,85,9,90.43%,,31.5,16,17,20.5,3.5,4,0.5,1
,R1F,ISLE OF WIGHT NHS TRUST,ALL CARE,ALL CANCERS,34.5,29.5,5,85.51%,,12,2.5,7.5,7.5,0.5,2,1,1.5
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,53.5,49.5,4,92.52%,,15,4.5,12.5,17.5,1,0.5,1,1.5
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,67.5,58.5,9,86.67%,,18.5,10.5,11,18.5,3,0.5,1,4.5
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,100.5,88.5,12,88.06%,,28.5,15,24,21,4.5,2.5,3.5,1.5
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,56,55.5,0.5,99.11%,,22,6,10.5,17,0,0,0,0.5
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,102,87.5,14.5,85.78%,,31,10.5,18,28,5,1.5,5.5,2.5
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,182,157.5,24.5,86.54%,,31.5,29.5,29,67.5,10,4.5,6.5,3.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ALL CARE,ALL CANCERS,86.5,74.5,12,86.13%,,20.5,16,10.5,27.5,3.5,2,2.5,4
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,15.5,12.5,3,80.65%,,4,2.5,3.5,2.5,1,0.5,1,0.5
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,19.5,17,2.5,87.18%,,2,1,2,12,0,1.5,1,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,66,56,10,84.85%,,27,3,9.5,16.5,2.5,2.5,2.5,2.5
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,55,47.5,7.5,86.36%,,17,10,10.5,10,0.5,3,1.5,2.5
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,ALL CANCERS,113.5,90.5,23,79.74%,,17,19,19.5,35,8.5,5,2,7.5
,RPA,MEDWAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,79.5,66,13.5,83.02%,,15,19.5,20,11.5,5,0.5,1.5,6.5
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48.5,45.5,3,93.81%,,15,7,14,9.5,1,0.5,1.5,0
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,87,63,24,72.41%,,15,11.5,17,19.5,7.5,4.5,4,8
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,107.5,97,10.5,90.23%,,30,13,19,35,3,4.5,2.5,0.5
,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62,56,6,90.32%,,18.5,4,15,18.5,0.5,1,2.5,2
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,137,112,25,81.75%,,33.5,15,24.5,39,9.5,6.5,3,6
,RVJ,NORTH BRISTOL NHS TRUST,ALL CARE,ALL CANCERS,166.5,143,23.5,85.89%,,62,25,24,32,4,8,1.5,10
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,70.5,58.5,12,82.98%,,14,5.5,17,22,1,5,2,4
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,18,17.5,0.5,97.22%,,3,2.5,5.5,6.5,0.5,0,0,0
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61,53,8,86.89%,,10,11,15.5,16.5,1.5,1.5,3.5,1.5
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,90,71.5,18.5,79.44%,,23.5,9,16,23,7,6,1,4.5
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,45,40.5,4.5,90.00%,,19,6,10,5.5,1.5,0.5,1.5,1
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80,72.5,7.5,90.63%,,14,7,11.5,40,2,3.5,0,2
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63.5,56.5,7,88.98%,,20,8.5,6,22,2,2.5,1.5,1
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,126.5,105,21.5,83.00%,,42,12.5,20,30.5,6.5,4,3,8
,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,170.5,146,24.5,85.63%,,50,26.5,29,40.5,10.5,2,3,9
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,4,2.5,1.5,62.50%,,0,0,0.5,2,0.5,1,0,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,114,97,17,85.09%,,34.5,11.5,14.5,36.5,4.5,5,4.5,3
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74,61,13,82.43%,,10.5,12,16,22.5,3,3,2,5
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,147,125.5,21.5,85.37%,,60,20.5,9.5,35.5,4,8,3,6.5
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,67.5,58.5,9,86.67%,,11,13,16,18.5,4.5,2,1.5,1
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,126,103,23,81.75%,,29,13,26.5,34.5,5,8,5.5,4.5
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,21,19.5,1.5,92.86%,,11.5,2,2.5,3.5,0.5,0,0.5,0.5
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,90,64,26,71.11%,,21,16,12.5,14.5,10.5,4,4,7.5
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,10,7,3,70.00%,,1,0.5,0.5,5,1.5,0,0,1.5
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,98,84,14,85.71%,,39,15.5,10.5,19,5,2.5,1,5.5
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,143.5,122,21.5,85.02%,,58,16.5,24,23.5,3.5,9.5,5.5,3
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,107.5,85,22.5,79.07%,,24,10.5,18.5,32,5,6,5,6.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,53,45.5,7.5,85.85%,,14,5.5,9,17,2,0.5,2,3
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,1.5,1.5,0,100.00%,,0.5,0,1,0,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50,35.5,14.5,71.00%,,11,2,2,20.5,4.5,2.5,2.5,5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,107.5,98.5,9,91.63%,,37.5,15,22.5,23.5,4.5,3.5,1,0
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57.5,51.5,6,89.57%,,21.5,6.5,8,15.5,2.5,2.5,0.5,0.5
,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,64.5,56.5,8,87.60%,,18,8,11,19.5,2,3,2,1
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,59.5,54,5.5,90.76%,,12,5,14.5,22.5,2,0.5,2.5,0.5
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,147,116.5,30.5,79.25%,,42,15.5,25,34,8.5,4.5,7,10.5
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52.5,48,4.5,91.43%,,14,12,10,12,0.5,1,2,1
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,117,100.5,16.5,85.90%,,35,10.5,20,35,5,0,4,7.5
,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,88.5,81,7.5,91.53%,,35,12,12.5,21.5,1,1,2,3.5
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,123.5,94,29.5,76.11%,,34,18,15,27,8,10,6,5.5
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,12,11,1,91.67%,,2,1.5,3,4.5,0,1,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,41,34,7,82.93%,,11,5,8,10,1.5,0.5,2,3
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,83,64,19,77.11%,,23.5,11,13,16.5,4.5,6.5,2.5,5.5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,46,38.5,7.5,83.70%,,18,2,7.5,11,2,3.5,1.5,0.5
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,69,57,12,82.61%,,15,7,12,23,4.5,4,2.5,1
,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,74.5,67,7.5,89.93%,,33,9.5,11.5,13,0,2,3,2.5
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,43,39.5,3.5,91.86%,,11,5,8,15.5,2,0.5,1,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,95,83.5,11.5,87.89%,,21,14.5,13.5,34.5,5.5,3,2,1
,RDR,SUSSEX COMMUNITY NHS TRUST,ALL CARE,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0,0.5,0
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61,59,2,96.72%,,32.5,4,9,13.5,1.5,0,0,0.5
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,101,84,17,83.17%,,35.5,11.5,16.5,20.5,4,4,4,5
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,79,57.5,21.5,72.78%,,4.5,4,14.5,34.5,7.5,7.5,4.5,2
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50,27.5,22.5,55.00%,,5,3,7,12.5,5,4.5,6.5,6.5
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,87.5,69,18.5,78.86%,,15,14,15,25,6.5,3,4,5
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,42.5,38.5,4,90.59%,,16,8,4.5,10,0,0.5,2.5,1
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,155,132.5,22.5,85.48%,,56,12,20.5,44,3.5,7.5,5.5,6
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,58,48,10,82.76%,,17,9,9,13,4.5,2,2.5,1
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,64.5,57,7.5,88.37%,,20,10,12,15,5,0,1,1.5
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,40.5,39,1.5,96.30%,,12,9,7.5,10.5,0,0,0.5,1
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,87.5,77,10.5,88.00%,,29,14,15.5,18.5,3.5,4.5,2,0.5
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,67,50.5,16.5,75.37%,,10,8,14,18.5,4,4,4,4.5
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2.5,2,0.5,80.00%,,1.5,0,0.5,0,0,0.5,0,0
