31-DAY (DIAGNOSIS TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,
PERIOD: July 2015,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,
Footnotes: See bottom of page,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE TREATED WITHIN 31 DAYS,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,
E18000008,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,251,242,9,96.41%,,242,3,2,1,3
E18000009,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,152,152,0,100.00%,,152,0,0,0,0
E18000005,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,89,89,0,100.00%,,89,0,0,0,0
E18000003,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,145,145,0,100.00%,,145,0,0,0,0
E18000006,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,245,232,13,94.69%,,232,7,2,2,2
E18000002,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,150,148,2,98.67%,,148,1,0,0,1
E18000007,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,18,18,0,100.00%,,18,0,0,0,0
E18000004,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,110,110,0,100.00%,,110,0,0,0,0
E18000001,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,168,167,1,99.40%,,167,1,0,0,0
E18000006,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,198,184,14,92.93%,,184,7,6,1,0
E18000002,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,103,103,0,100.00%,,103,0,0,0,0
E18000001,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,212,212,0,100.00%,,212,0,0,0,0
E18000007,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ALL CARE,ALL CANCERS,67,65,2,97.01%,,65,1,0,1,0
E18000008,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ALL CARE,ALL CANCERS,89,88,1,98.88%,,88,1,0,0,0
E18000004,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,283,275,8,97.17%,,275,3,3,1,1
E18000003,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,145,143,2,98.62%,,143,1,1,0,0
E18000010,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,110,106,4,96.36%,,106,2,1,0,1
E18000006,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,216,210,6,97.22%,,210,0,2,1,3
E18000002,RJN,EAST CHESHIRE NHS TRUST,ALL CARE,ALL CANCERS,81,81,0,100.00%,,81,0,0,0,0
E18000008,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,267,242,25,90.64%,,242,11,4,7,3
E18000002,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,183,181,2,98.91%,,181,0,2,0,0
E18000008,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,201,191,10,95.02%,,191,1,4,5,0
E18000007,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,76,75,1,98.68%,,75,1,0,0,0
E18000008,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,111,111,0,100.00%,,111,0,0,0,0
E18000001,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,140,140,0,100.00%,,140,0,0,0,0
E18000005,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,62,62,0,100.00%,,62,0,0,0,0
E18000010,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,318,317,1,99.69%,,317,0,1,0,0
E18000007,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,23,23,0,100.00%,,23,0,0,0,0
E18000010,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,146,142,4,97.26%,,142,2,1,1,0
E18000007,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,357,343,14,96.08%,,343,4,6,2,2
E18000009,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,171,169,2,98.83%,,169,1,0,0,1
E18000003,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,90,89,1,98.89%,,89,1,0,0,0
E18000005,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,305,298,7,97.70%,,298,2,2,3,0
E18000009,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,146,144,2,98.63%,,144,2,0,0,0
E18000006,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ALL CARE,ALL CANCERS,57,57,0,100.00%,,57,0,0,0,0
E18000007,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,34,34,0,100.00%,,34,0,0,0,0
E18000003,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,275,270,5,98.18%,,270,1,3,0,1
E18000007,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,239,231,8,96.65%,,231,2,3,1,2
E18000006,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,194,190,4,97.94%,,190,0,2,1,1
E18000009,R1F,ISLE OF WIGHT NHS TRUST,ALL CARE,ALL CANCERS,82,81,1,98.78%,,81,1,0,0,0
E18000006,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,106,106,0,100.00%,,106,0,0,0,0
E18000004,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,110,110,0,100.00%,,110,0,0,0,0
E18000007,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,261,260,1,99.62%,,260,1,0,0,0
E18000007,RAX,KINGSTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,100,99,1,99.00%,,99,0,1,0,0
E18000002,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,320,312,8,97.50%,,312,5,2,0,1
E18000003,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,572,559,13,97.73%,,559,4,6,0,3
E18000007,RJ2,LEWISHAM HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,103,103,0,100.00%,,103,0,0,0,0
E18000002,RBQ,LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52,52,0,100.00%,,52,0,0,0,0
E18000002,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,25,25,0,100.00%,,25,0,0,0,0
N/A,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,147,143,4,97.28%,,143,2,1,0,1
E18000006,RC9,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,115,115,0,100.00%,,115,0,0,0,0
E18000008,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,ALL CANCERS,202,199,3,98.51%,,199,2,1,0,0
E18000008,RPA,MEDWAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0
E18000002,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,93,92,1,98.92%,,92,1,0,0,0
E18000006,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,195,181,14,92.82%,,181,6,2,0,6
E18000003,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,215,212,3,98.60%,,212,1,1,0,1
E18000009,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,65,64,1,98.46%,,64,0,1,0,0
E18000007,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,19,18,1,94.74%,,18,1,0,0,0
E18000006,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,347,336,11,96.83%,,336,3,3,3,2
E18000010,RVJ,NORTH BRISTOL NHS TRUST,ALL CARE,ALL CANCERS,270,246,24,91.11%,,246,9,6,5,4
E18000002,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,116,114,2,98.28%,,114,1,1,0,0
E18000007,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,66,66,0,100.00%,,66,0,0,0,0
E18000001,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,126,126,0,100.00%,,126,0,0,0,0
E18000004,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,173,166,7,95.95%,,166,3,2,1,1
E18000010,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,67,65,2,97.01%,,65,1,1,0,0
E18000003,RJL,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,150,150,0,100.00%,,150,0,0,0,0
E18000001,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,138,138,0,100.00%,,138,0,0,0,0
E18000004,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,364,355,9,97.53%,,355,3,3,1,2
E18000009,RBF,NUFFIELD ORTHOPAEDIC CENTRE NHS TRUST,ALL CARE,ALL CANCERS,1,0,1,0.00%,,0,1,0,0,0
E18000009,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,342,336,6,98.25%,,336,1,4,1,0
E18000006,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,10,10,0,100.00%,,10,0,0,0,0
E18000002,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,160,160,0,100.00%,,160,0,0,0,0
E18000006,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,145,145,0,100.00%,,145,0,0,0,0
E18000010,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,310,299,11,96.45%,,299,6,3,0,2
E18000010,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,149,149,0,100.00%,,149,0,0,0,0
E18000009,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,301,297,4,98.67%,,297,2,2,0,0
E18000008,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50,50,0,100.00%,,50,0,0,0,0
E18000009,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,211,204,7,96.68%,,204,5,1,0,1
E18000007,RT3,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,33,33,0,100.00%,,33,0,0,0,0
E18000010,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,252,250,2,99.21%,,250,0,2,0,0
E18000010,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,313,283,30,90.42%,,283,3,11,13,3
E18000007,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,250,249,1,99.60%,,249,1,0,0,0
E18000002,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,145,141,4,97.24%,,141,0,1,0,3
E18000007,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,8,8,0,100.00%,,8,0,0,0,0
E18000008,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,227,220,7,96.92%,,220,4,0,1,2
E18000010,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,ALL CARE,ALL CANCERS,169,167,2,98.82%,,167,1,1,0,0
E18000002,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,107,105,2,98.13%,,105,0,0,2,0
E18000010,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,105,105,0,100.00%,,105,0,0,0,0
E18000005,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,155,152,3,98.06%,,152,2,1,0,0
E18000003,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,8,8,0,100.00%,,8,0,0,0,0
E18000003,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,498,478,20,95.98%,,478,12,7,1,0
E18000004,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,113,111,2,98.23%,,111,0,0,1,1
E18000005,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,219,214,5,97.72%,,214,2,3,0,0
E18000009,R1C,SOLENT NHS TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0
E18000010,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,169,169,0,100.00%,,169,0,0,0,0
E18000001,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,287,278,9,96.86%,,278,1,3,2,3
E18000001,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,27,27,0,100.00%,,27,0,0,0,0
E18000005,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81,80,1,98.77%,,80,0,1,0,0
E18000006,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,29,28,1,96.55%,,28,0,0,0,1
E18000002,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,72,72,0,100.00%,,72,0,0,0,0
E18000007,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,164,161,3,98.17%,,161,2,1,0,0
E18000002,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,226,221,5,97.79%,,221,0,2,1,2
E18000002,RWJ,STOCKPORT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,82,81,1,98.78%,,81,0,1,0,0
E18000008,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,129,128,1,99.22%,,128,1,0,0,0
E18000002,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60,59,1,98.33%,,59,1,0,0,0
E18000010,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,180,179,1,99.44%,,179,1,0,0,0
E18000002,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,336,331,5,98.51%,,331,2,2,1,0
E18000002,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,210,208,2,99.05%,,208,1,0,0,1
E18000005,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,156,156,0,100.00%,,156,0,0,0,0
E18000007,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,69,69,0,100.00%,,69,0,0,0,0
E18000001,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,463,457,6,98.70%,,457,2,3,1,0
E18000006,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,102,102,0,100.00%,,102,0,0,0,0
E18000006,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,124,120,4,96.77%,,120,3,0,1,0
E18000003,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,92,91,1,98.91%,,91,0,1,0,0
E18000010,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,189,183,6,96.83%,,183,3,0,1,2
E18000007,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,233,232,1,99.57%,,232,0,0,1,0
E18000005,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,15,15,0,100.00%,,15,0,0,0,0
E18000005,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,209,201,8,96.17%,,201,2,0,2,4
E18000002,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,11,11,0,100.00%,,11,0,0,0,0
E18000007,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,34,34,0,100.00%,,34,0,0,0,0
E18000004,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,269,262,7,97.40%,,262,2,2,3,0
E18000007,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,247,225,22,91.09%,,225,7,7,5,3
E18000005,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,283,267,16,94.35%,,267,7,7,2,0
E18000002,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,198,196,2,98.99%,,196,2,0,0,0
E18000009,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,379,370,9,97.63%,,370,3,3,2,1
E18000005,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,291,285,6,97.94%,,285,2,2,2,0
E18000010,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,243,235,8,96.71%,,235,6,1,1,0
E18000005,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,242,241,1,99.59%,,241,1,0,0,0
E18000004,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,392,381,11,97.19%,,381,5,2,3,1
E18000002,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,181,180,1,99.45%,,180,0,0,1,0
E18000005,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,88,88,0,100.00%,,88,0,0,0,0
E18000002,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,29,29,0,100.00%,,29,0,0,0,0
E18000006,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,144,143,1,99.31%,,143,0,1,0,0
E18000007,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,50,49,1,98.00%,,49,1,0,0,0
E18000006,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,117,117,0,100.00%,,117,0,0,0,0
E18000008,RYR,WESTERN SUSSEX HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,242,241,1,99.59%,,241,0,0,0,1
E18000010,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,46,46,0,100.00%,,46,0,0,0,0
E18000002,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,150,144,6,96.00%,,144,3,1,2,0
E18000005,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,269,265,4,98.51%,,265,1,2,0,1
E18000002,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,95,95,0,100.00%,,95,0,0,0,0
E18000005,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,84,81,3,96.43%,,81,2,0,0,1
E18000010,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,92,91,1,98.91%,,91,1,0,0,0
E18000003,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,228,224,4,98.25%,,224,3,0,1,0
N/A,NYT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,10,10,0,100.00%,,10,0,0,0,0
N/A,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,14,14,0,100.00%,,14,0,0,0,0
N/A,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,51,50,1,98.04%,,50,1,0,0,0
E18000002,5NM,DISCONTINUED ORGANISATION,ALL CARE,ALL CANCERS,4,4,0,100.00%,,4,0,0,0,0
,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,24829,24286,543,97.81%,,24286,217,159,91,76
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SOURCE: CANCER WAITING TIMES DATABASE - CWT-db,,,,,,,,,,,,,,
NOTES:,,,,,,,,,,,,,,
(2) - ONS AREA ID is the unique code used to identify the Area Team by the Office for National Statistics. Where this is N/A it has not been possible to attribute a provider to an identified host organisation,,,,,,,,,,,,,,
(3) - ODS CODE is the unique code to identify the Provider (ODS = Organisational Data Service),,,,,,,,,,,,,,
(4) - CARE SETTING - relates either to patients who were ADMITTED to hospital for treatment - this includes ordinary admissions and day cases; patients who were NON-ADMITTED,,,,,,,,,,,,,,
"- which refers to outpatient activity, and treatment in other care settings; and ALL CARE which is the sum of ADMITTED and NON-ADMITTED patients",,,,,,,,,,,,,,
(5) ALL CANCERS refers to any case of diagnosed cancer regardless of cancer type,,,,,,,,,,,,,,
