62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42552,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,ALL CANCERS,62.5,52.5,10,84.00%,,16.5,4,9,23,4,3,2,1
,RBK,WALSALL HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,11,9.5,1.5,86.36%,,3,2,0,4.5,1,0,0.5,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19.5,15.5,4,79.49%,,5.5,3,4.5,2.5,1,1.5,1,0.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,32.5,31,1.5,95.38%,,14,8,4,5,1.5,0,0,0
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,13.5,3.5,79.41%,,8,2,2,1.5,0,3,0.5,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,49,42,7,85.71%,,15,4,6,17,2,2,1,2
,RA3,WESTON AREA HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,10,9.5,0.5,95.00%,,5.5,1,1,2,0,0,0,0.5
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27.5,22.5,5,81.82%,,9.5,1.5,2.5,9,1.5,3,0.5,0
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,65,44,21,67.69%,,31,1,5,7,3.5,8,4,5.5
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,21,19.5,1.5,92.86%,,8,1,5.5,5,1,0,0,0.5
,RLQ,WYE VALLEY NHS TRUST,NON-ADMITTED,ALL CANCERS,16.5,14.5,2,87.88%,,5,3,2,4.5,0,1,0,1
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13,12,1,92.31%,,2,2,2,6,0,0,1,0
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,47.5,41.5,6,87.37%,,20,8.5,3,10,1,0.5,1.5,3
,AQK,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,5,5,0,100.00%,,4,0,1,0,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,8,6,2,75.00%,,3,0.5,2,0.5,0,0,0,2
,NWV,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,2,2,0,100.00%,,0,0,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,ALL CANCERS,4457,3724,733,83.55%,,1665,487,615,957,248,203,101,181
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59,51.5,7.5,87.29%,,23,8.5,9,11,4,2,0,1.5
,RCF,AIREDALE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,39,35,4,89.74%,,21.5,8.5,2,3,1,0,2,1
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,55.5,41,14.5,73.87%,,14,4,5.5,17.5,4.5,2.5,4,3.5
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,ALL CANCERS,91.5,66.5,25,72.68%,,11,5,15.5,35,3,9.5,6,6.5
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,40.5,37,3.5,91.36%,,15,6,9,7,1,2,0,0.5
,R1H,BARTS HEALTH NHS TRUST,ALL CARE,ALL CANCERS,119,104,15,87.39%,,32,10,22.5,39.5,3.5,5,5.5,1
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,71,51.5,19.5,72.54%,,21.5,5.5,9.5,15,10,3,1.5,5
,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,56,44.5,11.5,79.46%,,20,4,4,16.5,5.5,3,0,3
,RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,4.5,4.5,0,100.00%,,1,0,2,1.5,0,0,0,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,79,59.5,19.5,75.32%,,23,5,11,20.5,7,4.5,2,6
,RMC,BOLTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61,56.5,4.5,92.62%,,22.5,3,14.5,16.5,2,2,0.5,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,73,65,8,89.04%,,22.5,5.5,21,16,1.5,2,3.5,1
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,135.5,102,33.5,75.28%,,43.5,18.5,14,26,8.5,7.5,6.5,11
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,81,65,16,80.25%,,19,15,10,21,3,9,1,3
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,37.5,32.5,5,86.67%,,17,3,7,5.5,0,2,1,2
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80,73.5,6.5,91.88%,,22,10,17.5,24,3.5,1.5,0,1.5
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,131.5,105,26.5,79.85%,,30.5,18.5,28.5,27.5,8.5,9,2,7
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,51,43.5,7.5,85.29%,,10.5,8,12,13,3,2.5,1.5,0.5
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,51,46,5,90.20%,,15.5,4,8.5,18,1.5,1,0,2.5
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,65,54.5,10.5,83.85%,,20.5,9.5,10.5,14,3,2.5,1,4
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80,67,13,83.75%,,24,9,10.5,23.5,6.5,1.5,3,2
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,90,62.5,27.5,69.44%,,21,10.5,14.5,16.5,11.5,8,2.5,5.5
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,49,43.5,5.5,88.78%,,11,8,8,16.5,2.5,1,1,1
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,115,99,16,86.09%,,41.5,14,13,30.5,3,2.5,5,5.5
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ALL CARE,ALL CANCERS,56,49.5,6.5,88.39%,,27,6.5,7.5,8.5,1.5,2.5,0.5,2
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ALL CARE,ALL CANCERS,42.5,37.5,5,88.24%,,5,3,9,20.5,1,0.5,1.5,2
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,133.5,108,25.5,80.90%,,29,18,20.5,40.5,12,6.5,2,5
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80.5,70,10.5,86.96%,,28.5,15.5,15.5,10.5,1.5,3.5,3,2.5
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57,50.5,6.5,88.60%,,23,9,9,9.5,1,2,1,2.5
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,104,80,24,76.92%,,29.5,9,16,25.5,10,7.5,4,2.5
,RJN,EAST CHESHIRE NHS TRUST,ALL CARE,ALL CANCERS,35.5,28,7.5,78.87%,,11,4,9,4,1,2.5,2,2
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,177.5,126.5,51,71.27%,,40,15.5,28.5,42.5,13.5,16.5,8,13
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,96.5,85,11.5,88.08%,,33.5,11,22.5,18,2.5,7,0.5,1.5
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,139.5,105,34.5,75.27%,,28.5,18,26.5,32,11,8,2,13.5
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,50.5,45.5,5,90.10%,,14.5,8,7.5,15.5,1.5,2,1,0.5
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63,51.5,11.5,81.75%,,11.5,10,11.5,18.5,4.5,2.5,2,2.5
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48,44.5,3.5,92.71%,,14,6.5,9.5,14.5,2,0,1,0.5
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,23.5,18,5.5,76.60%,,6.5,1,5,5.5,3,0.5,0.5,1.5
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,140.5,104,36.5,74.02%,,44,6,16.5,37.5,7.5,12.5,7.5,9
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,45.5,39,6.5,85.71%,,19,3,12,5,2,1.5,2,1
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,109.5,71.5,38,65.30%,,25.5,9,12.5,24.5,15,9,7.5,6.5
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,86.5,72,14.5,83.24%,,31.5,10.5,13.5,16.5,7,1.5,0.5,5.5
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,46,41.5,4.5,90.22%,,20,3,7.5,11,1,0.5,1,2
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,167,153,14,91.62%,,28.5,25,43.5,56,6.5,4,1.5,2
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ALL CARE,ALL CANCERS,43.5,38.5,5,88.51%,,11,9,7,11.5,0.5,2.5,0,2
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,26,23.5,2.5,90.38%,,6.5,3.5,5.5,8,2,0.5,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,132,106.5,25.5,80.68%,,29,9,18.5,50,9.5,5,2.5,8.5
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,68,55,13,80.88%,,19,8,9,19,3.5,2,2.5,5
,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,91.5,79.5,12,86.89%,,23,12,19,25.5,4.5,5.5,0.5,1.5
,R1F,ISLE OF WIGHT NHS TRUST,ALL CARE,ALL CANCERS,30,23.5,6.5,78.33%,,12,2,7.5,2,1.5,1,1.5,2.5
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,64,59.5,4.5,92.97%,,21.5,7,13,18,2.5,0.5,1,0.5
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,68,64,4,94.12%,,22.5,5.5,16,20,0.5,2,0,1.5
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,75,58,17,77.33%,,11,14,14,19,7,3.5,4.5,2
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,45.5,43.5,2,95.60%,,20,8.5,7,8,1,1,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,115,94,21,81.74%,,38,10.5,18,27.5,8,6,4,3
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,162.5,129.5,33,79.69%,,26,21,33.5,49,12,8,5.5,7.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ALL CARE,ALL CANCERS,64.5,52,12.5,80.62%,,12,12,8.5,19.5,7,1.5,1.5,2.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,12,11,1,91.67%,,5.5,1,2,2.5,0,1,0,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,10,7.5,2.5,75.00%,,0,1,0,6.5,0,0,2,0.5
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,90,66.5,23.5,73.89%,,22.5,8,12.5,23.5,5.5,5,4,9
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,76,71.5,4.5,94.08%,,30.5,14.5,13.5,13,0.5,1.5,0,2.5
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,ALL CANCERS,98,73,25,74.49%,,17.5,7.5,15,33,7,6,6,6
,RPA,MEDWAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,58.5,42.5,16,72.65%,,12,6,10.5,14,4,6,1.5,4.5
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74,68.5,5.5,92.57%,,28.5,10.5,14.5,15,2,1,0.5,2
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,99.5,71,28.5,71.36%,,21.5,16,13,20.5,11.5,9.5,1,6.5
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,96.5,78.5,18,81.35%,,26,5,16.5,31,6,6.5,3.5,2
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,53.5,45.5,8,85.05%,,20,4,9,12.5,5,2,0,1
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,167,135.5,31.5,81.14%,,54,18,16.5,47,15,6.5,7.5,2.5
,RVJ,NORTH BRISTOL NHS TRUST,ALL CARE,ALL CANCERS,148,125,23,84.46%,,42.5,20.5,25,37,12,7,3.5,0.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,79,61,18,77.22%,,21.5,13,5,21.5,1,6,7,4
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,27,18.5,8.5,68.52%,,4.5,1,4,9,2.5,2.5,2,1.5
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,51.5,40.5,11,78.64%,,13.5,7,2,18,1.5,4,2.5,3
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,77.5,62,15.5,80.00%,,15.5,5.5,15.5,25.5,4,5,0,6.5
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,7.5,5,2.5,66.67%,,1,0.5,1,2.5,1,1,0,0.5
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,91.5,78,13.5,85.25%,,22,11,15,30,3.5,4,3,3
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,65.5,55.5,10,84.73%,,27.5,10,4,14,5.5,2,1.5,1
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,148.5,112.5,36,75.76%,,33,14.5,29.5,35.5,12.5,8.5,5,10
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,170.5,124.5,46,73.02%,,47,10.5,27.5,39.5,16,9,7,14
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,6.5,5,1.5,76.92%,,1,0,0.5,3.5,0.5,0.5,0,0.5
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,71.5,62,9.5,86.71%,,11,8.5,12.5,30,3,4,1,1.5
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,64,51.5,12.5,80.47%,,13,5,10,23.5,3,2.5,0,7
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,179,146,33,81.56%,,59,40,23,24,11,8,7,7
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80,70.5,9.5,88.13%,,28,13.5,8.5,20.5,1,4,1.5,3
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,133.5,109.5,24,82.02%,,28,5,21,55.5,8.5,7.5,3,5
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,26,23.5,2.5,90.38%,,17.5,1,1,4,0.5,1,0.5,0.5
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,90,74.5,15.5,82.78%,,21,11.5,17,25,8,5,1,1.5
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,9.5,4,5.5,42.11%,,0,1,1.5,1.5,3,0.5,0.5,1.5
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,128.5,111,17.5,86.38%,,61,9,11,30,6,8,2,1.5
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,148.5,114,34.5,76.77%,,59.5,11.5,17,26,12.5,7.5,3.5,11
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,147.5,112.5,35,76.27%,,50.5,11,17,34,13,10.5,2,9.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,36,31,5,86.11%,,10.5,6,7,7.5,2.5,1,0.5,1
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,6.5,2.5,4,38.46%,,1,0,0,1.5,1,2,1,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,101,71.5,29.5,70.79%,,22.5,9.5,10.5,29,5.5,5,2.5,16.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,94.5,89,5.5,94.18%,,39,8,16,26,4,1.5,0,0
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70.5,64,6.5,90.78%,,36.5,11.5,4.5,11.5,2.5,2,1,1
,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48.5,45,3.5,92.78%,,11,13.5,7,13.5,1.5,0.5,0.5,1
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,68.5,61.5,7,89.78%,,14,8,11,28.5,1,0.5,2.5,3
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,158.5,130.5,28,82.33%,,39.5,14.5,28,48.5,6.5,7,4.5,10
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61,46,15,75.41%,,11,16,5,14,8,4,1,2
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,126,107,19,84.92%,,37,26.5,10,33.5,10,4,3.5,1.5
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,123.5,102.5,21,83.00%,,29,16,16,41.5,8,5,4.5,3.5
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,16.5,15,1.5,90.91%,,5,0,5.5,4.5,0.5,1,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,54.5,48.5,6,88.99%,,15,11,11,11.5,1.5,2,0.5,2
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,86,60.5,25.5,70.35%,,18,10.5,12,20,9,6,2.5,8
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,40.5,37,3.5,91.36%,,14,7,8,8,1,1.5,0,1
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,71.5,64.5,7,90.21%,,16.5,7.5,19.5,21,1.5,1,3,1.5
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,79,67.5,11.5,85.44%,,23.5,11.5,14.5,18,4,1,2,4.5
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,40,35,5,87.50%,,12,3,12,8,1,1,2,1
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,57.5,50,7.5,86.96%,,14,13.5,6,16.5,1.5,3,0.5,2.5
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,40.5,37.5,3,92.59%,,16,6,5,10.5,0,0.5,2,0.5
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,107.5,91.5,16,85.12%,,24.5,12,20.5,34.5,8,5.5,1.5,1
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,84,61.5,22.5,73.21%,,4.5,8,17.5,31.5,9,5,4,4.5
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,46,29.5,16.5,64.13%,,4,2.5,6,17,6,7.5,2.5,0.5
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,64.5,55,9.5,85.27%,,18,11,13,13,3.5,1,2,3
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,38,34,4,89.47%,,15.5,7,3.5,8,2.5,1,0,0.5
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,157.5,144,13.5,91.43%,,57,11.5,24.5,51,7,3,0.5,3
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,56,49.5,6.5,88.39%,,16,12.5,11,10,5,1,0,0.5
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,69.5,57.5,12,82.73%,,18,8,13.5,18,3.5,4,2,2.5
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,0.5,0.5,50.00%,,0,0,0.5,0,0,0,0.5,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,38.5,35,3.5,90.91%,,14.5,7.5,7,6,1,1,1,0.5
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,85,74.5,10.5,87.65%,,31,9.5,15.5,18.5,3,2.5,1.5,3.5
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,67.5,50.5,17,74.81%,,6.5,9,12,23,7,5,3,2
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1.5,0.5,1,33.33%,,0,0,0.5,0,0,0,0.5,0.5
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,88,72.5,15.5,82.39%,,25.5,6,13,28,7.5,4,2.5,1.5
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,18,15,3,83.33%,,5,4.5,3,2.5,1,1,0,1
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,104.5,92,12.5,88.04%,,32,16,19,25,5.5,0.5,3,3.5
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,135,102,33,75.56%,,41.5,8.5,14.5,37.5,9,8,5,11
