62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42887,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39.5,31.5,8,79.75%,,15,2,7,7.5,3.5,2.5,1,1
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,ALL CANCERS,48,37,11,77.08%,,18,3,10,6,2,2,2,5
,RBK,WALSALL HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,16,13,3,81.25%,,5,2,2,4,2,1,0,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,12,3,80.00%,,2,1.5,1.5,7,0,0.5,1,1.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,39.5,34.5,5,87.34%,,14.5,5.5,6.5,8,1.5,0,2,1.5
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,18.5,3.5,84.09%,,5,4,1,8.5,0,1,1,1.5
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,54.5,49,5.5,89.91%,,15,4,20,10,2,2.5,0,1
,RA3,WESTON AREA HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,14,10.5,3.5,75.00%,,4,1,2,3.5,0.5,2,1,0
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41,35,6,85.37%,,17.5,1.5,6.5,9.5,2.5,1.5,1,1
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,67,48,19,71.64%,,25,11,6,6,8,8,3,0
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,22,19.5,2.5,88.64%,,8,5.5,3,3,0.5,1,0.5,0.5
,RLQ,WYE VALLEY NHS TRUST,NON-ADMITTED,ALL CANCERS,18.5,13,5.5,70.27%,,5,5,1,2,2,1,0.5,2
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,20,1,95.24%,,5,4,4,7,1,0,0,0
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,52.5,45,7.5,85.71%,,24,5,6,10,2,3,1,1.5
,AQK,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,4,4,0,100.00%,,2,1,0,1,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,9.5,6.5,3,68.42%,,3.5,1,1,1,1,0,0.5,1.5
,NWV,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,ALL CANCERS,4886,3998,888,81.83%,,1808,529,683,978,282,250,158,198
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,49.5,42.5,7,85.86%,,9.5,10.5,10,12.5,0.5,3.5,1,2
,RCF,AIREDALE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,47,43,4,91.49%,,16.5,8.5,5.5,12.5,1,2,0.5,0.5
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,67,60,7,89.55%,,17.5,10,8.5,24,2,1.5,2,1.5
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,ALL CANCERS,131.5,106.5,25,80.99%,,38,19,11,38.5,7,2,6.5,9.5
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,42,38,4,90.48%,,16,10.5,6,5.5,2,1.5,0,0.5
,R1H,BARTS HEALTH NHS TRUST,ALL CARE,ALL CANCERS,155.5,108,47.5,69.45%,,37.5,12,20.5,38,15,12,9.5,11
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,76.5,44.5,32,58.17%,,19,2,9.5,14,8.5,7.5,4.5,11.5
,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,55.5,45.5,10,81.98%,,22,5,8,10.5,4.5,1,3,1.5
,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1.5,1,0.5,66.67%,,0,0,0,1,0,0,0.5,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70,57,13,81.43%,,16.5,5,10.5,25,1,4,5.5,2.5
,RMC,BOLTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,49.5,47,2.5,94.95%,,15.5,4.5,14.5,12.5,1,1.5,0,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,90.5,69.5,21,76.80%,,21.5,11.5,16,20.5,8,7,2,4
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,12,12,0,100.00%,,9,1,1,1,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,124.5,93,31.5,74.70%,,49.5,8.5,6,29,10,11,7,3.5
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,79.5,68,11.5,85.53%,,35,4,14.5,14.5,2.5,3.5,1,4.5
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48,36,12,75.00%,,13,8,5,10,1.5,3.5,3,4
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,91.5,81,10.5,88.52%,,21.5,13,18,28.5,3,1.5,4,2
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,136,105,31,77.21%,,39,20,19,27,10,8.5,3.5,9
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,45.5,32.5,13,71.43%,,11,6,3,12.5,5.5,3,0.5,4
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,42.5,38,4.5,89.41%,,10.5,6,5,16.5,2,1,0,1.5
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,47.5,33.5,14,70.53%,,9.5,4.5,7.5,12,2.5,6,2.5,3
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,76,59,17,77.63%,,16,9,15.5,18.5,1.5,7,5.5,3
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,119.5,88,31.5,73.64%,,25.5,17,14,31.5,13.5,7.5,5,5.5
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,64,56,8,87.50%,,15.5,10.5,8,22,3,1,1,3
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,129,112,17,86.82%,,42,14,27,29,4,5.5,5.5,2
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ALL CARE,ALL CANCERS,54,49,5,90.74%,,21,11.5,6.5,10,1.5,1,1.5,1
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ALL CARE,ALL CANCERS,46,40.5,5.5,88.04%,,6.5,2,9.5,22.5,2,1,0,2.5
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,147,113.5,33.5,77.21%,,35,16,31,31.5,9,6.5,10,8
,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,100,85,15,85.00%,,33.5,18.5,14,19,3,3.5,4.5,4
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,69.5,65,4.5,93.53%,,30.5,8,6.5,20,2.5,1,0,1
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,118,76.5,41.5,64.83%,,25.5,6.5,13.5,31,12.5,5,9,15
,RJN,EAST CHESHIRE NHS TRUST,ALL CARE,ALL CANCERS,17.5,16.5,1,94.29%,,6,2.5,4.5,3.5,0,0,1,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,207.5,156.5,51,75.42%,,63,19,26,48.5,11,17,13,10
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,101,88,13,87.13%,,41,11.5,17,18.5,5.5,2,4.5,1
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,135.5,100,35.5,73.80%,,36.5,15,17.5,31,8.5,11,3.5,12.5
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,55,47,8,85.45%,,14,8.5,9,15.5,3.5,1.5,0.5,2.5
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,125.5,116.5,9,92.83%,,40.5,17,21.5,37.5,1.5,4,3.5,0
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60.5,47,13.5,77.69%,,15.5,9,5.5,17,6,3.5,3,1
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,26,23,3,88.46%,,5.5,2,5,10.5,0,0.5,1,1.5
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,151,107.5,43.5,71.19%,,45,17,17,28.5,15.5,11.5,5,11.5
,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,4.5,4.5,0,100.00%,,4.5,0,0,0,0,0,0,0
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,69.5,56.5,13,81.29%,,18.5,5,15.5,17.5,5,3,2,3
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,122.5,79.5,43,64.90%,,18.5,7.5,15.5,38,11.5,16.5,7.5,7.5
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,112,92,20,82.14%,,35,13.5,14,29.5,5,5.5,5.5,4
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57.5,50,7.5,86.96%,,24,7,7,12,2.5,2.5,0.5,2
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,177.5,153,24.5,86.20%,,40.5,33.5,25,54,9,13.5,1,1
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,24.5,18.5,6,75.51%,,8,2,3.5,5,0,3,0.5,2.5
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,160.5,125,35.5,77.88%,,38,13.5,20.5,53,13,7.5,5,10
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,89.5,78,11.5,87.15%,,19,7.5,13.5,38,2,2,4,3.5
,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,127,97.5,29.5,76.77%,,34,18.5,22,23,8,13,4,4.5
,R1F,ISLE OF WIGHT NHS TRUST,ALL CARE,ALL CANCERS,51,42,9,82.35%,,25,5,7,5,3,1,2,3
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,67,58,9,86.57%,,22,7,11.5,17.5,2,4.5,1.5,1
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60.5,53,7.5,87.60%,,22,5,8,18,1.5,4.5,0.5,1
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,118.5,97.5,21,82.28%,,28.5,18.5,19,31.5,8.5,6.5,2,4
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,51.5,48,3.5,93.20%,,26.5,6.5,9,6,0.5,1.5,0,1.5
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,138.5,112.5,26,81.23%,,47,13,20.5,32,8,8.5,5.5,4
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,195,150.5,44.5,77.18%,,29,12.5,48.5,60.5,15.5,15.5,8.5,5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ALL CARE,ALL CANCERS,79,64.5,14.5,81.65%,,25,9.5,6.5,23.5,2.5,2.5,5,4.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,13.5,10,3.5,74.07%,,1.5,0,3.5,5,1,0,1,1.5
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,10.5,8,2.5,76.19%,,0,0,2,6,0.5,1.5,0,0.5
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,78,60,18,76.92%,,17.5,10,10.5,22,3.5,5,6,3.5
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62,57,5,91.94%,,18.5,6,13.5,19,1,1,2.5,0.5
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,ALL CANCERS,131.5,90,41.5,68.44%,,16,12,12,50,7.5,16,6,12
,RPA,MEDWAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81,65,16,80.25%,,21,11.5,10.5,22,3.5,6,3.5,3
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,49.5,48,1.5,96.97%,,16.5,7.5,9.5,14.5,0.5,1,0,0
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,118,81,37,68.64%,,23,13.5,19.5,25,10.5,12.5,6,8
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,107.5,90.5,17,84.19%,,37.5,11.5,17,24.5,8.5,4.5,1.5,2.5
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,42,38,4,90.48%,,14,4,8,12,3.5,0,0,0.5
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,174,139.5,34.5,80.17%,,55.5,17,25.5,41.5,10,11,7,6.5
,RVJ,NORTH BRISTOL NHS TRUST,ALL CARE,ALL CANCERS,139.5,120,19.5,86.02%,,33.5,16.5,28.5,41.5,7,5.5,3.5,3.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,63,47,16,74.60%,,18,9.5,8.5,11,3.5,5.5,2,5
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,28.5,25.5,3,89.47%,,1,3,9.5,12,0.5,0,1.5,1
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,65.5,59,6.5,90.08%,,17,11,16.5,14.5,1,2,3.5,0
,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,130,112,18,86.15%,,42,12,20,38,7,3,4.5,3.5
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,92.5,69,23.5,74.59%,,12,15,18,24,7,5,4.5,7
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,43,38,5,88.37%,,22,3,6.5,6.5,2,2,0,1
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81.5,51,30.5,62.58%,,10,5.5,15.5,20,8,7.5,7.5,7.5
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,71.5,58.5,13,81.82%,,16,8,8,26.5,3,6.5,3,0.5
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,168,129.5,38.5,77.08%,,34,19.5,22.5,53.5,14,10,4.5,10
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,188.5,157,31.5,83.29%,,58.5,20,43,35.5,11.5,10,2.5,7.5
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,7,4.5,2.5,64.29%,,0,0,0,4.5,0,1,0.5,1
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,101.5,75,26.5,73.89%,,26.5,5,11,32.5,7.5,9.5,3.5,6
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,160,129,31,80.63%,,67,22,15,25,8.5,7,5,10.5
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,77,69.5,7.5,90.26%,,28.5,6,16.5,18.5,3,1,0.5,3
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,154,126.5,27.5,82.14%,,56,15,25.5,30,11.5,8,3.5,4.5
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,19.5,14,5.5,71.79%,,8.5,1,3.5,1,3.5,2,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,111,95.5,15.5,86.04%,,39,8,22,26.5,4.5,4,3.5,3.5
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,5.5,3.5,2,63.64%,,0.5,0,0.5,2.5,1,1,0,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,140,121,19,86.43%,,61,17,19,24,5,5.5,4.5,4
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,168,134.5,33.5,80.06%,,56.5,25,20.5,32.5,11,7.5,6.5,8.5
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,145.5,118.5,27,81.44%,,37,16.5,19.5,45.5,8,6,4.5,8.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,66,57,9,86.36%,,19.5,10.5,14,13,2,3.5,2,1.5
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,7,5,2,71.43%,,0.5,0,0,4.5,0,0,0.5,1.5
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,72.5,59.5,13,82.07%,,13,9,11.5,26,3,5.5,2,2.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,101.5,85.5,16,84.24%,,38,15,12,20.5,6.5,3,2,4.5
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,65.5,57,8.5,87.02%,,36,6,6,9,2,2.5,0,4
,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61,54.5,6.5,89.34%,,23,11,9,11.5,1.5,3,0,2
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,77.5,68,9.5,87.74%,,18.5,11.5,11.5,26.5,2,4,2.5,1
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,199,151,48,75.88%,,47,18.5,39.5,46,14,17.5,9,7.5
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,85.5,75.5,10,88.30%,,28,18.5,9.5,19.5,4,3.5,2,0.5
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,133,102,31,76.69%,,22,21,25,34,7.5,10,7,6.5
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,141.5,124.5,17,87.99%,,39.5,19,23.5,42.5,5.5,2.5,8,1
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,7,6.5,0.5,92.86%,,2,0,2,2.5,0.5,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,58.5,49.5,9,84.62%,,9,8,14,18.5,3,2.5,1.5,2
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,58.5,37.5,21,64.10%,,12,2,11.5,12,6.5,4.5,3,7
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,33.5,25.5,8,76.12%,,9.5,3,5.5,7.5,1.5,2,0.5,4
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61.5,52.5,9,85.37%,,11.5,9,12,20,3,3.5,1.5,1
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,81.5,74.5,7,91.41%,,25.5,17.5,14,17.5,1,2.5,0,3.5
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,40.5,36.5,4,90.12%,,8.5,6.5,7,14.5,2,1.5,0.5,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,101,86,15,85.15%,,28.5,16.5,19.5,21.5,7.5,4,1,2.5
,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,38.5,35.5,3,92.21%,,21.5,6,4,4,1,0.5,1,0.5
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74.5,57,17.5,76.51%,,24,6,13,14,3.5,7,2,5
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61,35.5,25.5,58.20%,,2.5,4,10.5,18.5,7.5,8,5.5,4.5
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,45.5,30,15.5,65.93%,,3.5,5,6.5,15,6,4.5,2,3
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,77.5,60.5,17,78.06%,,18.5,9,7,26,6.5,4,4,2.5
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,44,35,9,79.55%,,12.5,6,6.5,10,2.5,2,1.5,3
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,195,166.5,28.5,85.38%,,80,12.5,28.5,45.5,8,5.5,7.5,7.5
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,42,37.5,4.5,89.29%,,18.5,7,3,9,1,2.5,0,1
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,45.5,37.5,8,82.42%,,17,2,9.5,9,3.5,1,3,0.5
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2.5,1,1.5,40.00%,,0,1,0,0,0,1,0,0.5
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57,50.5,6.5,88.60%,,19,5,10.5,16,3,1,2,0.5
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,123,110,13,89.43%,,44.5,13,17,35.5,4.5,3,3.5,2
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70,54,16,77.14%,,13.5,5,15.5,20,5,3,3.5,4.5
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,3.5,2.5,1,71.43%,,0,0,1.5,1,0,0.5,0,0.5
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,116,85.5,30.5,73.71%,,32,8,17,28.5,10,7,5.5,8
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,22.5,19,3.5,84.44%,,13,2,2.5,1.5,1.5,0,0,2
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,106,89,17,83.96%,,31,8,23,27,4.5,7,2.5,3
