62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42644,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18,13,5,72.22%,,4.5,0,4,4.5,2,0,1.5,1.5
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,36.5,32.5,4,89.04%,,16,3.5,5,8,1.5,1,0,1.5
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,ALL CANCERS,79,70,9,88.61%,,23,13,24,10,5,0,2,2
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28,25,3,89.29%,,15,6,2,2,0,1.5,1,0.5
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,ALL CANCERS,39.5,30,9.5,75.95%,,10,1,7,12,4,1,2,2.5
,RBK,WALSALL HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,16.5,14,2.5,84.85%,,8,0,3,3,1.5,0,0.5,0.5
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11.5,8.5,3,73.91%,,2,1.5,2,3,1,1,0.5,0.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,41,34.5,6.5,84.15%,,17.5,4,4,9,1,1.5,1.5,2.5
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20.5,17.5,3,85.37%,,5,2,6,4.5,1.5,1.5,0,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,52,49.5,2.5,95.19%,,19,5,11,14.5,0,1,0.5,1
,RA3,WESTON AREA HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,11.5,8,3.5,69.57%,,1,3,0,4,0,1,1.5,1
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21.5,19.5,2,90.70%,,5,0.5,7,7,1,1,0,0
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,89,71.5,17.5,80.34%,,51,4,9,7.5,5,8,1,3.5
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,15,12.5,2.5,83.33%,,6,1,3.5,2,0,0.5,1.5,0.5
,RLQ,WYE VALLEY NHS TRUST,NON-ADMITTED,ALL CANCERS,15.5,9,6.5,58.06%,,7.5,0,1,0.5,2.5,4,0,0
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21.5,18,3.5,83.72%,,10,1.5,4.5,2,1,1.5,1,0
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,49.5,44.5,5,89.90%,,20.5,4,3,17,3,0,1,1
,AQK,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,13,13,0,100.00%,,9,3,1,0,0,0,0,0
,NQT,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,6.5,6.5,0,100.00%,,6,0.5,0,0,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,8,6,2,75.00%,,4,0,1,1,0,0,0,2
,NVM,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0.5,0,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0,0,0.5
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,ALL CANCERS,4457,3642,815,81.71%,,1640,454,628,920,266,215,132,202
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60.5,55.5,5,91.74%,,19,12,9,15.5,2.5,1.5,0,1
,RCF,AIREDALE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,40,38,2,95.00%,,18,4,7,9,1.5,0,0.5,0
,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0.5,0,0,0,0,0,0,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,65.5,50.5,15,77.10%,,21,4.5,8,17,4,3,4.5,3.5
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,ALL CANCERS,113,82.5,30.5,73.01%,,9,19,19.5,35,7,3.5,7,13
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,42.5,39,3.5,91.76%,,18,6.5,7,7.5,2.5,0,0,1
,R1H,BARTS HEALTH NHS TRUST,ALL CARE,ALL CANCERS,104.5,90.5,14,86.60%,,25,8.5,15,42,5.5,2.5,3,3
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,73.5,51,22.5,69.39%,,20.5,6.5,6,18,6.5,5,4,7
,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,55,45,10,81.82%,,17,4,7.5,16.5,2,4,2,2
,RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,4,3,1,75.00%,,0,0,0,3,1,0,0,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,71.5,64.5,7,90.21%,,14.5,9,20.5,20.5,2.5,1.5,2,1
,RMC,BOLTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,49,46.5,2.5,94.90%,,16,4.5,12.5,13.5,1.5,1,0,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,82.5,69,13.5,83.64%,,19.5,9,15.5,25,5.5,3,1,4
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,10,10,0,100.00%,,5,4,1,0,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,115,89.5,25.5,77.83%,,33,6.5,14.5,35.5,7,6.5,2.5,9.5
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,76,64,12,84.21%,,20,15,10.5,18.5,1.5,6.5,1,3
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,38.5,30.5,8,79.22%,,13,3,5.5,9,3,2,0,3
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,93,82,11,88.17%,,33.5,8,16,24.5,4,2,2,3
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,111,88,23,79.28%,,28,17.5,16.5,26,7.5,5.5,3,7
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,51,42,9,82.35%,,7,7.5,9.5,18,1.5,3,0.5,4
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,54,45,9,83.33%,,14,6.5,5.5,19,4,2.5,1,1.5
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60.5,42.5,18,70.25%,,13,9,9,11.5,7.5,7,0,3.5
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,85,72,13,84.71%,,20,9.5,15,27.5,3.5,1.5,0.5,7.5
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,114.5,86,28.5,75.11%,,36.5,15.5,18.5,15.5,12.5,9.5,3,3.5
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52.5,45.5,7,86.67%,,14.5,10,9.5,11.5,3.5,2,0,1.5
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,104.5,87,17.5,83.25%,,34.5,8.5,16,28,6.5,4.5,3,3.5
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ALL CARE,ALL CANCERS,54.5,50,4.5,91.74%,,19,9.5,8,13.5,1.5,1.5,1,0.5
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ALL CARE,ALL CANCERS,37.5,32.5,5,86.67%,,5,2.5,7,18,2,1.5,0,1.5
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,114.5,96,18.5,83.84%,,29,13,22,32,5,4.5,4.5,4.5
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,78.5,64,14.5,81.53%,,26,6.5,17,14.5,6.5,2.5,1.5,4
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,46,37.5,8.5,81.52%,,12,3,3.5,19,3.5,0.5,3.5,1
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,110.5,65.5,45,59.28%,,27,5.5,13.5,19.5,13,10,8.5,13.5
,RJN,EAST CHESHIRE NHS TRUST,ALL CARE,ALL CANCERS,31.5,25.5,6,80.95%,,5.5,4.5,6,9.5,3.5,1,1,0.5
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,188,132.5,55.5,70.48%,,51,12.5,20.5,48.5,12.5,18.5,11,13.5
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,115,98.5,16.5,85.65%,,39.5,16,17,26,5.5,5,5,1
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,108.5,89.5,19,82.49%,,40,12.5,13.5,23.5,6.5,4,2,6.5
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,64.5,59,5.5,91.47%,,20,5,18.5,15.5,0.5,1,2.5,1.5
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,120.5,103,17.5,85.48%,,46.5,14.5,16.5,25.5,6,5,3,3.5
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,54,47.5,6.5,87.96%,,15.5,5,9.5,17.5,3,2,0,1.5
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,32.5,27,5.5,83.08%,,11.5,4.5,2.5,8.5,4,0,0,1.5
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,147,107.5,39.5,73.13%,,38.5,6.5,23.5,39,9,8.5,2.5,19.5
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,35,32,3,91.43%,,13,4,4,11,3,0,0,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,113.5,73.5,40,64.76%,,10,4,19,40.5,15,8.5,6.5,10
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,98,80.5,17.5,82.14%,,42.5,7,15,16,8,4.5,3.5,1.5
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52.5,47.5,5,90.48%,,24.5,6,9,8,2.5,1,0.5,1
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,5,2.5,2.5,50.00%,,0,1,0.5,1,0.5,0.5,1,0.5
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ALL CARE,ALL CANCERS,37,35,2,94.59%,,16,4,6,9,1.5,0,0,0.5
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,15.5,12.5,3,80.65%,,6,2.5,1,3,1,1,0,1
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,133.5,104.5,29,78.28%,,25,18.5,20.5,40.5,3.5,11.5,6,8
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,96.5,79,17.5,81.87%,,23.5,13.5,14,28,1.5,6,3.5,6.5
,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,115,94.5,20.5,82.17%,,45,12,18,19.5,8,4,4,4.5
,R1F,ISLE OF WIGHT NHS TRUST,ALL CARE,ALL CANCERS,42.5,39,3.5,91.76%,,16,4,11.5,7.5,0,1,0.5,2
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,56.5,52.5,4,92.92%,,19,5,6.5,22,2.5,1,0,0.5
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48,41.5,6.5,86.46%,,11,5.5,12,13,2.5,2,1,1
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,85,77,8,90.59%,,25.5,10,12,29.5,2.5,3,1,1.5
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,53,48,5,90.57%,,28,6,6.5,7.5,1,1,3,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,101.5,88.5,13,87.19%,,27.5,10.5,20.5,30,3.5,4,2.5,3
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,177.5,133.5,44,75.21%,,24.5,22,38,49,16.5,11.5,6.5,9.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ALL CARE,ALL CANCERS,69.5,57,12.5,82.01%,,17,6,16,18,4.5,3,4.5,0.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,14.5,13,1.5,89.66%,,4,1.5,2.5,5,0.5,0,0,1
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,94.5,70,24.5,74.07%,,26,9.5,12,22.5,7.5,4,8,5
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50,44,6,88.00%,,18,5.5,8,12.5,1,0.5,2,2.5
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,ALL CANCERS,107.5,77.5,30,72.09%,,20,9,17.5,31,6.5,10,4,9.5
,RPA,MEDWAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,82,68,14,82.93%,,10.5,13,20,24.5,3,2.5,3.5,5
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,53.5,51,2.5,95.33%,,20,10,12.5,8.5,1,0,0,1.5
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,100.5,70,30.5,69.65%,,23,9.5,14.5,23,11.5,5.5,7,6.5
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,112,93.5,18.5,83.48%,,22.5,14,21.5,35.5,3.5,6.5,5,3.5
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,39,31,8,79.49%,,11,4,6.5,9.5,2,2.5,1.5,2
,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2,2,0,100.00%,,0,0,1,1,0,0,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,148.5,114.5,34,77.10%,,47.5,9,23.5,34.5,7.5,10.5,5,11
,RVJ,NORTH BRISTOL NHS TRUST,ALL CARE,ALL CANCERS,130.5,103,27.5,78.93%,,41.5,17.5,20,24,7.5,10,5.5,4.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,74,65.5,8.5,88.51%,,26,12,12,15.5,4,2,1,1.5
,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,27,16.5,10.5,61.11%,,7,1,3,5.5,2,2.5,1.5,4.5
,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0.5,0,0,0,0,0,0,0
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62.5,56.5,6,90.40%,,25.5,11,8.5,11.5,2.5,1,2,0.5
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,76.5,62.5,14,81.70%,,22,7.5,13.5,19.5,1.5,5,4.5,3
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,62,54,8,87.10%,,24,12.5,9,8.5,2.5,3,1,1.5
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,101.5,87.5,14,86.21%,,22,10,11.5,44,4.5,5,1.5,3
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60,52,8,86.67%,,19,6,9.5,17.5,3.5,2,0,2.5
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,117,94,23,80.34%,,32,17.5,19,25.5,4,8,5.5,5.5
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,151,104,47,68.87%,,52,10,20.5,21.5,18,13,6,10
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,5.5,4.5,1,81.82%,,0,0,0.5,4,0,1,0,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,107.5,88,19.5,81.86%,,35.5,13.5,12,27,7.5,3.5,2.5,6
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,88.5,78.5,10,88.70%,,26,10,11,31.5,2.5,5,1.5,1
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,155,115,40,74.19%,,37,21.5,32.5,24,13.5,8.5,4,14
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,66,56,10,84.85%,,24,8,10.5,13.5,2.5,4.5,2,1
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,147,125,22,85.03%,,42.5,16.5,21,45,7,6.5,2,6.5
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,24,18.5,5.5,77.08%,,9,2.5,1.5,5.5,2,1,1.5,1
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,127,108,19,85.04%,,51,11,19.5,26.5,7.5,8,1.5,2
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,5,4,1,80.00%,,0,0.5,0.5,3,0,0.5,0,0.5
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,123.5,108.5,15,87.85%,,52,14,15,27.5,6.5,2,2,4.5
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,179.5,140.5,39,78.27%,,60.5,22.5,20.5,37,11.5,9.5,4,14
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,116,85.5,30.5,73.71%,,26.5,11,16.5,31.5,8,10,3,9.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,62,54.5,7.5,87.90%,,23,13,9.5,9,2.5,2,2.5,0.5
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,11.5,6.5,5,56.52%,,0,0,0.5,6,2.5,0.5,0,2
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,66,50.5,15.5,76.52%,,8,5.5,9.5,27.5,3,1.5,2.5,8.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,83.5,74.5,9,89.22%,,37,7,14,16.5,4,3,2,0
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,53,51.5,1.5,97.17%,,25,6.5,9,11,0,0,1,0.5
,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,47.5,40.5,7,85.26%,,18.5,2,13.5,6.5,3,2.5,1,0.5
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,73.5,64,9.5,87.07%,,16,8,16,24,5.5,0.5,2,1.5
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,191.5,155,36.5,80.94%,,57.5,29.5,27,41,14.5,9,1.5,11.5
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,72,58,14,80.56%,,21,8,13.5,15.5,7,4,2,1
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,128,109,19,85.16%,,38,19,16,36,6,7,2,4
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,149.5,112.5,37,75.25%,,37,27,17.5,31,16,7.5,7,6.5
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,20,17.5,2.5,87.50%,,6,0.5,4.5,6.5,1.5,0,1,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63,55,8,87.30%,,15.5,8,10.5,21,4.5,0.5,1.5,1.5
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81.5,61,20.5,74.85%,,20,10.5,10,20.5,4,4,7.5,5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,27.5,23,4.5,83.64%,,5.5,2.5,6,9,1,2.5,1,0
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62.5,55.5,7,88.80%,,13,8,10.5,24,1.5,1.5,2,2
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,77.5,71.5,6,92.26%,,25.5,10.5,15,20.5,0,2.5,2.5,1
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,55,48.5,6.5,88.18%,,18.5,1.5,13.5,15,2,3,1.5,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,79.5,71.5,8,89.94%,,18.5,11.5,21.5,20,4,1.5,0,2.5
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,42,39,3,92.86%,,16.5,3.5,10,9,0,2,0.5,0.5
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,120,96.5,23.5,80.42%,,21.5,23,32,20,5.5,7.5,4.5,6
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,77,54.5,22.5,70.78%,,2.5,3.5,14,34.5,4,8,5.5,5
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,44,30,14,68.18%,,5.5,4.5,6.5,13.5,4,8,1,1
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,73,62.5,10.5,85.62%,,17,9.5,8,28,5,2.5,0.5,2.5
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,40.5,34.5,6,85.19%,,13,6,3.5,12,1.5,2,1.5,1
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,138,119.5,18.5,86.59%,,47.5,11.5,19.5,41,6.5,2.5,1.5,8
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,45.5,39.5,6,86.81%,,12.5,12,7,8,3.5,2,0,0.5
