62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,44.5,39,5.5,87.64%,,16,4,6,13,2,2,0,1.5
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,ALL CANCERS,91.5,75,16.5,81.97%,,35,12,11,17,8,5,1.5,2
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43.5,39,4.5,89.66%,,21,3.5,8,6.5,2.5,1.5,0,0.5
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,ALL CANCERS,61.5,43.5,18,70.73%,,13,9.5,9,12,3,8,1,6
,RBK,WALSALL HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,12.5,12,0.5,96.00%,,7.5,0,0,4.5,0.5,0,0,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,7,9,43.75%,,2.5,0.5,1,3,5,3,0,1
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,34,31,3,91.18%,,17,1.5,6.5,6,1,0,0.5,1.5
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20.5,18,2.5,87.80%,,9,2,2,5,0,2.5,0,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,84,75,9,89.29%,,38.5,11,7,18.5,2.5,6,0,0.5
,RA3,WESTON AREA HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,8,5.5,2.5,68.75%,,2,0,2,1.5,1,1.5,0,0
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40,33.5,6.5,83.75%,,18,3,4.5,8,2.5,2,1,1
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,64.5,52,12.5,80.62%,,34,3,3,12,3,4.5,1,4
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,14.5,13,1.5,89.66%,,9,1.5,1,1.5,0.5,0.5,0.5,0
,RLQ,WYE VALLEY NHS TRUST,NON-ADMITTED,ALL CANCERS,10.5,8.5,2,80.95%,,3,2,2,1.5,1,0.5,0.5,0
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,21,2,91.30%,,11,2,4,4,1,1,0,0
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42.5,36.5,6,85.88%,,19.5,5,7,5,1.5,3.5,0,1
,AQK,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,6,6,0,100.00%,,6,0,0,0,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,7.5,6,1.5,80.00%,,1.5,1,2,1.5,0,1.5,0,0
,NWV,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,2,0.5,1.5,25.00%,,0,0,0,0.5,0.5,0,0.5,0.5
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,ALL CANCERS,4310,3491,819,81.00%,,1597,473,544,877,279,251,114,175
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,56,42,14,75.00%,,13.5,8,6.5,14,3.5,3.5,3.5,3.5
,RCF,AIREDALE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,34.5,31.5,3,91.30%,,19,2,5,5.5,1,1,1,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,71.5,55.5,16,77.62%,,21,11,8.5,15,3,7.5,5,0.5
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,ALL CANCERS,96.5,68,28.5,70.47%,,18,11,19.5,19.5,3.5,6,4.5,14.5
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,38.5,33.5,5,87.01%,,15.5,5,6.5,6.5,3,0.5,0,1.5
,R1H,BARTS HEALTH NHS TRUST,ALL CARE,ALL CANCERS,116,100,16,86.21%,,28.5,12,21,38.5,3.5,3.5,3.5,5.5
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,79.5,47.5,32,59.75%,,16.5,8.5,12,10.5,8,11,5.5,7.5
,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,50.5,39,11.5,77.23%,,16,7.5,3,12.5,5,4.5,1,1
,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,4,4,0,100.00%,,0,0,0,4,0,0,0,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,87.5,71,16.5,81.14%,,34,11.5,7.5,18,4,6,3,3.5
,RMC,BOLTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50,48,2,96.00%,,24,6.5,9,8.5,1,1,0,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,85,64.5,20.5,75.88%,,18,10,14,22.5,7.5,8,3.5,1.5
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,10.5,10.5,0,100.00%,,7,3.5,0,0,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,125,86,39,68.80%,,42,14.5,8.5,21,12.5,7.5,7.5,11.5
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,71.5,64.5,7,90.21%,,28,13,7,16.5,1,3,2.5,0.5
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,46.5,31.5,15,67.74%,,17,3.5,6,5,4,7.5,1.5,2
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,67.5,58.5,9,86.67%,,27,8,9.5,14,2.5,1.5,4,1
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,95.5,75,20.5,78.53%,,33,15,13,14,4.5,6,5,5
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,46.5,36.5,10,78.49%,,8.5,6,4,18,2.5,4.5,0.5,2.5
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,43.5,37.5,6,86.21%,,12.5,3,7.5,14.5,1.5,1,2.5,1
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,67,55.5,11.5,82.84%,,17,7.5,14,17,7,4,0.5,0
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,67,55,12,82.09%,,17.5,10.5,17.5,9.5,5.5,3.5,0,3
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,119.5,85,34.5,71.13%,,39.5,13,16,16.5,10,9.5,5,10
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48.5,39.5,9,81.44%,,14.5,9,7.5,8.5,5,0.5,1.5,2
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,101.5,87,14.5,85.71%,,31,15,22,19,5,3,4,2.5
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ALL CARE,ALL CANCERS,59,52.5,6.5,88.98%,,20.5,10,8.5,13.5,4,1,0,1.5
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ALL CARE,ALL CANCERS,47,40,7,85.11%,,6,5.5,9.5,19,2,2,1.5,1.5
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,108,76.5,31.5,70.83%,,22,11.5,13,30,7.5,14,0.5,9.5
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61,53,8,86.89%,,19.5,8,13,12.5,2.5,1.5,3,1
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61,53.5,7.5,87.70%,,23,9,7,14.5,2,3,2,0.5
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,117,80,37,68.38%,,35,6,16,23,8.5,7.5,11.5,9.5
,RJN,EAST CHESHIRE NHS TRUST,ALL CARE,ALL CANCERS,38,32,6,84.21%,,14,7.5,3,7.5,1.5,1,2.5,1
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,169.5,120,49.5,70.80%,,47,12.5,18.5,42,13.5,10,14,12
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,87,73.5,13.5,84.48%,,41.5,7,13,12,4.5,1.5,3.5,4
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,109.5,76.5,33,69.86%,,30.5,16,11,19,4,10.5,3.5,15
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,50,43.5,6.5,87.00%,,16,7.5,8,12,3,1.5,0.5,1.5
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,117.5,104,13.5,88.51%,,45,17.5,19.5,22,3.5,2.5,2,5.5
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,47.5,38,9.5,80.00%,,12,5,8,13,6,0.5,1.5,1.5
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,25.5,20,5.5,78.43%,,5,4.5,4,6.5,2,1.5,0.5,1.5
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,145.5,103,42.5,70.79%,,38,16.5,19,29.5,8.5,10.5,7.5,16
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,44.5,37.5,7,84.27%,,15,8,4,10.5,2.5,3,1.5,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,102.5,65.5,37,63.90%,,21,5.5,9,30,11.5,11,5,9.5
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,85.5,73.5,12,85.96%,,26,10,14,23.5,2.5,1.5,2,6
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,51,43,8,84.31%,,25,7,0,11,2.5,0.5,2,3
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,140.5,124.5,16,88.61%,,38.5,21,30,35,6,6,3.5,0.5
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ALL CARE,ALL CANCERS,27,23,4,85.19%,,9.5,5,2.5,6,2,1,0,1
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,24,21.5,2.5,89.58%,,8.5,5,0,8,1,0.5,1,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,125,102.5,22.5,82.00%,,33.5,12.5,18,38.5,5,7.5,5.5,4.5
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,80,60.5,19.5,75.63%,,21.5,7,12.5,19.5,6.5,6,3.5,3.5
,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,93.5,73.5,20,78.61%,,36,10,15.5,12,6.5,4,4.5,5
,R1F,ISLE OF WIGHT NHS TRUST,ALL CARE,ALL CANCERS,34,27,7,79.41%,,15.5,3.5,6,2,1,2,3,1
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50,42.5,7.5,85.00%,,23,2,10,7.5,4,2.5,1,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,53.5,41,12.5,76.64%,,10,5,9.5,16.5,3.5,5.5,3.5,0
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,108,86.5,21.5,80.09%,,34.5,9,19,24,7,7.5,2,5
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57.5,52.5,5,91.30%,,28.5,4.5,10,9.5,1,1.5,1.5,1
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,120,95.5,24.5,79.58%,,45.5,12.5,13.5,24,7.5,9,1,7
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,154,108,46,70.13%,,27,13.5,27,40.5,19,13.5,6.5,7
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ALL CARE,ALL CANCERS,67.5,49,18.5,72.59%,,16,10,6,17,9.5,5,1.5,2.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,11.5,10,1.5,86.96%,,2.5,3.5,2,2,0.5,0.5,0.5,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,7.5,6,1.5,80.00%,,0,0,0.5,5.5,0,0.5,1,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,59.5,49,10.5,82.35%,,18.5,6.5,8.5,15.5,4.5,4.5,1.5,0
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48,41,7,85.42%,,19,5,7.5,9.5,0,1.5,2.5,3
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,ALL CANCERS,107,72,35,67.29%,,16,9,14,33,8,7.5,8.5,11
,RPA,MEDWAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,66.5,55.5,11,83.46%,,16,10,16,13.5,2,4.5,0.5,4
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48.5,43.5,5,89.69%,,17,10.5,8.5,7.5,1,1.5,0.5,2
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,105,80,25,76.19%,,22.5,17,25.5,15,7.5,6,3.5,8
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,90,79,11,87.78%,,26,12,14,27,4.5,2,2,2.5
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,54,50,4,92.59%,,25.5,8,7,9.5,1.5,1.5,1,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,135,96,39,71.11%,,40,16,8,32,13.5,13.5,6,6
,RVJ,NORTH BRISTOL NHS TRUST,ALL CARE,ALL CANCERS,140,123,17,87.86%,,41,22,27,33,2,6,6,3
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,64.5,50.5,14,78.29%,,21,11.5,7,11,5.5,3,1.5,4
,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,0.5,0.5,50.00%,,0,0.5,0,0,0,0,0,0.5
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,28,22,6,78.57%,,5.5,0.5,3,13,2.5,1,0.5,2
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,65.5,59.5,6,90.84%,,19.5,10.5,12.5,17,4.5,0,0,1.5
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,59,47,12,79.66%,,16.5,5,16.5,9,2,5.5,3.5,1
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,6,2.5,3.5,41.67%,,0,0.5,1.5,0.5,1,1,1,0.5
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80,64.5,15.5,80.63%,,18,9,10.5,27,2,7,5,1.5
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,64,52,12,81.25%,,20.5,8.5,8.5,14.5,3,2,1,6
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,135,102,33,75.56%,,33.5,11.5,24,33,9,8.5,3,12.5
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,198,155.5,42.5,78.54%,,50,20,38.5,47,16.5,13,7.5,5.5
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2.5,2.5,0,100.00%,,0,0,0.5,2,0,0,0,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,105,86.5,18.5,82.38%,,34,11.5,15.5,25.5,6.5,2.5,3.5,6
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63.5,53.5,10,84.25%,,21.5,6.5,10,15.5,2,4,1.5,2.5
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,157,121,36,77.07%,,55,17,16,33,8.5,13,7,7.5
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57.5,50,7.5,86.96%,,21,4.5,12.5,12,2,2,2.5,1
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,108.5,92,16.5,84.79%,,32,11.5,10.5,38,7.5,4,2,3
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,17,14.5,2.5,85.29%,,8,1,4,1.5,0.5,0,0.5,1.5
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,86.5,72,14.5,83.24%,,25,8,13.5,25.5,3.5,5.5,1,4.5
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,4,3,1,75.00%,,0.5,1,0,1.5,0.5,0.5,0,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,131.5,117,14.5,88.97%,,71,7,15,24,3.5,2.5,4,4.5
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,127.5,91,36.5,71.37%,,51,15,14.5,10.5,13,13,3.5,7
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,119,95,24,79.83%,,33,19.5,12,30.5,7,7,4,6
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,40.5,35,5.5,86.42%,,12.5,6.5,5.5,10.5,1,1,1.5,2
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52,41,11,78.85%,,9,5.5,10,16.5,1.5,1.5,3.5,4.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,83.5,71.5,12,85.63%,,30,11,10,20.5,4.5,5,1.5,1
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60.5,54,6.5,89.26%,,28,3,7.5,15.5,1.5,3,1,1
,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,40.5,34,6.5,83.95%,,8.5,6,10,9.5,2.5,1,2,1
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,78,63,15,80.77%,,21,12,7,23,4,4.5,2.5,4
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,161.5,132.5,29,82.04%,,48.5,21.5,27.5,35,14,8.5,2,4.5
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,67.5,59,8.5,87.41%,,16.5,11,14,17.5,3,3,1.5,1
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,103.5,91,12.5,87.92%,,39.5,16,11,24.5,4,1,2.5,5
,RRE,SOUTH STAFFORDSHIRE AND SHROPSHIRE HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0,0,0.5
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,130,104.5,25.5,80.38%,,44.5,13.5,13,33.5,6,8.5,6.5,4.5
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,14.5,14.5,0,100.00%,,2.5,3,2.5,6.5,0,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,42,34.5,7.5,82.14%,,9,5,9,11.5,3.5,2,1.5,0.5
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,71,47.5,23.5,66.90%,,22,1.5,6.5,17.5,8.5,6,3,6
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,26.5,20.5,6,77.36%,,9.5,2.5,3.5,5,1,2,0,3
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59.5,51.5,8,86.55%,,26.5,3.5,10,11.5,2.5,3,1.5,1
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,61.5,54,7.5,87.80%,,23.5,9.5,9,12,2,3,1,1.5
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57,51.5,5.5,90.35%,,16.5,9,6.5,19.5,1,2,0,2.5
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,74.5,64.5,10,86.58%,,21,12.5,11.5,19.5,2.5,2,2.5,3
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,55.5,50.5,5,90.99%,,20,6,15.5,9,2.5,1,0,1.5
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,4,1,3,25.00%,,0.5,0,0,0.5,0.5,1.5,0.5,0.5
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,79,53.5,25.5,67.72%,,5.5,10,10.5,27.5,8.5,6,7,4
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,46.5,28.5,18,61.29%,,5,5,7,11.5,8,4,3,3
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,92.5,69,23.5,74.59%,,23,10,18.5,17.5,8,10.5,1.5,3.5
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,43.5,40,3.5,91.95%,,16,4.5,10,9.5,2,1,0.5,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,128,104.5,23.5,81.64%,,46.5,17.5,11,29.5,13.5,4.5,2.5,3
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,57,52.5,4.5,92.11%,,27.5,4,10.5,10.5,2,1,0.5,1
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,48.5,38.5,10,79.38%,,16,7.5,9.5,5.5,1.5,3.5,2,3
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0.5,0,0,0,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,40.5,36,4.5,88.89%,,14.5,4,10,7.5,1.5,0.5,1.5,1
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,92,77.5,14.5,84.24%,,41,5.5,14.5,16.5,3,6,4,1.5
