62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42614,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,ALL CANCERS,89.5,69,20.5,77.09%,,34,18,9,8,10,4,2,4.5
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34.5,29.5,5,85.51%,,12,7,3,7.5,1,1.5,1,1.5
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,ALL CANCERS,43.5,31.5,12,72.41%,,14,5,6,6.5,2,4,3,3
,RBK,WALSALL HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,10.5,9.5,1,90.48%,,5,0,1,3.5,0,1,0,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14,10,4,71.43%,,3.5,1,1,4.5,1.5,2,0,0.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,46.5,42.5,4,91.40%,,21.5,8.5,3,9.5,0.5,3,0,0.5
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,21.5,1.5,93.48%,,7,0.5,3,11,0,0.5,0,1
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,52,45,7,86.54%,,18.5,4,11,11.5,2,1.5,0.5,3
,RA3,WESTON AREA HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,11.5,8,3.5,69.57%,,3,1,1,3,2,1.5,0,0
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41,35.5,5.5,86.59%,,19,0.5,2.5,13.5,2.5,0.5,1,1.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,55.5,42,13.5,75.68%,,29,3,4,6,3,1,3,6.5
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,22,20.5,1.5,93.18%,,10,4.5,3,3,1,0.5,0,0
,RLQ,WYE VALLEY NHS TRUST,NON-ADMITTED,ALL CANCERS,14.5,11.5,3,79.31%,,4,0,4,3.5,1,1,1,0
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18,16,2,88.89%,,3,3,6,4,0.5,1,0.5,0
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,49.5,42.5,7,85.86%,,21,8.5,3.5,9.5,1,2,2,2
,AQK,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,12,12,0,100.00%,,10,1,1,0,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,10,9,1,90.00%,,4.5,1.5,1.5,1.5,0,0,0.5,0.5
,NVM,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,2.5,2.5,0,100.00%,,0.5,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,ALL CANCERS,4684,3893,791,83.11%,,1719,504,651,1019,249,206,130,206
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,55,48,7,87.27%,,13.5,4,10,20.5,5,0.5,0.5,1
,RCF,AIREDALE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,35,30.5,4.5,87.14%,,13.5,5,8,4,1.5,1.5,0.5,1
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,64,55.5,8.5,86.72%,,23,7,10.5,15,3,2.5,1.5,1.5
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,ALL CANCERS,120,83.5,36.5,69.58%,,19.5,12,21,31,8,8,7.5,13
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,36,33.5,2.5,93.06%,,10.5,4,10,9,1,1,0.5,0
,R1H,BARTS HEALTH NHS TRUST,ALL CARE,ALL CANCERS,126,108,18,85.71%,,32,11.5,16.5,48,4.5,9,2,2.5
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,99.5,70,29.5,70.35%,,32,8,4.5,25.5,9,7,7.5,6
,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,57,50.5,6.5,88.60%,,18,8,8.5,16,2.5,2.5,0,1.5
,RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1.5,0.5,1,33.33%,,0,0.5,0,0,1,0,0,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,86.5,76.5,10,88.44%,,25,10,12,29.5,3.5,1,2,3.5
,RMC,BOLTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,56.5,52.5,4,92.92%,,24.5,5,13.5,9.5,1,1,1.5,0.5
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,76.5,67,9.5,87.58%,,21,8,11,27,1.5,5,1,2
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,117,100.5,16.5,85.90%,,32,7,26,35.5,3.5,2.5,2.5,8
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,79.5,63,16.5,79.25%,,20,14,15,14,4.5,2.5,3.5,6
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50,43,7,86.00%,,16,3,10,14,3,2,0,2
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,87,80,7,91.95%,,27,6,16.5,30.5,3,2,0,2
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,130.5,106,24.5,81.23%,,37.5,25.5,14.5,28.5,9.5,4,3.5,7.5
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,43,36,7,83.72%,,6,6,9,15,2.5,2,0.5,2
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,47,41.5,5.5,88.30%,,17.5,5.5,7.5,11,2,0,2,1.5
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70.5,56.5,14,80.14%,,25,4,10,17.5,8,1,3,2
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81,71.5,9.5,88.27%,,18,7.5,11,35,3.5,3.5,0.5,2
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,108.5,78.5,30,72.35%,,29,9.5,13,27,8.5,11,5,5.5
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63.5,52.5,11,82.68%,,12.5,7.5,9.5,23,1.5,3.5,1.5,4.5
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,110.5,95.5,15,86.43%,,32.5,8.5,19.5,35,5,0.5,2.5,7
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ALL CARE,ALL CANCERS,65,61.5,3.5,94.62%,,18,9.5,18,16,1.5,0.5,1,0.5
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ALL CARE,ALL CANCERS,30,27.5,2.5,91.67%,,6,5,3,13.5,0,1,0,1.5
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,108.5,90.5,18,83.41%,,33,13.5,15,29,5.5,2,3,7.5
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,79.5,67.5,12,84.91%,,29,2,16,20.5,4.5,3.5,2,2
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,56.5,49,7.5,86.73%,,24.5,4,8.5,12,3.5,2.5,0,1.5
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,108,69,39,63.89%,,26.5,13,6.5,23,7,6,11,15
,RJN,EAST CHESHIRE NHS TRUST,ALL CARE,ALL CANCERS,34.5,30.5,4,88.41%,,16.5,1.5,7.5,5,1.5,1.5,0,1
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,208,149,59,71.63%,,42,15.5,29,62.5,20.5,18,10,10.5
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,90,78,12,86.67%,,30.5,8.5,20,19,3.5,2,4,2.5
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,126,91.5,34.5,72.62%,,29,19,14,29.5,7,9,4,14.5
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,65,55.5,9.5,85.38%,,14.5,8.5,12,20.5,5.5,2.5,1,0.5
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,125,108.5,16.5,86.80%,,41.5,20.5,19,27.5,4,5.5,1.5,5.5
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,45.5,39.5,6,86.81%,,12,7,8.5,12,1,3.5,0.5,1
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,33.5,23.5,10,70.15%,,8.5,3,5,7,5,2,0,3
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,159.5,123,36.5,77.12%,,35,13,24.5,50.5,8.5,6.5,6,15.5
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62.5,53.5,9,85.60%,,19,11,13,10.5,3.5,3.5,1,1
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,98.5,61.5,37,62.44%,,8,4.5,12,37,10.5,9.5,4,13
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,96.5,86,10.5,89.12%,,28.5,14,22.5,21,4,1,4,1.5
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52.5,44.5,8,84.76%,,22,7,7.5,8,4,1.5,1,1.5
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,146.5,131,15.5,89.42%,,29,29,31.5,41.5,4,6,3.5,2
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ALL CARE,ALL CANCERS,42,36,6,85.71%,,16.5,2,4,13.5,0,2.5,2,1.5
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,21,17.5,3.5,83.33%,,7,3.5,2,5,0,2.5,0.5,0.5
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,146.5,109.5,37,74.74%,,31,8,21.5,49,14.5,10,7.5,5
,RV9,HUMBER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,64.5,50,14.5,77.52%,,16,10,7,17,4.5,1.5,2,6.5
,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,113.5,91,22.5,80.18%,,31.5,17.5,16,26,7.5,8.5,2,4.5
,R1F,ISLE OF WIGHT NHS TRUST,ALL CARE,ALL CANCERS,37,31,6,83.78%,,16,4,3,8,2.5,2,0,1.5
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,54,45.5,8.5,84.26%,,15,4.5,10,16,3,3,1.5,1
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,54.5,45.5,9,83.49%,,9,12,10,14.5,6,2,0,1
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,117,99,18,84.62%,,40,9,23,27,10.5,1,2,4.5
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,55.5,50.5,5,90.99%,,26.5,9,5.5,9.5,2.5,2,0,0.5
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,110,91.5,18.5,83.18%,,30.5,7.5,22.5,31,8,5,1.5,4
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,182,134,48,73.63%,,38.5,21.5,26,48,11,17.5,9.5,10
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ALL CARE,ALL CANCERS,93,78.5,14.5,84.41%,,30,12,10,26.5,4.5,3,3,4
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,9,8,1,88.89%,,2,2.5,2,1.5,0,0.5,0.5,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,13,12,1,92.31%,,2.5,1,2,6.5,0,0.5,0.5,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,67.5,53,14.5,78.52%,,17,7.5,7,21.5,7.5,4,2.5,0.5
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,58.5,51,7.5,87.18%,,15.5,9,13,13.5,2.5,1.5,0.5,3
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,ALL CANCERS,93.5,73.5,20,78.61%,,11,8,17.5,37,6.5,3,4,6.5
,RPA,MEDWAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,89.5,74,15.5,82.68%,,16,15.5,20.5,22,5,3.5,2,5
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60,57,3,95.00%,,26,11,9.5,10.5,2,0,0.5,0.5
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,91,71.5,19.5,78.57%,,35,6.5,11.5,18.5,10.5,4.5,2,2.5
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,113,91.5,21.5,80.97%,,23,10.5,20.5,37.5,6.5,5.5,6,3.5
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,55.5,46.5,9,83.78%,,18.5,5,14,9,5,1.5,0,2.5
,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0.5,0,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,158,130,28,82.28%,,49.5,13,27,40.5,9.5,9,3,6.5
,RVJ,NORTH BRISTOL NHS TRUST,ALL CARE,ALL CANCERS,155,126,29,81.29%,,48.5,23,19,35.5,9,11,4.5,4.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,59,49,10,83.05%,,18,11,12,8,4,5,0,1
,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0.5,0,0,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,23.5,15.5,8,65.96%,,1,2,1.5,11,4,0.5,1.5,2
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63,52,11,82.54%,,19,7,8.5,17.5,4,1.5,2.5,3
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,93,66.5,26.5,71.51%,,15,7,18,26.5,11,6.5,6.5,2.5
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,61.5,50,11.5,81.30%,,20,7.5,13.5,9,6,3.5,0,2
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,73.5,66.5,7,90.48%,,14,9.5,14,29,3.5,1,0,2.5
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81,64.5,16.5,79.63%,,17.5,12,21,14,4.5,4.5,4,3.5
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,155,110,45,70.97%,,37.5,21.5,16.5,34.5,13,10.5,8.5,13
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,173,124,49,71.68%,,50,17,30.5,26.5,18,12,6,13
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,5.5,4.5,1,81.82%,,0,0,0.5,4,0,0,0,1
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,109.5,91.5,18,83.56%,,21.5,14,20.5,35.5,7,4.5,1.5,5
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,97,83.5,13.5,86.08%,,29,13,20.5,21,3.5,1,1.5,7.5
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,167,137.5,29.5,82.34%,,61.5,23,25.5,27.5,13.5,5.5,4,6.5
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,75.5,68.5,7,90.73%,,27.5,13,11.5,16.5,2,2,0.5,2.5
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,138,117.5,20.5,85.14%,,33.5,9,28.5,46.5,6,9.5,1.5,3.5
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,21,15,6,71.43%,,5,5.5,1,3.5,2.5,1.5,1,1
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,118.5,106,12.5,89.45%,,40,10,23.5,32.5,4,5,1,2.5
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,6.5,3.5,3,53.85%,,1,0,0.5,2,0,0,0.5,2.5
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,115,99,16,86.09%,,44,14,16,25,4.5,4.5,3.5,3.5
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,144,116,28,80.56%,,51.5,20,19,25.5,6.5,10,4,7.5
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,132,103,29,78.03%,,31.5,18,15.5,38,11.5,5,2.5,10
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,62,54.5,7.5,87.90%,,20.5,9,6.5,18.5,4,3,0.5,0
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,6.5,5.5,1,84.62%,,0,0.5,0,5,0,1,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,71,53.5,17.5,75.35%,,10.5,3,14,26,2.5,4.5,2.5,8
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,75,69.5,5.5,92.67%,,18.5,11,13.5,26.5,3,2,0.5,0
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63.5,55,8.5,86.61%,,36,4.5,3.5,11,1.5,2,4.5,0.5
,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,56.5,46,10.5,81.42%,,13,9,7.5,16.5,3,4,0.5,3
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,57.5,49.5,8,86.09%,,9.5,7,13,20,0,1,3,4
,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,186,148.5,37.5,79.84%,,38.5,19,34.5,56.5,13,10,8.5,6
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61.5,49,12.5,79.67%,,13.5,6.5,12,17,7,3,1.5,1
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,119.5,107.5,12,89.96%,,39,10,17.5,41,6,2.5,0,3.5
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,146.5,118,28.5,80.55%,,38,21.5,19,39.5,8.5,7.5,5.5,7
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,16.5,14,2.5,84.85%,,2,3.5,2,6.5,0,0,2,0.5
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,47.5,44,3.5,92.63%,,16.5,9,11,7.5,2,0.5,0.5,0.5
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,75.5,49.5,26,65.56%,,17,6,11,15.5,10,5.5,4.5,6
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,41.5,33.5,8,80.72%,,12.5,3,5,13,3.5,1,1.5,2
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,64,56.5,7.5,88.28%,,10.5,9.5,13.5,23,2.5,4,1,0
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,74.5,65.5,9,87.92%,,35,4.5,10,16,2.5,1,0,5.5
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,44.5,39.5,5,88.76%,,14,2.5,7.5,15.5,1,1.5,1.5,1
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,93.5,80,13.5,85.56%,,23,18,14,25,4,3,3.5,3
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,35,30,5,85.71%,,6.5,4,6,13.5,2,2.5,0.5,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,113,90,23,79.65%,,26,12.5,24,27.5,8,4,6,5
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,73.5,54,19.5,73.47%,,4,4.5,13,32.5,6.5,6,3.5,3.5
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50,31,19,62.00%,,5.5,2.5,6.5,16.5,6.5,6,2.5,4
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,69.5,64,5.5,92.09%,,18,10,10,26,3,1,1.5,0
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,37,29,8,78.38%,,12,5.5,5.5,6,1.5,3.5,1.5,1.5
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,181.5,154.5,27,85.12%,,70,13.5,27.5,43.5,9.5,5,4.5,8
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,51,44,7,86.27%,,13,5,15,11,0.5,1.5,3,2
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,59,49.5,9.5,83.90%,,20,5,11,13.5,1.5,4,2,2
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2,2,0,100.00%,,0,2,0,0,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63.5,51,12.5,80.31%,,19,10,11.5,10.5,7.5,2,2,1
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,102.5,82,20.5,80.00%,,35.5,11,12,23.5,8.5,3,2,7
