62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: August 2015,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See bottom of page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE TREATED WITHIN 62 DAYS,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
E18000006,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,35,27.5,7.5,78.57%,,12,1,7,7.5,3,2,0.5,2
E18000005,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
E18000003,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,9,8.5,0.5,94.44%,,4,0,1,3.5,0.5,0,0,0
E18000010,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37.5,31.5,6,84.00%,,11,4,5,11.5,0,1.5,1,3.5
E18000007,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,18,4.5,80.00%,,9.5,1.5,2,5,0.5,0.5,0,3.5
E18000005,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,33,23,10,69.70%,,14.5,1,2,5.5,3,2,1,4
E18000007,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,3.5,3,0.5,85.71%,,2,1,0,0,0,0,0.5,0
E18000004,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,68.5,58,10.5,84.67%,,28,7,10,13,1,2,5,2.5
E18000007,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,11,4,73.33%,,4,3,1,3,0,0,1,3
E18000002,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,11.5,3.5,76.67%,,3,0.5,2,6,2.5,0,0.5,0.5
E18000009,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,79,74.5,4.5,94.30%,,32,5,10,27.5,4,0.5,0,0
E18000005,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40.5,30.5,10,75.31%,,13,4,4.5,9,1.5,4.5,1.5,2.5
E18000010,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24,18.5,5.5,77.08%,,5.5,1,5.5,6.5,2.5,1,0.5,1.5
E18000005,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,29,25.5,3.5,87.93%,,7,1,4.5,13,0,2,1,0.5
E18000004,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,ALL CANCERS,96,77,19,80.21%,,17,12,21,27,6,4,4,5
E18000002,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33.5,32,1.5,95.52%,,18,2,7,5,1,0.5,0,0
E18000005,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,ALL CANCERS,56,45,11,80.36%,,19,5,6,15,3.5,0,1,6.5
E18000005,RBK,WALSALL HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,24.5,21,3.5,85.71%,,9.5,4,2,5.5,0,1,0.5,2
E18000002,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,8,5.5,2.5,68.75%,,0,0,1.5,4,1.5,0.5,0,0.5
E18000006,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,45.5,42.5,3,93.41%,,23,5,5,9.5,0.5,0,1.5,1
E18000007,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,14,8.5,5.5,60.71%,,2.5,1,2,3,1,3.5,1,0
E18000006,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18,17,1,94.44%,,8,2,2,5,0,1,0,0
E18000008,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,53,43.5,9.5,82.08%,,15,8,12.5,8,0.5,5,2,2
E18000010,RA3,WESTON AREA HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,7.5,5,2.5,66.67%,,2,2,1,0,1.5,0,0,1
E18000002,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,14,2.5,84.85%,,6,0,4,4,1,0.5,0.5,0.5
E18000005,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,48.5,44.5,4,91.75%,,27,3,2,12.5,3,1,0,0
E18000002,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,13,11,2,84.62%,,6.5,0.5,2.5,1.5,0.5,0.5,0,1
E18000005,RLQ,WYE VALLEY NHS TRUST,NON-ADMITTED,ALL CANCERS,10,6,4,60.00%,,3,2,0,1,0,0,1,3
E18000010,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,15,2,88.24%,,8,2,1,4,1,1,0,0
E18000003,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36.5,31,5.5,84.93%,,21,2,3,5,1.5,2,1,1
N/A,NV3,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,7,5.5,1.5,78.57%,,1.5,0.5,2,1.5,1,0.5,0,0
N/A,NWV,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,1,0.5,0.5,50.00%,,0.5,0,0,0,0,0,0,0.5
N/A,NYT,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
E18000009,5QT,DISCONTINUED ORGANISATION,NON-ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0,0,0.5
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,ALL CANCERS,4183,3485,698,83.31%,,1565,412,597,911,218,172,115,193
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE TREATED WITHIN 62 DAYS,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
ONS AREA ID (1),ODS CODE (2),ACCOUNTABLE PROVIDER,CARE SETTING (3),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
E18000002,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57,50.5,6.5,88.60%,,14.5,6,13.5,16.5,3.5,1.5,0,1.5
E18000003,RCF,AIREDALE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,39,36.5,2.5,93.59%,,13,7,13.5,3,0,1.5,0.5,0.5
E18000008,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,47.5,37.5,10,78.95%,,16.5,4,4,13,1,1.5,3,4.5
E18000007,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,ALL CANCERS,100,69,31,69.00%,,19,8,12,30,10.5,6,6.5,8
E18000003,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,47.5,43.5,4,91.58%,,12.5,8,11.5,11.5,1,2,0,1
E18000007,R1H,BARTS HEALTH NHS TRUST,ALL CARE,ALL CANCERS,101,78,23,77.23%,,33.5,8,15,21.5,7.5,5.5,5.5,4.5
E18000006,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,66,52.5,13.5,79.55%,,25.5,5,11,11,4.5,3.5,2.5,3
E18000006,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,55,48.5,6.5,88.18%,,18.5,3,10.5,16.5,5,0.5,1,0
E18000005,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
E18000002,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,96.5,82.5,14,85.49%,,26.5,8.5,14.5,33,5,5.5,1.5,2
E18000002,RMC,BOLTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,56.5,51,5.5,90.27%,,22.5,8,8,12.5,1.5,1,1.5,1.5
E18000003,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81.5,69.5,12,85.28%,,22.5,8,16.5,22.5,4,3,2,3
E18000008,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,89.5,68.5,21,76.54%,,28,2.5,14,24,5,2,4.5,9.5
E18000009,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,66.5,56,10.5,84.21%,,28.5,4,15,8.5,4,2.5,1,3
E18000005,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,40.5,34.5,6,85.19%,,13,10.5,6,5,2,1,1.5,1.5
E18000003,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,66,61.5,4.5,93.18%,,23,10,7,21.5,1,1.5,1,1
E18000006,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,109,85.5,23.5,78.44%,,29.5,11,19,26,7.5,4.5,3.5,8
E18000002,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,55,46,9,83.64%,,13.5,5.5,10.5,16.5,0.5,2.5,2.5,3.5
E18000007,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,12.5,8,4.5,64.00%,,4.5,0,2,1.5,0.5,1,1,2
E18000004,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,72,64.5,7.5,89.58%,,30,6.5,10,18,1.5,4.5,0,1.5
E18000001,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61,46,15,75.41%,,8,10.5,9.5,18,4,4,1.5,5.5
E18000006,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,87.5,70.5,17,80.57%,,19.5,14,17.5,19.5,4.5,4,4.5,4
E18000002,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,54.5,45.5,9,83.49%,,14.5,3,14,14,2,4.5,0,2.5
E18000001,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,99,84.5,14.5,85.35%,,38.5,13,17,16,4,1.5,2.5,6.5
E18000007,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ALL CARE,ALL CANCERS,52.5,46,6.5,87.62%,,13,5.5,14,13.5,1,2,1.5,2
E18000008,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ALL CARE,ALL CANCERS,50,44.5,5.5,89.00%,,14,4,5,21.5,1,2,1,1.5
E18000004,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,121.5,92.5,29,76.13%,,33,13.5,17,29,8,8,2,11
E18000003,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,84.5,70,14.5,82.84%,,32,3.5,18,16.5,3.5,3.5,3.5,4
E18000010,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,44,38.5,5.5,87.50%,,10,3,11,14.5,1,1,0,3.5
E18000006,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,63.5,42.5,21,66.93%,,11,8,11,12.5,8.5,3.5,5.5,3.5
E18000002,RJN,EAST CHESHIRE NHS TRUST,ALL CARE,ALL CANCERS,33,28.5,4.5,86.36%,,11.5,2,10,5,1,1.5,1.5,0.5
E18000008,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,164,113.5,50.5,69.21%,,35,9,22.5,47,17.5,9.5,7.5,16
E18000002,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,83.5,72.5,11,86.83%,,27,11,10.5,24,2,3,1.5,4.5
E18000008,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,112,84.5,27.5,75.45%,,23,18,16.5,27,8,9.5,1,9
E18000007,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,46,35.5,10.5,77.17%,,12,8.5,8,7,2.5,2.5,0.5,5
E18000008,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,43,40,3,93.02%,,9.5,7,9.5,14,1.5,0,1.5,0
E18000001,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59,52,7,88.14%,,22.5,6,7.5,16,2,2,0.5,2.5
E18000005,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,24.5,23.5,1,95.92%,,8,3,3,9.5,0.5,0,0,0.5
E18000010,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,0.5,0.5,50.00%,,0,0,0,0.5,0.5,0,0,0
E18000010,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57.5,51,6.5,88.70%,,19,4,14,14,5,0,0.5,1
E18000007,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,101,67,34,66.34%,,14,7,13,33,10,10,2.5,11.5
E18000009,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,93.5,81,12.5,86.63%,,36,9,12.5,23.5,4,5,0,3.5
E18000003,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,54.5,50.5,4,92.66%,,24.5,5.5,9.5,11,3,0.5,0,0.5
E18000005,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,166,127,39,76.51%,,32.5,15.5,46,33,11.5,8.5,11,8
E18000009,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48.5,44.5,4,91.75%,,14,7,12,11.5,1.5,0.5,0.5,1.5
E18000006,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ALL CARE,ALL CANCERS,40,35.5,4.5,88.75%,,13.5,7.5,6,8.5,2.5,2,0,0
E18000007,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,26.5,24.5,2,92.45%,,5.5,4,4.5,10.5,1,0,1,0
E18000003,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,152.5,118,34.5,77.38%,,28.5,17,24.5,48,9,13.5,6.5,5.5
E18000007,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,71.5,62,9.5,86.71%,,13.5,10.5,14.5,23.5,3,2.5,0,4
E18000006,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,91.5,78,13.5,85.25%,,34,15,14.5,14.5,4.5,7,1.5,0.5
E18000009,R1F,ISLE OF WIGHT NHS TRUST,ALL CARE,ALL CANCERS,38,33,5,86.84%,,19.5,4,5.5,4,0.5,3,1.5,0
E18000006,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,58.5,49,9.5,83.76%,,19,7,8,15,2.5,5,1,1
E18000004,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,42.5,32.5,10,76.47%,,15,1.5,2.5,13.5,3,1,2,4
E18000007,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,100,91.5,8.5,91.50%,,35.5,13,19.5,23.5,2,2,0.5,4
E18000007,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50.5,43,7.5,85.15%,,22,1.5,5.5,14,0.5,1.5,1,4.5
E18000002,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,115.5,90,25.5,77.92%,,25.5,12,14.5,38,6.5,10,4,5
E18000003,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,160,132.5,27.5,82.81%,,39,10.5,27.5,55.5,12.5,6,4,5
E18000007,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ALL CARE,ALL CANCERS,36,22.5,13.5,62.50%,,4,1,7,10.5,3,5,1.5,4
E18000002,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,15.5,13,2.5,83.87%,,1.5,3,5,3.5,0.5,1,0.5,0.5
E18000002,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,9.5,8.5,1,89.47%,,2.5,0,0,6,0,0.5,0,0.5
N/A,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,55,45.5,9.5,82.73%,,9,2.5,14.5,19.5,1,4,1,3.5
E18000006,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52,45.5,6.5,87.50%,,14,8,5.5,18,2,2,1,1.5
E18000008,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,ALL CANCERS,97.5,71,26.5,72.82%,,20,7,16,28,8.5,5.5,7.5,5
E18000008,RPA,MEDWAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,40,34.5,5.5,86.25%,,10,4.5,11,9,1.5,0.5,1,2.5
E18000002,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50,48.5,1.5,97.00%,,21.5,6.5,13.5,7,0.5,0.5,0,0.5
E18000006,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,100,75,25,75.00%,,27,11.5,15,21.5,7.5,7.5,4,6
E18000003,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,105,95,10,90.48%,,23,15,15,42,2.5,1,2.5,4
E18000009,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,45,39,6,86.67%,,5,16,11,7,3,1,0,2
E18000007,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
E18000006,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,141,115.5,25.5,81.91%,,43,16,21,35.5,11,9,2.5,3
E18000010,RVJ,NORTH BRISTOL NHS TRUST,ALL CARE,ALL CANCERS,125,101,24,80.80%,,36,9,22,34,6.5,4.5,3,10
E18000002,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,87,65,22,74.71%,,20,4,14,27,6,3,4.5,8.5
E18000007,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,19,16,3,84.21%,,1.5,3.5,4,7,0.5,0,1,1.5
E18000001,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52,43.5,8.5,83.65%,,7,6,8.5,22,2.5,3,0.5,2.5
E18000004,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,86,67.5,18.5,78.49%,,20,8.5,18,21,4.5,6,4,4
E18000010,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,39.5,32,7.5,81.01%,,11,5.5,5,10.5,4,1,0,2.5
E18000003,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,79.5,71.5,8,89.94%,,16.5,9,18,28,1,2,3.5,1.5
E18000001,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57,49.5,7.5,86.84%,,20,5.5,8.5,15.5,2.5,0,1.5,3.5
E18000004,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,124,98,26,79.03%,,32,15,21,30,8.5,5.5,9,3
E18000009,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,184.5,158.5,26,85.91%,,61,18.5,29.5,49.5,14,5,1,6
E18000006,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2.5,2,0.5,80.00%,,0,0,0,2,0,0,0.5,0
E18000002,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,119.5,97,22.5,81.17%,,24.5,13.5,21.5,37.5,6,5.5,5,6
E18000006,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,94,82,12,87.23%,,14,17,22.5,28.5,3.5,2,5,1.5
E18000010,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,124.5,103.5,21,83.13%,,36.5,20,25.5,21.5,8.5,4.5,2,6
E18000010,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60,50.5,9.5,84.17%,,13,8,12.5,17,1.5,4,1,3
E18000009,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,126.5,112,14.5,88.54%,,33.5,10.5,26.5,41.5,4,6.5,2.5,1.5
E18000008,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,18.5,15,3.5,81.08%,,9.5,1.5,0,4,0,1.5,1,1
E18000009,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,79.5,66.5,13,83.65%,,25,9.5,13.5,18.5,4,3,3,3
E18000007,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,4,2,2,50.00%,,0.5,0,0.5,1,0,0,0.5,1.5
E18000010,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,131.5,115,16.5,87.45%,,54,13,21.5,26.5,8,4,4,0.5
E18000010,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,149,111,38,74.50%,,41.5,22,21.5,26,12,8,2,16
E18000007,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,79.5,53.5,26,67.30%,,21.5,5,12,15,3.5,5.5,5.5,11.5
E18000002,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,49,42.5,6.5,86.73%,,21,7,6.5,8,2.5,2,0,2
E18000007,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,6,4,2,66.67%,,1,0,0.5,2.5,1,0,1,0
E18000008,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,65.5,50.5,15,77.10%,,15.5,3.5,8,23.5,4.5,1.5,2,7
E18000010,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,91.5,78,13.5,85.25%,,30,10,13.5,24.5,4,3,4,2.5
E18000002,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,65.5,61,4.5,93.13%,,28,8,6.5,18.5,2,0.5,0.5,1.5
E18000010,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,49,44.5,4.5,90.82%,,19,6,10,9.5,1,1,0,2.5
E18000005,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,61,49,12,80.33%,,13,4,7.5,24.5,1,0.5,3.5,7
E18000003,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,150,128.5,21.5,85.67%,,31.5,17.5,28,51.5,5,8,2.5,6
E18000004,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60.5,53.5,7,88.43%,,16,12.5,14.5,10.5,5.5,0,0.5,1
E18000005,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,105,85.5,19.5,81.43%,,32,16,19.5,18,6,5,0.5,8
E18000009,R1C,SOLENT NHS TRUST,ALL CARE,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0,0.5,0
