62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: April 2016,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43,42,1,97.67%,,21,5,7,9,0,1,0,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,ALL CANCERS,52,45,7,86.54%,,22,5,10,8,2,3,0,2
,RBK,WALSALL HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,9,5.5,3.5,61.11%,,1,1,2,1.5,2,0,0,1.5
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,14,2,87.50%,,1,3,1,9,0,0.5,0.5,1
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,33,29.5,3.5,89.39%,,18,1,6.5,4,3,0,0.5,0
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,18,2,90.00%,,7,3,4,4,1,0.5,0,0.5
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,53.5,44.5,9,83.18%,,12,4.5,8,20,0.5,6,0.5,2
,RA3,WESTON AREA HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,13,12,1,92.31%,,6,2,2,2,1,0,0,0
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25,20.5,4.5,82.00%,,8.5,2.5,3.5,6,2.5,0,0,2
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,53.5,40,13.5,74.77%,,22,7,6,5,4.5,4,1,4
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,26,25.5,0.5,98.08%,,12,4,3.5,6,0,0.5,0,0
,RLQ,WYE VALLEY NHS TRUST,NON-ADMITTED,ALL CANCERS,7.5,4,3.5,53.33%,,1,1,0.5,1.5,0,1,1,1.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14.5,12,2.5,82.76%,,6,4,2,0,0,0,0,2.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43.5,37.5,6,86.21%,,16,6,8.5,7,1.5,2,1,1.5
,AQK,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,4,3,1,75.00%,,0,2,1,0,0,1,0,0
,NV3,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,5,5,0,100.00%,,3,0,0.5,1.5,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,2.5,2,0.5,80.00%,,2,0,0,0,0.5,0,0,0
,NYT,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,3,3,0,100.00%,,3,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,ALL CANCERS,4442,3716,726,83.66%,,1537,448,724,1007,259,192,118,157
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59,50,9,84.75%,,9.5,9,13,18.5,4.5,0.5,2,2
,RCF,AIREDALE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,43.5,41,2.5,94.25%,,14,5,10.5,11.5,1.5,0.5,0.5,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,49,44,5,89.80%,,16.5,4,5,18.5,1,3,0,1
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,ALL CANCERS,126,91.5,34.5,72.62%,,21.5,12,27,31,6,10,6,12.5
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48,40.5,7.5,84.38%,,19.5,7,3,11,3.5,2.5,0.5,1
,R1H,BARTS HEALTH NHS TRUST,ALL CARE,ALL CANCERS,96.5,83,13.5,86.01%,,21,10,18.5,33.5,6,4,2,1.5
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,56,35,21,62.50%,,14,4.5,4,12.5,9,1.5,1.5,9
,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,51,43.5,7.5,85.29%,,15,7,10,11.5,3.5,2,0.5,1.5
,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2,1.5,0.5,75.00%,,0,0,0,1.5,0.5,0,0,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81,74,7,91.36%,,20.5,9.5,19,25,3.5,3,0,0.5
,RMC,BOLTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50,47,3,94.00%,,18.5,8.5,6.5,13.5,0,2,1,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,76,66.5,9.5,87.50%,,22,5,12,27.5,2,4,1,2.5
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,115.5,89.5,26,77.49%,,33,7,13,36.5,7,5.5,4.5,9
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,70,61,9,87.14%,,17,10,15,19,3,3,2,1
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,49.5,42.5,7,85.86%,,19.5,6,5.5,11.5,4,2,1,0
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,67,62,5,92.54%,,16,10,17.5,18.5,2,2,1,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,116.5,96,20.5,82.40%,,31.5,17.5,17,30,9.5,5,3.5,2.5
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59,50,9,84.75%,,18.5,5.5,8,18,3,3,0,3
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,37.5,32,5.5,85.33%,,9.5,5.5,9,8,1.5,0.5,2.5,1
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,65.5,54,11.5,82.44%,,17,10.5,12.5,14,3,2.5,0.5,5.5
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81,62.5,18.5,77.16%,,13,7.5,10,32,4.5,7,3.5,3.5
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,98.5,67.5,31,68.53%,,23.5,11,9,24,9,10,10.5,1.5
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61.5,53.5,8,86.99%,,20.5,5,11.5,16.5,1.5,2.5,1.5,2.5
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,88,75.5,12.5,85.80%,,28,10.5,13.5,23.5,2,9,1,0.5
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ALL CARE,ALL CANCERS,47.5,44,3.5,92.63%,,14,11.5,8.5,10,1,0,1.5,1
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ALL CARE,ALL CANCERS,32,27.5,4.5,85.94%,,6,5,5.5,11,2,2,0,0.5
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,112,93.5,18.5,83.48%,,27,14,25,27.5,4.5,3,6,5
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59.5,51.5,8,86.55%,,29,4,6,12.5,1.5,4,1,1.5
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60,49.5,10.5,82.50%,,16.5,5,8,20,4.5,1.5,0.5,4
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,93.5,75.5,18,80.75%,,21.5,8,19.5,26.5,7.5,1.5,3.5,5.5
,RJN,EAST CHESHIRE NHS TRUST,ALL CARE,ALL CANCERS,32.5,27.5,5,84.62%,,6.5,4.5,6,10.5,3,1,1,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,149.5,106.5,43,71.24%,,37,7.5,16.5,45.5,8.5,16.5,7.5,10.5
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,96,82.5,13.5,85.94%,,32,17,11.5,22,8.5,4.5,0.5,0
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,103.5,70,33.5,67.63%,,24.5,15.5,10.5,19.5,13.5,8.5,3,8.5
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,56,48.5,7.5,86.61%,,17.5,4.5,12,14.5,2.5,3.5,0,1.5
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,112,99,13,88.39%,,35.5,18,21.5,24,3.5,5.5,2,2
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60.5,50,10.5,82.64%,,17.5,4,9,19.5,6,0.5,0.5,3.5
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,24.5,21.5,3,87.76%,,6,1,6,8.5,0.5,0,2.5,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,156.5,123,33.5,78.59%,,45,14,26,38,5.5,9,6.5,12.5
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,54.5,48,6.5,88.07%,,14,6,8,20,1.5,3,2,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,106.5,75.5,31,70.89%,,14.5,7.5,15,38.5,10.5,4.5,6.5,9.5
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,104,90.5,13.5,87.02%,,40,14,18,18.5,6,3,1,3.5
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,39.5,34.5,5,87.34%,,16.5,4,7,7,2.5,0.5,1,1
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,160.5,144.5,16,90.03%,,36,22,46,40.5,5,1.5,7,2.5
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ALL CARE,ALL CANCERS,46,44,2,95.65%,,14,2,9,19,1.5,0,0,0.5
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,16,14,2,87.50%,,7,1,3.5,2.5,1,1,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,147,120.5,26.5,81.97%,,31,16.5,18,55,9.5,5,6,6
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,76.5,57,19.5,74.51%,,19.5,4.5,4.5,28.5,6.5,3.5,4,5.5
,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,87,78,9,89.66%,,28,7.5,13.5,29,2.5,3.5,0,3
,R1F,ISLE OF WIGHT NHS TRUST,ALL CARE,ALL CANCERS,37,28.5,8.5,77.03%,,9,5,6,8.5,1.5,4,1,2
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,55,49.5,5.5,90.00%,,19,5,11,14.5,0.5,3,1,1
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74.5,64,10.5,85.91%,,20.5,3,10,30.5,3,3.5,2,2
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,110,96,14,87.27%,,30,19.5,24,22.5,8.5,2.5,1.5,1.5
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,54.5,52,2.5,95.41%,,27.5,6,7,11.5,0,0.5,0.5,1.5
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,98,78,20,79.59%,,27.5,7,14.5,29,7.5,5.5,3.5,3.5
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,150,125.5,24.5,83.67%,,22,21,32,50.5,8.5,8.5,4,3.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ALL CARE,ALL CANCERS,78.5,62,16.5,78.98%,,18,8.5,13.5,22,5.5,6,2,3
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,10.5,7,3.5,66.67%,,4.5,0,1,1.5,3,0.5,0,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,14.5,12,2.5,82.76%,,1,1,2,8,0.5,1,1,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,70.5,51.5,19,73.05%,,12,6,13,20.5,7,3,4,5
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48.5,41.5,7,85.57%,,9,7,11,14.5,2,0,1,4
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,ALL CANCERS,115.5,75,40.5,64.94%,,20.5,6,13.5,35,12.5,5.5,8.5,14
,RPA,MEDWAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61,45,16,73.77%,,12.5,4.5,10.5,17.5,3,5,2.5,5.5
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48,43.5,4.5,90.63%,,13,6,12,12.5,1.5,0,1.5,1.5
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,107,80.5,26.5,75.23%,,28.5,6.5,16.5,29,8,9,4,5.5
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,100,92,8,92.00%,,20,11,17,44,2,1.5,0.5,4
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,56.5,46,10.5,81.42%,,14,6,13.5,12.5,4,0.5,2,4
,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2,2,0,100.00%,,0,0,2,0,0,0,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,161,132,29,81.99%,,57.5,15,23,36.5,13,5,5,6
,RVJ,NORTH BRISTOL NHS TRUST,ALL CARE,ALL CANCERS,133,111.5,21.5,83.83%,,31.5,16.5,35,28.5,10,5,2.5,4
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,68,55.5,12.5,81.62%,,10,8,11,26.5,2.5,3.5,6.5,0
,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0.5,0,0,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,21,15.5,5.5,73.81%,,2,2,3,8.5,3,0,1,1.5
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52,45,7,86.54%,,12.5,6.5,9,17,1.5,2,2,1.5
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,86,62,24,72.09%,,20,11,17.5,13.5,11,6.5,3,3.5
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,38.5,35.5,3,92.21%,,12,6,9.5,8,1,0.5,1,0.5
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,94.5,77,17.5,81.48%,,13,12.5,15.5,36,6,6.5,2,3
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,69,65,4,94.20%,,22,13,12,18,0.5,1,0.5,2
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,127,104.5,22.5,82.28%,,25.5,6,27.5,45.5,10.5,8,1,3
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,174.5,134,40.5,76.79%,,49,11,29,45,15.5,9.5,9.5,6
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,5,2.5,2.5,50.00%,,0,0,0,2.5,0.5,0.5,0.5,1
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,119,103,16,86.55%,,26,11.5,24,41.5,8.5,6.5,0,1
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,113.5,97.5,16,85.90%,,23,15,22,37.5,4,5.5,3.5,3
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,150,120.5,29.5,80.33%,,55,21.5,23,21,7,12.5,4.5,5.5
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70,62,8,88.57%,,19,12,9.5,21.5,0.5,3.5,2.5,1.5
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,132,99,33,75.00%,,24.5,4.5,33,37,12.5,10,4.5,6
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,17.5,14.5,3,82.86%,,5.5,1.5,2.5,5,2,0.5,0.5,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,93.5,72.5,21,77.54%,,31,7,18,16.5,12,4.5,2,2.5
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,6.5,5,1.5,76.92%,,1,0,0.5,3.5,0,0.5,1,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,107,90,17,84.11%,,36,9,19,26,9,4.5,1.5,2
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,157.5,133,24.5,84.44%,,47,25,31,30,5.5,6.5,6.5,6
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,104.5,83.5,21,79.90%,,31,11.5,19,22,8,3.5,4,5.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,59.5,51,8.5,85.71%,,20,5.5,9.5,16,3,1,1,3.5
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,1.5,0.5,1,33.33%,,0,0,0.5,0,0,1,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74.5,59,15.5,79.19%,,24,6.5,7,21.5,3.5,4,1,7
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,91.5,84,7.5,91.80%,,33.5,9,18.5,23,2.5,4.5,0,0.5
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,79,74.5,4.5,94.30%,,38,11,9.5,16,1.5,1,0,2
,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,58.5,49.5,9,84.62%,,20,6.5,5,18,4,3,2,0
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,68,59.5,8.5,87.50%,,16,4,9,30.5,2.5,2,1,3
,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,157.5,126.5,31,80.32%,,35,12.5,33.5,45.5,9,9,3,10
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,66,56.5,9.5,85.61%,,20,9,7.5,20,5,2,1,1.5
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,113.5,97.5,16,85.90%,,26,15,15,41.5,4,6.5,1,4.5
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,125.5,102.5,23,81.67%,,27.5,16.5,28.5,30,7.5,8,4,3.5
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,12.5,12.5,0,100.00%,,1,0,2.5,9,0,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,51,42.5,8.5,83.33%,,11,6,10,15.5,3,2,2,1.5
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60.5,42.5,18,70.25%,,13,5,10,14.5,8,4.5,1.5,4
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,37.5,35,2.5,93.33%,,15,4,3.5,12.5,1,0.5,0,1
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59,49,10,83.05%,,13.5,3.5,9.5,22.5,4.5,2,0.5,3
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,60,55,5,91.67%,,16.5,7,16,15.5,2,1,0,2
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,56,49.5,6.5,88.39%,,12.5,8,10,19,5,0,1,0.5
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,73,63,10,86.30%,,16.5,11.5,16,19,3,3,1.5,2.5
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57,53,4,92.98%,,21,5.5,8,18.5,2,1.5,0,0.5
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,99.5,82.5,17,82.91%,,37.5,11,17,17,8,3,1,5
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,82.5,56.5,26,68.48%,,3.5,5.5,12,35.5,13,9,1,3
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,33.5,20.5,13,61.19%,,3,1,5.5,11,6,2,1,4
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,108,97.5,10.5,90.28%,,30,8,18.5,41,4,4,1.5,1
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,38,34.5,3.5,90.79%,,12,8,6.5,8,2.5,0,0,1
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,148,131,17,88.51%,,51.5,14,19.5,46,4.5,3,5,4.5
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,53.5,45,8.5,84.11%,,9,8,12.5,15.5,2,1.5,3,2
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,63.5,55.5,8,87.40%,,19.5,7.5,13.5,15,4.5,1,0.5,2
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,45.5,40.5,5,89.01%,,18.5,3,8,11,2,1,2,0
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,106.5,93.5,13,87.79%,,38.5,15,17,23,6,3,1.5,2.5
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,53,44,9,83.02%,,11.5,5.5,7,20,2,2.5,1.5,3
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2.5,1.5,1,60.00%,,1,0,0,0.5,1,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,84,68,16,80.95%,,19.5,4.5,14,30,4,1.5,3.5,7
