62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: June 2015,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See bottom of page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE TREATED WITHIN 62 DAYS,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
E18000010,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,NON-ADMITTED,ALL CANCERS,43,40,3,93.02%,,21,4,7,8,2,0,0,1
E18000006,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,38,31,7,81.58%,,16,0,8,7,4,0.5,1,1.5
E18000003,RCF,AIREDALE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12,9.5,2.5,79.17%,,6,0,1.5,2,0.5,0,0,2
E18000003,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,14,3,82.35%,,6,1,4,3,0,0.5,1,1.5
E18000003,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,56,52,4,92.86%,,30,9,8,5,0,2,0,2
E18000006,RC9,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,21.5,3,87.76%,,10,1,3,7.5,0.5,0.5,0,2
E18000006,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,14,13.5,0.5,96.43%,,10,0,1,2.5,0,0,0,0.5
E18000010,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,8,5.5,2.5,68.75%,,1,1,2,1.5,0,2,0,0.5
E18000002,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,64.5,36.5,28,56.59%,,2,6,6.5,22,9,9.5,2.5,7
E18000002,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38.5,37,1.5,96.10%,,14,10,4,9,0.5,0.5,0,0.5
E18000002,RBQ,LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,8.5,8,0.5,94.12%,,5,0.5,1.5,1,0.5,0,0,0
E18000002,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,18.5,15,3.5,81.08%,,8,1,2.5,3.5,1.5,0,0,2
E18000002,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24,19.5,4.5,81.25%,,9,1,3.5,6,0,2,2,0.5
E18000005,RBK,WALSALL HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,14.5,11,3.5,75.86%,,5,0,3,3,1.5,1,1,0
E18000010,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24,20.5,3.5,85.42%,,10.5,1,1,8,1,0.5,1,1
E18000010,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36,31,5,86.11%,,9,9,9,4,1,1,1,2
E18000007,RAX,KINGSTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,23.5,21,2.5,89.36%,,7,4,6,4,0,0,1.5,1
E18000007,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,16,3,84.21%,,7,4,2,3,0,2.5,0.5,0
E18000007,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,5,2,3,40.00%,,0,1,1,0,0,1,1,1
E18000007,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,0,0.5,0,0.5,0,0,0,0
E18000007,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,44.5,27,17.5,60.67%,,13,5,1,8,3,3.5,5,6
E18000006,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40,32.5,7.5,81.25%,,12,2,3.5,15,1,1.5,3,2
E18000003,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,22,3.5,86.27%,,13,1,4,4,0.5,1.5,0.5,1
E18000010,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,48,41,7,85.42%,,28,4,7,2,1,4,0,2
E18000010,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,16,6.5,71.11%,,6,1,5.5,3.5,1.5,1,0.5,3.5
E18000010,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,17,3,85.00%,,11,1,1,4,2.5,0,0,0.5
E18000010,RA3,WESTON AREA HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,20.5,17.5,3,85.37%,,5,3,3,6.5,0.5,0.5,0,2
E18000008,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12,9,3,75.00%,,4,1.5,0.5,3,1,0,0.5,1.5
N/A,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,23,19,4,82.61%,,7,0,4.5,7.5,2,1,0,1
E18000007,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,38.5,30,8.5,77.92%,,14,1.5,5,9.5,1.5,1.5,1.5,4
E18000009,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,20,19,1,95.00%,,9,1,6,3,0,1,0,0
N/A,NYT,ASSURA EAST RIDING LLP,NON-ADMITTED,ALL CANCERS,2,2,0,100.00%,,1,0,1,0,0,0,0,0
N/A,NWV,GP CARE UK LIMITED,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,0.5,0.5,0,0,0,0,0,0
N/A,NVM,EPSOMEDICAL GROUP,NON-ADMITTED,ALL CANCERS,3.5,3,0.5,85.71%,,1,0.5,1,0.5,0.5,0,0,0
N/A,NV3,CIRCLE,NON-ADMITTED,ALL CANCERS,8.5,7.5,1,88.24%,,4,3,0,0.5,0,1,0,0
E18000002,5NM,HALTON AND ST HELENS PCT,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,ALL CANCERS,4479,3675,804,82.05%,,1599,473,682,921,228,225,146,205
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE TREATED WITHIN 62 DAYS,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
ONS AREA ID (1),ODS CODE (2),ACCOUNTABLE PROVIDER,CARE SETTING (3),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
E18000008,RYR,WESTERN SUSSEX HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,144,122,22,84.72%,,47,14,20.5,40.5,1.5,9,6.5,5
E18000007,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,84,72,12,85.71%,,22,13.5,15,21.5,1,6,3.5,1.5
E18000002,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,6,6,0,100.00%,,6,0,0,0,0,0,0,0
E18000005,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,136,117,19,86.03%,,45,11,23,38,8.5,4,4,2.5
E18000002,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,104.5,89.5,15,85.65%,,27.5,16,23.5,22.5,7,4,2,2
E18000009,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,89,78,11,87.64%,,22.5,14,20,21.5,1,4,3,3
E18000001,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,91.5,78,13.5,85.25%,,26.5,11,17,23.5,3.5,2.5,1.5,6
E18000002,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,132,98,34,74.24%,,29.5,17.5,18,33,14.5,9.5,5,5
E18000002,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,90.5,71.5,19,79.01%,,17,8,14,32.5,3,9,4,3
E18000005,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,76,66,10,86.84%,,12,14.5,10,29.5,1.5,4,2.5,2
E18000008,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,87.5,66,21.5,75.43%,,39,4.5,5,17.5,9.5,5,4,3
E18000003,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,103,94.5,8.5,91.75%,,22,11.5,28.5,32.5,1.5,1,2,4
E18000008,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,118.5,83.5,35,70.46%,,30.5,10.5,18.5,24,9,9,5.5,11.5
E18000004,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,151.5,118,33.5,77.89%,,43.5,12,20.5,42,11,5,6.5,11
E18000003,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,88.5,79.5,9,89.83%,,21.5,10.5,15,32.5,4,0.5,2.5,2
E18000002,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,41,34.5,6.5,84.15%,,7,4,11,12.5,3.5,1.5,0,1.5
E18000005,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,136,102.5,33.5,75.37%,,28,14,25,35.5,6.5,7.5,7,12.5
E18000002,RWJ,STOCKPORT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,40.5,34,6.5,83.95%,,8.5,5,7.5,13,3.5,1.5,0.5,1
E18000006,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,81,62.5,18.5,77.16%,,19,8,17,18.5,3.5,3.5,6,5.5
E18000006,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,65,53.5,11.5,82.31%,,15,12,20,6.5,5,2,4,0.5
E18000008,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,ALL CANCERS,114.5,96,18.5,83.84%,,21,10.5,24,40.5,3.5,6.5,1.5,7
E18000004,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,209,176,33,84.21%,,32,24,61.5,58.5,10,12,4.5,6.5
E18000004,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,147.5,107,40.5,72.54%,,40,18,20,29,7,8.5,8.5,16.5
E18000003,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,127,96.5,30.5,75.98%,,27,9.5,19,41,5.5,11,3.5,10.5
E18000002,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,113.5,91,22.5,80.18%,,29.5,11,20.5,30,8,8.5,1,5
E18000002,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,58,45,13,77.59%,,20,9.5,6,9.5,0.5,7,0.5,5
E18000002,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,46,38.5,7.5,83.70%,,15.5,6,6,11,2,3.5,1,1
E18000001,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62,51.5,10.5,83.06%,,5,13.5,11.5,21.5,3.5,1.5,2,3.5
E18000008,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,170.5,123.5,47,72.43%,,30.5,11.5,26,55.5,8,15.5,5,18.5
E18000007,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,57.5,36.5,21,63.48%,,14.5,4,3.5,14.5,4,8.5,2.5,6
E18000010,RVJ,NORTH BRISTOL NHS TRUST,ALL CARE,ALL CANCERS,121,96,25,79.34%,,32,15,15.5,33.5,11,3,4,7
E18000002,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70,63.5,6.5,90.71%,,26,7.5,10,20,2,2.5,0.5,1.5
E18000001,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,126,99.5,26.5,78.97%,,23.5,13.5,26.5,36,8,6.5,7.5,4.5
E18000008,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,95,84,11,88.42%,,28,10.5,16,29.5,4,2.5,2.5,2
E18000008,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,53,47,6,88.68%,,22.5,2,13,9.5,2,1,1.5,1.5
E18000009,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,211.5,180,31.5,85.11%,,74.5,23,36.5,46,3,9,9.5,10
E18000004,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,133,97.5,35.5,73.31%,,32.5,16,17,32,13,4.5,8,10
E18000001,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,49,43,6,87.76%,,17,5,9.5,11.5,1,3,1,1
E18000010,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,151.5,111,40.5,73.27%,,32,11,28.5,39.5,7,12,5.5,16
E18000001,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,169,145,24,85.80%,,56.5,14.5,22.5,51.5,7,10,1.5,5.5
E18000007,RT3,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,8.5,3,5.5,35.29%,,0,0,0.5,2.5,2,1,1,1.5
E18000007,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,78,54,24,69.23%,,16,4.5,11,22.5,6.5,4.5,2.5,10.5
E18000005,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,91.5,53.5,38,58.47%,,17,3.5,15,18,8,9.5,4.5,16
E18000005,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2,1.5,0.5,75.00%,,0,0,0,1.5,0,0.5,0,0
E18000002,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,42,37.5,4.5,89.29%,,13,6,6,12.5,2,0,0.5,2
E18000003,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,186,148,38,79.57%,,30,26.5,36.5,55,12,11,7.5,7.5
E18000001,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,54,43,11,79.63%,,16.5,5.5,10,11,2,4,2.5,2.5
E18000005,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,137.5,109,28.5,79.27%,,27.5,11,24,46.5,6,14,5.5,3
E18000007,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,20.5,16,4.5,78.05%,,6,0.5,5,4.5,3,1,0.5,0
E18000006,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,57.5,50,7.5,86.96%,,10.5,13,9.5,17,1,2,2.5,2
E18000006,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ALL CARE,ALL CANCERS,30.5,24.5,6,80.33%,,9,1.5,3,11,2,1,2.5,0.5
E18000007,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,16,15,1,93.75%,,8.5,2.5,0,4,0,0,0,1
E18000006,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,89,69,20,77.53%,,20,10.5,21,17.5,11.5,5,1.5,2
E18000002,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,43,37,6,86.05%,,14,4.5,10,8.5,1.5,1.5,0.5,2.5
E18000005,RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
E18000007,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,64,44.5,19.5,69.53%,,11.5,8,10.5,14.5,4.5,5.5,3.5,6
E18000008,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,32,28.5,3.5,89.06%,,14,4.5,6.5,3.5,0.5,1.5,0.5,1
E18000008,RPA,MEDWAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,69,60.5,8.5,87.68%,,17.5,7.5,16.5,19,3.5,1,2,2
E18000003,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,83.5,74.5,9,89.22%,,29,13.5,12,20,3,3.5,0.5,2
E18000010,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60.5,57,3.5,94.21%,,22,11,10,14,0.5,1,0.5,1.5
E18000004,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,85,65.5,19.5,77.06%,,13,9,18.5,25,6,7,3,3.5
E18000004,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,77.5,57.5,20,74.19%,,21,4,10.5,22,5,8,4.5,2.5
E18000002,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,81,53.5,27.5,66.05%,,19,10,8,16.5,6.5,10,3.5,7.5
E18000005,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,111,98.5,12.5,88.74%,,32.5,11,24,31,2.5,2,3,5
E18000008,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ALL CARE,ALL CANCERS,37.5,34,3.5,90.67%,,10.5,7,3,13.5,0.5,2,0.5,0.5
E18000009,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,78.5,68,10.5,86.62%,,26.5,9,17.5,15,4,2,2,2.5
E18000010,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,58.5,51,7.5,87.18%,,18,7,9,17,2,2,0.5,3
E18000002,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,49,45,4,91.84%,,14,7,11.5,12.5,2.5,1,0.5,0
E18000002,RMC,BOLTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60,53.5,6.5,89.17%,,20,10,9,14.5,3,1.5,1,1
E18000002,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50.5,42,8.5,83.17%,,13.5,5.5,9.5,13.5,2,3,1.5,2
E18000002,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70.5,59.5,11,84.40%,,11.5,15,11,22,3,5.5,2.5,0
E18000006,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,167,126.5,40.5,75.75%,,35,16.5,35.5,39.5,19.5,10.5,6,4.5
E18000005,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1.5,1.5,0,100.00%,,0,0,0,1.5,0,0,0,0
E18000005,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,34,31,3,91.18%,,14.5,4,3,9.5,2,0,0,1
E18000005,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,51,44,7,86.27%,,15.5,7.5,8.5,12.5,3.5,1,0,2.5
E18000001,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,76.5,65.5,11,85.62%,,20,7.5,10.5,27.5,1,5,2.5,2.5
E18000005,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,87.5,63,24.5,72.00%,,18.5,8,14,22.5,7,8,5.5,4
E18000005,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
E18000007,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,21,18,3,85.71%,,8,3.5,2,4.5,0,0,1,2
E18000005,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,106,87.5,18.5,82.55%,,21.5,7,16,43,4,4.5,3,7
E18000010,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,155,123.5,31.5,79.68%,,45,18,17,43.5,14,2.5,5,10
E18000004,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,66,54.5,11.5,82.58%,,19,8,14.5,13,2.5,4.5,0,4.5
E18000007,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,104.5,82.5,22,78.95%,,34,10,12,26.5,7.5,4,6.5,4
E18000002,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,55.5,47.5,8,85.59%,,17,4.5,9.5,16.5,2.5,1,1,3.5
E18000002,RJN,EAST CHESHIRE NHS TRUST,ALL CARE,ALL CANCERS,36.5,33.5,3,91.78%,,14.5,6,6,7,1.5,1.5,0,0
E18000003,RJL,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,78.5,67,11.5,85.35%,,11,9,13,34,0,5,1.5,5
E18000005,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,51.5,44,7.5,85.44%,,20.5,3,10,10.5,2.5,3.5,1,0.5
E18000005,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,169,135,34,79.88%,,52.5,15,21,46.5,8,8,8,10
E18000005,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0,0,0.5
E18000005,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,41.5,35.5,6,85.54%,,11,7,6,11.5,1,3,1,1
E18000007,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,76,60,16,78.95%,,12,7,17,24,1,8,1.5,5.5
E18000007,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ALL CARE,ALL CANCERS,68.5,53.5,15,78.10%,,16,7,17,13.5,5.5,2.5,2.5,4.5
E18000007,RJ2,LEWISHAM HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,93,75,18,80.65%,,22.5,4.5,13.5,34.5,7,6,2,3
E18000007,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,134.5,95.5,39,71.00%,,20.5,9,22,44,8.5,10.5,10.5,9.5
E18000009,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,108,82,26,75.93%,,35,7,21,19,5,10.5,4,6.5
E18000009,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,146.5,122,24.5,83.28%,,27,11,25,59,6.5,7,5.5,5.5
E18000003,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,151.5,125,26.5,82.51%,,24,16.5,34.5,50,8,5,5.5,8
E18000009,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,147.5,129,18.5,87.46%,,39.5,22,31,36.5,10,4,1,3.5
E18000010,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,177,128.5,48.5,72.60%,,47.5,22.5,22,36.5,11.5,12.5,10,14.5
E18000006,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,117,92.5,24.5,79.06%,,33.5,14.5,24,20.5,4.5,5.5,6,8.5
E18000006,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,55.5,54,1.5,97.30%,,16.5,6,13,18.5,0.5,0.5,0,0.5
E18000006,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,93.5,78,15.5,83.42%,,31,9,22.5,15.5,5.5,3,3,4
E18000006,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70.5,62,8.5,87.94%,,25,5.5,9.5,22,4,1.5,2,1
