62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: January 2017,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42.5,33,9.5,77.65%,,19,1,7,6,6,2.5,0.5,0.5
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,ALL CANCERS,60,44,16,73.33%,,13,5,3,23,8,4,1,3
,RBK,WALSALL HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,9,7,2,77.78%,,2,0,1,4,0,2,0,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12,10,2,83.33%,,4.5,0.5,2,3,1,0.5,0.5,0
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,32.5,26,6.5,80.00%,,12,1.5,5,7.5,2.5,0.5,0.5,3
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,15,1,93.75%,,2,2,6,5,0,0.5,0.5,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,78,66,12,84.62%,,35,3,12,16,3.5,4,1,3.5
,RA3,WESTON AREA HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,12.5,7.5,5,60.00%,,1,1,2,3.5,4,1,0,0
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,23,7.5,75.41%,,10,2,3.5,7.5,2,1.5,0,4
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,67,39,28,58.21%,,27,4,2,6,7,9,4,8
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,24,22.5,1.5,93.75%,,8,0.5,5.5,8.5,1,0,0,0.5
,RLQ,WYE VALLEY NHS TRUST,NON-ADMITTED,ALL CANCERS,16.5,12,4.5,72.73%,,4,1,3,4,0.5,1,0,3
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14,12,2,85.71%,,8,0,1,3,0,1.5,0.5,0
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,48.5,43,5.5,88.66%,,17,11,7.5,7.5,3.5,0.5,1,0.5
,AQK,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,12,12,0,100.00%,,11,0,0,1,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,12.5,9.5,3,76.00%,,7,0.5,1.5,0.5,1.5,1,0.5,0
,NVM,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0.5,0,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,2,1.5,0.5,75.00%,,0.5,0,0,1,0.5,0,0,0
,NYT,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,9,9,0,100.00%,,8,1,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,ALL CANCERS,4599,3716,883,80.80%,,1435,425,697,1159,305,229,141,208
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59,46.5,12.5,78.81%,,8.5,8.5,12.5,17,3,3.5,3,3
,RCF,AIREDALE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,41.5,35.5,6,85.54%,,13.5,7,4.5,10.5,2,1.5,2,0.5
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59,50.5,8.5,85.59%,,14.5,4,11.5,20.5,3,1.5,1,3
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,ALL CANCERS,139.5,98,41.5,70.25%,,25.5,12,19.5,41,7.5,6.5,9,18.5
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,41,38.5,2.5,93.90%,,14,7,9,8.5,1,1,0.5,0
,R1H,BARTS HEALTH NHS TRUST,ALL CARE,ALL CANCERS,108,91.5,16.5,84.72%,,20.5,10,21,40,7,5,3.5,1
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,77.5,52,25.5,67.10%,,22,3,4,23,10.5,4,4.5,6.5
,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,46.5,40,6.5,86.02%,,14,6,6,14,3.5,1.5,1.5,0
,RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1.5,1.5,0,100.00%,,0,0,0,1.5,0,0,0,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,77.5,65,12.5,83.87%,,25.5,8.5,11.5,19.5,0.5,9,2,1
,RMC,BOLTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,43.5,42,1.5,96.55%,,13.5,3,8,17.5,1,0,0.5,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80.5,62.5,18,77.64%,,15,5,21.5,21,10,4.5,2,1.5
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,5,5,0,100.00%,,4,0,0,1,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,139.5,109,30.5,78.14%,,39.5,11,18.5,40,8,10.5,6.5,5.5
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,86.5,72,14.5,83.24%,,24,9,18.5,20.5,3.5,4,4,3
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,51.5,44,7.5,85.44%,,13,7,11.5,12.5,2,1.5,0.5,3.5
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,84.5,76,8.5,89.94%,,32,8,14,22,2.5,4.5,0,1.5
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,125,102,23,81.60%,,38,16.5,13.5,34,6,8,4,5
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,37.5,28,9.5,74.67%,,6.5,1,3.5,17,2.5,3,0,4
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,44,38,6,86.36%,,6,9,7,16,3,2,0,1
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,68.5,49.5,19,72.26%,,15.5,5,8,21,8.5,4.5,4,2
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,64,54,10,84.38%,,15.5,8,12.5,18,5,2,1.5,1.5
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,112,75.5,36.5,67.41%,,25,16,14.5,20,13.5,9,4.5,9.5
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,65,57,8,87.69%,,19,9.5,8.5,20,1,1,1.5,4.5
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,100.5,87,13.5,86.57%,,19,9,25,34,6.5,4.5,1.5,1
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ALL CARE,ALL CANCERS,43.5,38.5,5,88.51%,,12,7.5,4,15,1.5,1.5,0.5,1.5
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ALL CARE,ALL CANCERS,42,33.5,8.5,79.76%,,5,3,6,19.5,2,3,3,0.5
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,113.5,83.5,30,73.57%,,17,18,14.5,34,8,9,5,8
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62,53,9,85.48%,,13,8,9.5,22.5,5.5,2,1,0.5
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,56,45.5,10.5,81.25%,,15,5,10,15.5,4,5,0,1.5
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,125,80.5,44.5,64.40%,,32.5,13.5,13.5,21,12,9,5.5,18
,RJN,EAST CHESHIRE NHS TRUST,ALL CARE,ALL CANCERS,39.5,33.5,6,84.81%,,10,6.5,5,12,3,0.5,2.5,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,179.5,109,70.5,60.72%,,34,6,18.5,50.5,26.5,15,17,12
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,105.5,92.5,13,87.68%,,26,14.5,19.5,32.5,3.5,1.5,6,2
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,128.5,101,27.5,78.60%,,39,7,17.5,37.5,4.5,6.5,4.5,12
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,51,43,8,84.31%,,14,6.5,6,16.5,2,1,2,3
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,137.5,121,16.5,88.00%,,34,13.5,26,47.5,7,3,2.5,4
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,65.5,57,8.5,87.02%,,23,9.5,8,16.5,4.5,2.5,0.5,1
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,30,22.5,7.5,75.00%,,5,2,6,9.5,2.5,1.5,0,3.5
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,145.5,92,53.5,63.23%,,24.5,10.5,13.5,43.5,20.5,5,5,23
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61.5,52.5,9,85.37%,,17,3.5,13.5,18.5,3.5,3,0,2.5
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,106.5,71,35.5,66.67%,,12,8,18,33,9.5,11,4.5,10.5
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,107,93,14,86.92%,,36,6.5,22.5,28,5.5,4.5,2.5,1.5
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,37.5,34.5,3,92.00%,,13,3.5,5,13,0,1.5,1,0.5
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,157,134.5,22.5,85.67%,,17.5,19,38,60,5.5,8,1,8
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ALL CARE,ALL CANCERS,44,39,5,88.64%,,14,2,10,13,2,0.5,2,0.5
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,20.5,18,2.5,87.80%,,8.5,1,3.5,5,1,1,0.5,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,144.5,102,42.5,70.59%,,27,8.5,22.5,44,10.5,12.5,8,11.5
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,73.5,56,17.5,76.19%,,10,3,15,28,4.5,5.5,2,5.5
,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,102.5,90.5,12,88.29%,,22,16,24,28.5,6,1,2,3
,R1F,ISLE OF WIGHT NHS TRUST,ALL CARE,ALL CANCERS,32,27.5,4.5,85.94%,,16,1.5,5,5,1,3,0.5,0
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63.5,56,7.5,88.19%,,18,6,7.5,24.5,4.5,1.5,0.5,1
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50.5,41.5,9,82.18%,,13,4.5,9,15,3,3.5,1,1.5
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,120,103,17,85.83%,,34.5,9,24.5,35,7,3,3,4
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,49,46.5,2.5,94.90%,,21.5,4,9.5,11.5,0.5,1.5,0,0.5
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,120.5,86.5,34,71.78%,,27.5,14.5,15.5,29,12.5,13,4.5,4
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,174.5,134,40.5,76.79%,,28,17,45,44,18.5,7.5,9,5.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ALL CARE,ALL CANCERS,66.5,50.5,16,75.94%,,15,8,11.5,16,4,3.5,2.5,6
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,16.5,13.5,3,81.82%,,2.5,1,4,6,1,1,0.5,0.5
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,14.5,12,2.5,82.76%,,0,1,1,10,0,1,1,0.5
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,74.5,56,18.5,75.17%,,11,6,12.5,26.5,6.5,5,2.5,4.5
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,66.5,62,4.5,93.23%,,24,6.5,14,17.5,1.5,0.5,1,1.5
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,ALL CANCERS,99.5,70.5,29,70.85%,,14,4,17.5,35,7.5,6,5,10.5
,RPA,MEDWAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52.5,40,12.5,76.19%,,7.5,12,8,12.5,3.5,5,2,2
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48,45.5,2.5,94.79%,,24.5,4.5,7.5,9,1.5,0.5,0,0.5
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,110.5,78,32.5,70.59%,,16,13,19.5,29.5,16,8,2,6.5
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,112,94,18,83.93%,,22.5,10.5,20,41,9.5,0,3.5,5
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,44,39.5,4.5,89.77%,,14,4,4,17.5,1,2.5,0.5,0.5
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,164.5,121,43.5,73.56%,,36,13,25.5,46.5,13,14.5,5,11
,RVJ,NORTH BRISTOL NHS TRUST,ALL CARE,ALL CANCERS,164.5,146.5,18,89.06%,,51.5,18.5,32,44.5,3,7.5,2.5,5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,65,54,11,83.08%,,15,8,15,16,3.5,1,4,2.5
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,28,25,3,89.29%,,4,5,3,13,0.5,1.5,0,1
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48.5,38.5,10,79.38%,,13.5,4,10,11,5,2.5,2.5,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,87,70,17,80.46%,,16,12.5,12,29.5,3.5,3,4,6.5
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,50,42.5,7.5,85.00%,,13,9,7,13.5,2.5,4,0.5,0.5
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80.5,57,23.5,70.81%,,8,6,15,28,7,4.5,6,6
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62,55.5,6.5,89.52%,,13,6.5,10.5,25.5,1.5,1,1.5,2.5
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,154,113.5,40.5,73.70%,,34,17,20.5,42,7.5,12.5,2.5,18
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,194,128.5,65.5,66.24%,,46.5,14,19,49,22.5,16,12.5,14.5
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2.5,2,0.5,80.00%,,0,0,1,1,0,0,0,0.5
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,97,83,14,85.57%,,20,14.5,14.5,34,9,2.5,1,1.5
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,83.5,72,11.5,86.23%,,22,7,18,25,1,4.5,1.5,4.5
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,166,125,41,75.30%,,52,19.5,23.5,30,14.5,11.5,2.5,12.5
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,85,76,9,89.41%,,32.5,8.5,4,31,2.5,3,1,2.5
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,132,114,18,86.36%,,30,8.5,27,48.5,8.5,6,2.5,1
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,22,19,3,86.36%,,3.5,4,7,4.5,1,0,1,1
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,118,97,21,82.20%,,33,11,16.5,36.5,8,4,3,6
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,5,1,4,20.00%,,0,0,0.5,0.5,1,0,2,1
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,122,105,17,86.07%,,60,14,14,17,6,4.5,2.5,4
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,165,134,31,81.21%,,46.5,24.5,26.5,36.5,10.5,7,5,8.5
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,118,96.5,21.5,81.78%,,31,9,20.5,36,6.5,6.5,4,4.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,53,45.5,7.5,85.85%,,17,6,9.5,13,3.5,1,1,2
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,4.5,4,0.5,88.89%,,0,0,1,3,0,0,0,0.5
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,68,52,16,76.47%,,4.5,9,10,28.5,3.5,1.5,4.5,6.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,71.5,59,12.5,82.52%,,26.5,4,10.5,18,9,1,1.5,1
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70.5,63.5,7,90.07%,,31,6,10,16.5,2.5,3,1.5,0
,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48,36,12,75.00%,,10,6,7,13,4.5,3.5,3,1
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,54,46,8,85.19%,,7,4,14,21,2.5,2,2,1.5
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,173.5,130,43.5,74.93%,,46.5,13,23,47.5,14,10.5,9,10
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,77.5,66,11.5,85.16%,,17.5,10,9,29.5,4,4,0.5,3
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,132.5,104,28.5,78.49%,,28,22,19,35,14.5,3,4,7
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,140,115.5,24.5,82.50%,,27.5,23,32,33,10,7.5,5.5,1.5
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,9,7,2,77.78%,,1.5,0,1,4.5,1.5,0.5,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,54.5,42.5,12,77.98%,,14,5,9,14.5,6.5,2.5,2,1
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70.5,54.5,16,77.30%,,14.5,3,15,22,5,4,2.5,4.5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,31.5,27,4.5,85.71%,,6,2.5,6.5,12,2,2,0.5,0
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,69,60.5,8.5,87.68%,,13,6.5,19,22,4,2.5,0.5,1.5
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,73.5,65.5,8,89.12%,,32.5,4.5,15.5,13,2,2.5,1.5,2
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,49.5,45,4.5,90.91%,,10,5.5,8.5,21,1,1.5,1.5,0.5
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,82.5,72.5,10,87.88%,,22,9,18.5,23,3.5,1.5,2,3
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,40.5,37.5,3,92.59%,,16.5,4,6.5,10.5,1,0.5,0.5,1
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70,52.5,17.5,75.00%,,9,7.5,15.5,20.5,3.5,9,3.5,1.5
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,75.5,54,21.5,71.52%,,3.5,2.5,14.5,33.5,8.5,5,4.5,3.5
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,43,27.5,15.5,63.95%,,6,3,6.5,12,3,5,2,5.5
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,71,60.5,10.5,85.21%,,19,7,12.5,22,4,3.5,1,2
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,53,46,7,86.79%,,15.5,5.5,12,13,1.5,2,0.5,3
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,160.5,137.5,23,85.67%,,50,11,26,50.5,7.5,3.5,4,8
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,52.5,48,4.5,91.43%,,16.5,8,11.5,12,3,1,0,0.5
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,61.5,51.5,10,83.74%,,22,8,9,12.5,3.5,2.5,1.5,2.5
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,36.5,30,6.5,82.19%,,14,1,6.5,8.5,3,0.5,2,1
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,121,101,20,83.47%,,29,22.5,24.5,25,6.5,8,4,1.5
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,49.5,33.5,16,67.68%,,7.5,6,7.5,12.5,5.5,4.5,1.5,4.5
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,6,4.5,1.5,75.00%,,0,1,1,2.5,1,0,0.5,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,79,58,21,73.42%,,18,4,11,25,7.5,5,4,4.5
