62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: November 2016,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,ALL CANCERS,79,64,15,81.01%,,26,10,20,8,2,5,4,4
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37,32.5,4.5,87.84%,,18,5,2,7.5,3,0,1,0.5
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,ALL CANCERS,68,48,20,70.59%,,18,5,14,11,3,6,3,8
,RBK,WALSALL HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,8,7,1,87.50%,,2,0,1,4,0,1,0,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14.5,12,2.5,82.76%,,4.5,1.5,0,6,1.5,0.5,0,0.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,40,35.5,4.5,88.75%,,13.5,7,6.5,8.5,0.5,2,0,2
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,24.5,1.5,94.23%,,10,3,6,5.5,0,0.5,1,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,58,53,5,91.38%,,25,6,6,16,0.5,3,1,0.5
,RA3,WESTON AREA HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,15,10,5,66.67%,,2,3,1,4,2,0.5,1,1.5
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,25,5.5,81.97%,,9.5,1,3.5,11,1.5,2.5,0.5,1
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,79.5,59,20.5,74.21%,,39,5,6,9,2,7.5,5,6
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,10.5,10,0.5,95.24%,,3.5,2,2,2.5,0,0.5,0,0
,RLQ,WYE VALLEY NHS TRUST,NON-ADMITTED,ALL CANCERS,20.5,18,2.5,87.80%,,7,5,3,3,1,1.5,0,0
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,21,3.5,85.71%,,5,3,5,8,3,0.5,0,0
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,62.5,53.5,9,85.60%,,30,5,11,7.5,4,2,2,1
,AQK,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,16,16,0,100.00%,,14,2,0,0,0,0,0,0
,NQT,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,1.5,1,0.5,66.67%,,0,0.5,0.5,0,0,0,0,0.5
,NV3,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,7.5,6,1.5,80.00%,,3.5,1.5,0.5,0.5,0.5,1,0,0
,NVM,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,3.5,3,0.5,85.71%,,1,0,1,1,0,0.5,0,0
,NYT,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,4,4,0,100.00%,,4,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,ALL CANCERS,4877,4082,795,83.70%,,1785,553,692,1052,247,209,127,212
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59,51.5,7.5,87.29%,,18,8.5,9,16,1.5,3,1,2
,RCF,AIREDALE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,43,40,3,93.02%,,17,6,5.5,11.5,1.5,1.5,0,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,76.5,70,6.5,91.50%,,27,4.5,13,25.5,0.5,3.5,0.5,2
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,ALL CANCERS,103,79,24,76.70%,,25,9.5,17.5,27,3,4.5,5,11.5
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50.5,48,2.5,95.05%,,16,12,12,8,2.5,0,0,0
,R1H,BARTS HEALTH NHS TRUST,ALL CARE,ALL CANCERS,128,109.5,18.5,85.55%,,30.5,10,20,49,2.5,4.5,6,5.5
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,84.5,59,25.5,69.82%,,23.5,5.5,8,22,7.5,3.5,6.5,8
,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,66,54.5,11.5,82.58%,,20,8,12,14.5,4.5,3.5,1.5,2
,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,3.5,2.5,1,71.43%,,0,0.5,0,2,0,0,1,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,76.5,65.5,11,85.62%,,25.5,6,13.5,20.5,1.5,1,4.5,4
,RMC,BOLTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,68,65.5,2.5,96.32%,,26,9,7,23.5,0.5,0.5,0.5,1
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,94.5,78.5,16,83.07%,,27,8,21.5,22,6.5,5.5,0.5,3.5
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,0,0,0.5,0.5,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,114,86.5,27.5,75.88%,,38.5,10,13.5,24.5,9,9.5,2.5,6.5
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,87.5,74,13.5,84.57%,,29,9,15,21,6,4,2,1.5
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,41.5,25,16.5,60.24%,,8,4,4,9,4.5,6,2,4
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70,62.5,7.5,89.29%,,31,6,12.5,13,1,2,1.5,3
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,140.5,111,29.5,79.00%,,41.5,21,15.5,33,9,10,2.5,8
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59,46.5,12.5,78.81%,,10.5,10.5,10.5,15,4,2,2,4.5
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48.5,39.5,9,81.44%,,7.5,8,5,19,1.5,2,1.5,4
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,73,64,9,87.67%,,21.5,12,12.5,18,1.5,3,1.5,3
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81.5,72,9.5,88.34%,,23,9,16.5,23.5,2,2.5,0,5
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,114.5,90,24.5,78.60%,,31,15.5,8,35.5,11,5,4,4.5
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,72.5,60.5,12,83.45%,,18.5,11,15.5,15.5,4.5,1,3.5,3
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,117,94.5,22.5,80.77%,,41.5,11,13.5,28.5,6,6.5,2,8
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ALL CARE,ALL CANCERS,66,55.5,10.5,84.09%,,18.5,9,12.5,15.5,5,2,0.5,3
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ALL CARE,ALL CANCERS,44.5,37.5,7,84.27%,,11,5,8.5,13,0,5,1,1
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,141.5,103,38.5,72.79%,,34,19,11.5,38.5,7.5,13,8,10
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,78.5,67.5,11,85.99%,,21,9,16.5,21,4,2,2,3
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,53.5,48,5.5,89.72%,,13,7,7.5,20.5,2.5,1.5,0,1.5
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,132,89,43,67.42%,,42.5,10,11,25.5,11.5,7,7,17.5
,RJN,EAST CHESHIRE NHS TRUST,ALL CARE,ALL CANCERS,26,23,3,88.46%,,9.5,3,5.5,5,1,2,0,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,205.5,150.5,55,73.24%,,46.5,21.5,32,50.5,11,8.5,13.5,22
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,101.5,95,6.5,93.60%,,39,12.5,14,29.5,1,1,3,1.5
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,125.5,98.5,27,78.49%,,32.5,16,9.5,40.5,11,5.5,1.5,9
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,59,53,6,89.83%,,17.5,5,14.5,16,0,3,1,2
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,131.5,119,12.5,90.49%,,50,25.5,17.5,26,2,4,2,4.5
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57.5,52.5,5,91.30%,,23,8,13.5,8,1,2.5,1.5,0
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,32.5,26,6.5,80.00%,,5.5,5.5,5.5,9.5,2.5,2.5,0,1.5
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,175,139,36,79.43%,,42.5,20.5,25,51,10.5,4,4,17.5
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59.5,51,8.5,85.71%,,9.5,8.5,16.5,16.5,2.5,1.5,4.5,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,128,87.5,40.5,68.36%,,13.5,8,22,44,13.5,10,5.5,11.5
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,114.5,98.5,16,86.03%,,43,12,19,24.5,6.5,3,2,4.5
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,55.5,52.5,3,94.59%,,30,4,8,10.5,1,2,0,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,138,126,12,91.30%,,36,17.5,28,44.5,6.5,2,0,3.5
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ALL CARE,ALL CANCERS,35.5,28.5,7,80.28%,,13,4,3.5,8,2.5,2,2,0.5
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,26.5,20.5,6,77.36%,,7,3,3.5,7,3,1,0.5,1.5
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,143,101.5,41.5,70.98%,,35.5,10,22.5,33.5,9.5,15.5,9.5,7
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,87,71.5,15.5,82.18%,,21,5.5,10.5,34.5,4,4.5,2,5
,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,101.5,87.5,14,86.21%,,31,15,16,25.5,3,2,1.5,7.5
,R1F,ISLE OF WIGHT NHS TRUST,ALL CARE,ALL CANCERS,50,46.5,3.5,93.00%,,23,3,8,12.5,0.5,0.5,1,1.5
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63,53.5,9.5,84.92%,,15.5,9,12.5,16.5,1.5,2,2.5,3.5
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,71,66,5,92.96%,,16,9,10.5,30.5,0,1,1,3
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,122.5,102.5,20,83.67%,,31.5,18,16.5,36.5,8.5,7,3.5,1
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,51.5,48.5,3,94.17%,,31,6,3,8.5,1.5,0.5,1,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,123.5,102,21.5,82.59%,,34.5,17,21,29.5,5.5,4,5.5,6.5
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,197,155.5,41.5,78.93%,,31,24.5,37,63,10.5,10,10,11
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ALL CARE,ALL CANCERS,69.5,55,14.5,79.14%,,15.5,9,14.5,16,7.5,1.5,0.5,5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,11.5,11,0.5,95.65%,,5.5,2,2,1.5,0,0,0,0.5
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,18.5,15.5,3,83.78%,,1,1.5,2,11,0,0,2,1
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,66.5,60.5,6,90.98%,,11.5,10.5,16,22.5,1,1.5,2.5,1
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52.5,46,6.5,87.62%,,12,6,10.5,17.5,1.5,0.5,0.5,4
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,ALL CANCERS,91.5,61.5,30,67.21%,,15.5,6.5,14.5,25,16,4.5,2.5,7
,RPA,MEDWAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,90,64.5,25.5,71.67%,,11,18.5,18,17,7.5,4,5,9
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,65,60.5,4.5,93.08%,,25.5,6.5,14.5,14,1,1.5,0.5,1.5
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,107,82,25,76.64%,,20,14,12,36,8.5,7,4.5,5
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,129,104.5,24.5,81.01%,,23,10.5,19.5,51.5,8.5,5,6,5
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,68.5,56,12.5,81.75%,,22.5,4,14.5,15,2.5,2.5,4,3.5
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,174.5,139.5,35,79.94%,,41.5,22,23.5,52.5,14.5,8.5,6.5,5.5
,RVJ,NORTH BRISTOL NHS TRUST,ALL CARE,ALL CANCERS,150.5,134,16.5,89.04%,,50.5,22,25.5,36,2,7.5,1.5,5.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,73.5,64.5,9,87.76%,,28,8,16,12.5,6,1,2,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,29.5,28,1.5,94.92%,,4,3,7,14,0,0,0,1.5
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,88,81,7,92.05%,,32,18.5,14,16.5,1,3.5,0.5,2
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,92.5,75.5,17,81.62%,,17,14,18,26.5,5.5,2,5,4.5
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,55,48.5,6.5,88.18%,,26,3,9.5,10,2,2,2.5,0
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,77,62.5,14.5,81.17%,,15.5,7,6.5,33.5,4.5,6,2,2
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,77.5,66.5,11,85.81%,,21.5,7.5,12,25.5,2,5.5,3,0.5
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,165,132,33,80.00%,,38.5,20.5,32,41,8.5,6,3.5,15
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,185,138.5,46.5,74.86%,,51,16,34.5,37,10.5,16,9,11
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,5.5,4.5,1,81.82%,,1,0,0.5,3,0,0.5,0.5,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,104.5,93,11.5,89.00%,,33.5,12.5,21,26,4,3,3,1.5
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,96.5,77,19.5,79.79%,,24,7,18,28,6.5,7,2,4
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,153,117.5,35.5,76.80%,,44,18,24.5,31,11,6.5,8,10
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81,74,7,91.36%,,32,8.5,8.5,25,2,3.5,1,0.5
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,172.5,143.5,29,83.19%,,52.5,19,31,41,6.5,10,5,7.5
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,20,18,2,90.00%,,4.5,3.5,5,5,1,0,0,1
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,123,101.5,21.5,82.52%,,46.5,9,16.5,29.5,5.5,6.5,2.5,7
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,10,4.5,5.5,45.00%,,0.5,0.5,0.5,3,0,1,2,2.5
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,144,128,16,88.89%,,54,18,28,28,5,4,2,5
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,164.5,137,27.5,83.28%,,60,31.5,12.5,33,10,7,3.5,7
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,117.5,96.5,21,82.13%,,32,8.5,18,38,9,3,2.5,6.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,52,44.5,7.5,85.58%,,17,4.5,9.5,13.5,2,2.5,0.5,2.5
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,3.5,3.5,0,100.00%,,0,0,1,2.5,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,75.5,59.5,16,78.81%,,13.5,11,10,25,3.5,1.5,2.5,8.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,89,77,12,86.52%,,34,8,15.5,19.5,10,0.5,0.5,1
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,66,61.5,4.5,93.18%,,35.5,4,10,12,2,0.5,1,1
,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,46,43.5,2.5,94.57%,,6,8.5,18.5,10.5,1,0,1,0.5
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,72.5,62,10.5,85.52%,,17,10,15.5,19.5,3.5,3.5,2,1.5
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,174.5,131.5,43,75.36%,,47,22.5,25.5,36.5,12,13.5,7.5,10
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62.5,54,8.5,86.40%,,10,8.5,19.5,16,2.5,3.5,2,0.5
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,144,118,26,81.94%,,36,11,34.5,36.5,8,8.5,2.5,7
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,147,109,38,74.15%,,38,25,18.5,27.5,9,10,5,14
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,14,13,1,92.86%,,4,1.5,1,6.5,0,0,0,1
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50.5,45,5.5,89.11%,,10.5,8,13,13.5,5,0,0.5,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,79,55.5,23.5,70.25%,,20,8,13,14.5,8,6,4,5.5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,47,36.5,10.5,77.66%,,7.5,6.5,11,11.5,5,2.5,0,3
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70,56,14,80.00%,,13.5,9.5,14.5,18.5,2,3,4,5
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,72,62.5,9.5,86.81%,,19.5,14,6,23,1,3.5,2.5,2.5
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,44.5,40.5,4,91.01%,,10.5,10.5,6.5,13,2,2,0,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,93,83.5,9.5,89.78%,,23.5,23,20,17,5,0,1.5,3
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,43.5,40,3.5,91.95%,,11.5,7,8,13.5,0,1.5,1,1
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,117.5,101,16.5,85.96%,,30,29,30,12,4,6,5,1.5
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,72,52,20,72.22%,,2.5,4.5,11,34,7,6.5,2.5,4
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52,35,17,67.31%,,4.5,4,5,21.5,5.5,4.5,3,4
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,83,71,12,85.54%,,18,9,15,29,3,5,1.5,2.5
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,37.5,32,5.5,85.33%,,15,6,4,7,1,2.5,2,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,162,144,18,88.89%,,53,16,29,46,5,4.5,3,5.5
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,56.5,54.5,2,96.46%,,15,11,16,12.5,0.5,1,0,0.5
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,70,61,9,87.14%,,25,9,10.5,16.5,2,2,3.5,1.5
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,0,0,1,0,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,53,45,8,84.91%,,18.5,6.5,8.5,11.5,2,3.5,1,1.5
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,110.5,98,12.5,88.69%,,38,16.5,19,24.5,1,2.5,4,5
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62,48.5,13.5,78.23%,,8,6.5,10.5,23.5,3,4.5,2,4
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,0,0,0.5,0.5,0,0,0,0
