31-DAY (DIAGNOSIS TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,
PERIOD: June 2015,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,
Footnotes: See bottom of page,,,,,,,,,,,,,,
"Percentage data was in decimal, so converted",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE TREATED WITHIN 31 DAYS,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,
E18000002,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,147,147,0,100,,147,0,0,0,0
E18000002,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,117,114,3,97.43589744,,114,1,0,1,1
E18000002,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,76,76,0,100,,76,0,0,0,0
E18000001,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,114,114,0,100,,114,0,0,0,0
E18000008,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,256,246,10,96.09375,,246,3,1,3,3
E18000007,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,63,63,0,100,,63,0,0,0,0
E18000010,RVJ,NORTH BRISTOL NHS TRUST,ALL CARE,ALL CANCERS,248,229,19,92.33870968,,229,6,9,2,2
E18000002,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,169,168,1,99.40828402,,168,1,0,0,0
E18000001,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,258,252,6,97.6744186,,252,2,1,3,0
E18000008,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,148,147,1,99.32432432,,147,0,1,0,0
E18000008,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,86,83,3,96.51162791,,83,1,0,1,1
E18000009,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,385,379,6,98.44155844,,379,3,3,0,0
E18000004,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,274,263,11,95.98540146,,263,5,3,2,1
E18000001,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,115,115,0,100,,115,0,0,0,0
E18000010,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,301,300,1,99.66777409,,300,1,0,0,0
E18000001,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,458,442,16,96.50655022,,442,6,6,3,1
E18000007,RT3,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,35,35,0,100,,35,0,0,0,0
E18000007,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,260,234,26,90,,234,3,9,8,6
E18000005,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,294,267,27,90.81632653,,267,10,4,9,4
E18000005,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,12,12,0,100,,12,0,0,0,0
E18000002,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,78,76,2,97.43589744,,76,2,0,0,0
E18000003,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,504,491,13,97.42063492,,491,6,4,1,2
E18000001,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,116,115,1,99.13793103,,115,0,0,0,1
E18000005,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,290,287,3,98.96551724,,287,0,3,0,0
E18000007,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,28,28,0,100,,28,0,0,0,0
E18000006,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,105,103,2,98.0952381,,103,1,0,0,1
E18000006,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ALL CARE,ALL CANCERS,45,45,0,100,,45,0,0,0,0
E18000007,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,32,32,0,100,,32,0,0,0,0
E18000006,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,179,163,16,91.06145251,,163,8,4,2,2
E18000002,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,128,124,4,96.875,,124,2,1,0,1
E18000005,RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,17,17,0,100,,17,0,0,0,0
E18000007,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,246,245,1,99.59349593,,245,1,0,0,0
E18000008,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,76,75,1,98.68421053,,75,0,1,0,0
E18000008,RPA,MEDWAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,119,116,3,97.4789916,,116,0,2,1,0
E18000007,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,4,4,0,100,,4,0,0,0,0
E18000003,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,176,173,3,98.29545455,,173,0,1,1,1
E18000007,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,6,6,0,100,,6,0,0,0,0
E18000010,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,103,102,1,99.02912621,,102,1,0,0,0
E18000004,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,153,148,5,96.73202614,,148,5,0,0,0
E18000004,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,131,131,0,100,,131,0,0,0,0
E18000002,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,126,121,5,96.03174603,,121,2,0,3,0
E18000005,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,175,175,0,100,,175,0,0,0,0
E18000008,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ALL CARE,ALL CANCERS,90,90,0,100,,90,0,0,0,0
E18000009,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,161,161,0,100,,161,0,0,0,0
E18000010,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,136,132,4,97.05882353,,132,1,3,0,0
E18000002,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,69,68,1,98.55072464,,68,1,0,0,0
E18000002,RMC,BOLTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,110,110,0,100,,110,0,0,0,0
E18000002,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,110,105,5,95.45454545,,105,1,1,2,1
E18000002,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,195,190,5,97.43589744,,190,2,1,1,1
E18000006,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,385,373,12,96.88311688,,373,6,2,1,3
E18000005,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,5,5,0,100,,5,0,0,0,0
E18000005,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,65,65,0,100,,65,0,0,0,0
E18000005,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,77,76,1,98.7012987,,76,1,0,0,0
E18000001,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,183,181,2,98.90710383,,181,0,1,1,0
E18000005,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,210,203,7,96.66666667,,203,4,3,0,0
E18000005,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,3,3,0,100,,3,0,0,0,0
E18000007,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,32,32,0,100,,32,0,0,0,0
E18000005,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,211,209,2,99.0521327,,209,1,0,1,0
E18000010,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,329,318,11,96.65653495,,318,2,5,2,2
E18000004,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,116,115,1,99.13793103,,115,0,1,0,0
E18000007,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,233,232,1,99.57081545,,232,0,1,0,0
E18000002,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,91,88,3,96.7032967,,88,2,1,0,0
E18000002,RJN,EAST CHESHIRE NHS TRUST,ALL CARE,ALL CANCERS,64,61,3,95.3125,,61,2,1,0,0
E18000003,RJL,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,139,138,1,99.28057554,,138,0,0,1,0
E18000005,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70,69,1,98.57142857,,69,0,0,0,1
E18000005,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,317,299,18,94.32176656,,299,8,6,2,2
E18000005,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,75,73,2,97.33333333,,73,1,1,0,0
E18000007,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,126,124,2,98.41269841,,124,0,2,0,0
E18000007,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ALL CARE,ALL CANCERS,69,69,0,100,,69,0,0,0,0
E18000007,RJ2,LEWISHAM HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,118,118,0,100,,118,0,0,0,0
E18000007,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,334,320,14,95.80838323,,320,4,6,2,2
E18000009,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,182,174,8,95.6043956,,174,2,5,1,0
E18000009,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,290,280,10,96.55172414,,280,2,7,1,0
E18000003,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,477,464,13,97.27463312,,464,8,4,1,0
E18000009,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,320,311,9,97.1875,,311,2,6,0,1
E18000010,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,321,284,37,88.47352025,,284,7,14,10,6
E18000006,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,252,236,16,93.65079365,,236,9,3,2,2
E18000006,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,117,117,0,100,,117,0,0,0,0
E18000006,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,175,172,3,98.28571429,,172,2,1,0,0
E18000006,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,114,114,0,100,,114,0,0,0,0
E18000006,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,129,128,1,99.2248062,,128,1,0,0,0
E18000006,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,15,15,0,100,,15,0,0,0,0
E18000007,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,56,56,0,100,,56,0,0,0,0
E18000004,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,121,120,1,99.17355372,,120,1,0,0,0
E18000003,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,72,71,1,98.61111111,,71,1,0,0,0
E18000003,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74,74,0,100,,74,0,0,0,0
E18000007,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,ALL CANCERS,197,192,5,97.46192893,,192,2,2,0,1
E18000002,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,8,8,0,100,,8,0,0,0,0
E18000002,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,36,36,0,100,,36,0,0,0,0
E18000002,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,227,221,6,97.35682819,,221,2,4,0,0
E18000002,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,122,122,0,100,,122,0,0,0,0
E18000010,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,257,252,5,98.05447471,,252,4,1,0,0
E18000001,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,25,25,0,100,,25,0,0,0,0
E18000010,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,185,173,12,93.51351351,,173,3,2,3,4
E18000006,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,197,184,13,93.40101523,,184,6,2,2,3
E18000006,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,134,134,0,100,,134,0,0,0,0
E18000009,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62,61,1,98.38709677,,61,0,0,0,1
E18000009,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,128,128,0,100,,128,0,0,0,0
E18000010,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,176,174,2,98.86363636,,174,2,0,0,0
E18000010,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,ALL CARE,ALL CANCERS,148,147,1,99.32432432,,147,0,0,1,0
E18000006,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,122,118,4,96.72131148,,118,4,0,0,0
E18000003,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,5,4,1,80,,4,0,1,0,0
E18000003,RCF,AIREDALE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61,61,0,100,,61,0,0,0,0
E18000003,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80,80,0,100,,80,0,0,0,0
E18000003,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,251,238,13,94.82071713,,238,7,5,0,1
E18000006,RC9,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,109,109,0,100,,109,0,0,0,0
E18000006,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,113,113,0,100,,113,0,0,0,0
E18000010,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,62,59,3,95.16129032,,59,1,0,1,1
E18000002,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,348,338,10,97.12643678,,338,7,1,2,0
E18000002,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,112,111,1,99.10714286,,111,1,0,0,0
E18000002,RBQ,LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,68,68,0,100,,68,0,0,0,0
E18000002,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,150,149,1,99.33333333,,149,0,1,0,0
E18000002,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,134,132,2,98.50746269,,132,0,2,0,0
E18000005,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,74,73,1,98.64864865,,73,0,0,1,0
E18000010,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,99,99,0,100,,99,0,0,0,0
E18000010,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,170,169,1,99.41176471,,169,0,0,0,1
E18000007,RAX,KINGSTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,79,77,2,97.46835443,,77,2,0,0,0
E18000007,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,72,71,1,98.61111111,,71,0,0,0,1
E18000007,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,47,45,2,95.74468085,,45,1,1,0,0
E18000007,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,16,16,0,100,,16,0,0,0,0
E18000007,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,206,206,0,100,,206,0,0,0,0
E18000006,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,191,187,4,97.90575916,,187,1,1,0,2
E18000003,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,145,145,0,100,,145,0,0,0,0
E18000010,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,185,182,3,98.37837838,,182,0,1,0,2
E18000010,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,213,203,10,95.30516432,,203,2,5,3,0
E18000010,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,92,92,0,100,,92,0,0,0,0
E18000010,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,51,51,0,100,,51,0,0,0,0
E18000008,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,185,184,1,99.45945946,,184,1,0,0,0
N/A,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,130,129,1,99.23076923,,129,0,1,0,0
E18000007,R1H,BARTS HEALTH NHS TRUST,ALL CARE,ALL CANCERS,214,207,7,96.72897196,,207,2,3,2,0
E18000009,R1F,ISLE OF WIGHT NHS TRUST,ALL CARE,ALL CANCERS,61,61,0,100,,61,0,0,0,0
N/A,NYT,ASSURA EAST RIDING LLP,ALL CARE,ALL CANCERS,8,8,0,100,,8,0,0,0,0
N/A,NVM,EPSOMEDICAL GROUP,ALL CARE,ALL CANCERS,7,7,0,100,,7,0,0,0,0
N/A,NV3,CIRCLE,ALL CARE,ALL CANCERS,59,59,0,100,,59,0,0,0,0
E18000002,5NM,HALTON AND ST HELENS PCT,ALL CARE,ALL CANCERS,3,3,0,100,,3,0,0,0,0
,,,,,,,,#DIV/0!,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,24100,23477,623,97.41493776,,23477,227,203,107,86
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SOURCE: CANCER WAITING TIMES DATABASE - CWT-db,,,,,,,,,,,,,,
NOTES:,,,,,,,,,,,,,,
(2) - ONS AREA ID is the unique code used to identify the Area Team by the Office for National Statistics. Where this is N/A it has not been possible to attribute a provider to an identified host organisation,,,,,,,,,,,,,,
(3) - ODS CODE is the unique code to identify the Provider (ODS = Organisational Data Service),,,,,,,,,,,,,,
(4) - CARE SETTING - relates either to patients who were ADMITTED to hospital for treatment - this includes ordinary admissions and day cases; patients who were NON-ADMITTED,,,,,,,,,,,,,,
"- which refers to outpatient activity, and treatment in other care settings; and ALL CARE which is the sum of ADMITTED and NON-ADMITTED patients",,,,,,,,,,,,,,
(5) ALL CANCERS refers to any case of diagnosed cancer regardless of cancer type,,,,,,,,,,,,,,
