31-DAY (DIAGNOSIS TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,
PERIOD: November 2016,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,127,122,5,96.06%,,122,3,1,1,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,319,300,19,94.04%,,300,11,3,1,4
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,192,191,1,99.48%,,191,1,0,0,0
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,100,98,2,98.00%,,98,0,1,1,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,306,304,2,99.35%,,304,1,1,0,0
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ALL CARE,ALL CANCERS,68,68,0,100.00%,,68,0,0,0,0
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,36,36,0,100.00%,,36,0,0,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,313,307,6,98.08%,,307,4,0,1,1
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,252,246,6,97.62%,,246,2,2,0,2
,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,201,198,3,98.51%,,198,1,1,1,0
,R1F,ISLE OF WIGHT NHS TRUST,ALL CARE,ALL CANCERS,83,82,1,98.80%,,82,0,0,1,0
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,101,101,0,100.00%,,101,0,0,0,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,124,122,2,98.39%,,122,1,0,0,1
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,246,239,7,97.15%,,239,5,2,0,0
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,90,90,0,100.00%,,90,0,0,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,304,288,16,94.74%,,288,10,3,1,2
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,554,537,17,96.93%,,537,7,6,4,0
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ALL CARE,ALL CANCERS,87,87,0,100.00%,,87,0,0,0,0
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,42,39,3,92.86%,,39,1,2,0,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,40,40,0,100.00%,,40,0,0,0,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,103,101,2,98.06%,,101,1,0,1,0
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,103,103,0,100.00%,,103,0,0,0,0
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,ALL CANCERS,186,178,8,95.70%,,178,5,0,2,1
,RPA,MEDWAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,139,132,7,94.96%,,132,3,0,4,0
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,99,99,0,100.00%,,99,0,0,0,0
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,211,196,15,92.89%,,196,8,6,1,0
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,229,223,6,97.38%,,223,3,2,0,1
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,92,91,1,98.91%,,91,1,0,0,0
,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,20,19,1,95.00%,,19,0,0,1,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,357,348,9,97.48%,,348,6,3,0,0
,RVJ,NORTH BRISTOL NHS TRUST,ALL CARE,ALL CANCERS,290,282,8,97.24%,,282,2,4,1,1
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,125,121,4,96.80%,,121,1,2,1,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,89,89,0,100.00%,,89,0,0,0,0
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,152,152,0,100.00%,,152,0,0,0,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,167,161,6,96.41%,,161,4,1,0,1
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,104,104,0,100.00%,,104,0,0,0,0
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,147,146,1,99.32%,,146,0,1,0,0
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,124,119,5,95.97%,,119,3,1,0,1
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,399,384,15,96.24%,,384,8,4,2,1
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,327,305,22,93.27%,,305,8,7,6,1
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,18,18,0,100.00%,,18,0,0,0,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,124,124,0,100.00%,,124,0,0,0,0
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,144,143,1,99.31%,,143,1,0,0,0
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,319,302,17,94.67%,,302,6,5,5,1
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,168,168,0,100.00%,,168,0,0,0,0
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,339,327,12,96.46%,,327,5,3,3,1
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,73,62,11,84.93%,,62,6,2,1,2
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,193,188,5,97.41%,,188,4,0,1,0
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,42,40,2,95.24%,,40,2,0,0,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,263,258,5,98.10%,,258,2,3,0,0
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,279,275,4,98.57%,,275,2,1,1,0
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,194,194,0,100.00%,,194,0,0,0,0
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,148,146,2,98.65%,,146,1,0,1,0
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,12,12,0,100.00%,,12,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,231,227,4,98.27%,,227,2,1,1,0
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,169,168,1,99.41%,,168,1,0,0,0
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,142,142,0,100.00%,,142,0,0,0,0
,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,101,98,3,97.03%,,98,1,1,1,0
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,145,142,3,97.93%,,142,1,1,1,0
,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,4,4,0,100.00%,,4,0,0,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,459,446,13,97.17%,,446,9,3,1,0
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,102,99,3,97.06%,,99,0,1,1,1
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,281,280,1,99.64%,,280,0,1,0,0
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,298,284,14,95.30%,,284,7,5,2,0
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,28,28,0,100.00%,,28,0,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,79,78,1,98.73%,,78,0,1,0,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,180,174,6,96.67%,,174,2,1,2,1
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,59,58,1,98.31%,,58,1,0,0,0
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,161,156,5,96.89%,,156,2,1,0,2
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,209,205,4,98.09%,,205,1,2,0,1
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57,56,1,98.25%,,56,0,0,0,1
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,136,130,6,95.59%,,130,3,0,3,0
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,56,54,2,96.43%,,54,0,1,1,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,238,236,2,99.16%,,236,2,0,0,0
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,284,277,7,97.54%,,277,4,2,0,1
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,214,211,3,98.60%,,211,2,1,0,0
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,161,159,2,98.76%,,159,2,0,0,0
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,68,67,1,98.53%,,67,1,0,0,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,437,426,11,97.48%,,426,2,3,3,3
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,117,117,0,100.00%,,117,0,0,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,100,99,1,99.00%,,99,1,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,86,84,2,97.67%,,84,0,1,1,0
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,226,222,4,98.23%,,222,2,1,0,1
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,228,224,4,98.25%,,224,2,1,1,0
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,5,5,0,100.00%,,5,0,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,220,208,12,94.55%,,208,1,1,2,8
,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,12,12,0,100.00%,,12,0,0,0,0
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,27,27,0,100.00%,,27,0,0,0,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,185,182,3,98.38%,,182,0,3,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,269,262,7,97.40%,,262,3,3,1,0
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,272,263,9,96.69%,,263,4,2,3,0
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,259,257,2,99.23%,,257,0,1,1,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,349,328,21,93.98%,,328,4,8,7,2
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,267,263,4,98.50%,,263,2,1,1,0
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,233,229,4,98.28%,,229,3,1,0,0
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,228,228,0,100.00%,,228,0,0,0,0
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,329,310,19,94.22%,,310,8,8,3,0
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,156,156,0,100.00%,,156,0,0,0,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,ALL CANCERS,365,342,23,93.70%,,342,13,5,4,1
,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,80,79,1,98.75%,,79,0,1,0,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,26,25,1,96.15%,,25,1,0,0,0
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,140,138,2,98.57%,,138,1,1,0,0
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,130,130,0,100.00%,,130,0,0,0,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,291,286,5,98.28%,,286,2,2,0,1
,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,53,53,0,100.00%,,53,0,0,0,0
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,121,116,5,95.87%,,116,2,3,0,0
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,278,263,15,94.60%,,263,3,6,1,5
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,93,92,1,98.92%,,92,1,0,0,0
,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,98,96,2,97.96%,,96,1,1,0,0
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,88,84,4,95.45%,,84,4,0,0,0
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,279,271,8,97.13%,,271,3,2,3,0
,AQK,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,26,25,1,96.15%,,25,1,0,0,0
,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,55,43,12,78.18%,,43,8,3,1,0
,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,4,4,0,100.00%,,4,0,0,0,0
,NYT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,6,6,0,100.00%,,6,0,0,0,0
,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,25251,24575,676,97.32%,,24575,305,190,109,72
