31-DAY (DIAGNOSIS TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,
PERIOD: January 2017,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,184,182,2,98.91%,,182,2,0,0,0
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,195,194,1,99.49%,,194,1,0,0,0
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,59,57,2,96.61%,,57,2,0,0,0
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,268,264,4,98.51%,,264,3,0,1,0
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,122,122,0,100.00%,,122,0,0,0,0
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,67,67,0,100.00%,,67,0,0,0,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,274,247,27,90.15%,,247,10,5,8,4
,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,16,16,0,100.00%,,16,0,0,0,0
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,130,125,5,96.15%,,125,3,2,0,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,285,265,20,92.98%,,265,8,4,4,4
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,209,208,1,99.52%,,208,0,1,0,0
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80,80,0,100.00%,,80,0,0,0,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,328,323,5,98.48%,,323,2,0,3,0
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ALL CARE,ALL CANCERS,65,62,3,95.38%,,62,2,0,0,1
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,28,28,0,100.00%,,28,0,0,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,318,311,7,97.80%,,311,2,3,2,0
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,223,214,9,95.96%,,214,2,3,2,2
,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,177,174,3,98.31%,,174,2,1,0,0
,R1F,ISLE OF WIGHT NHS TRUST,ALL CARE,ALL CANCERS,66,66,0,100.00%,,66,0,0,0,0
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,91,91,0,100.00%,,91,0,0,0,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,101,99,2,98.02%,,99,1,1,0,0
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,220,216,4,98.18%,,216,2,1,1,0
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81,80,1,98.77%,,80,0,1,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,279,263,16,94.27%,,263,7,6,3,0
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,442,419,23,94.80%,,419,15,5,2,1
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ALL CARE,ALL CANCERS,88,86,2,97.73%,,86,1,1,0,0
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48,48,0,100.00%,,48,0,0,0,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,29,28,1,96.55%,,28,1,0,0,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,105,104,1,99.05%,,104,0,1,0,0
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,110,110,0,100.00%,,110,0,0,0,0
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,ALL CANCERS,206,191,15,92.72%,,191,8,4,1,2
,RPA,MEDWAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,98,94,4,95.92%,,94,1,2,1,0
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81,80,1,98.77%,,80,1,0,0,0
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,201,178,23,88.56%,,178,10,10,1,2
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,183,179,4,97.81%,,179,2,1,1,0
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,72,71,1,98.61%,,71,0,0,0,1
,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,20,19,1,95.00%,,19,0,1,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,357,347,10,97.20%,,347,4,4,2,0
,RVJ,NORTH BRISTOL NHS TRUST,ALL CARE,ALL CANCERS,288,285,3,98.96%,,285,1,1,1,0
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,107,105,2,98.13%,,105,1,0,0,1
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,92,91,1,98.91%,,91,1,0,0,0
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,105,104,1,99.05%,,104,0,1,0,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,155,151,4,97.42%,,151,4,0,0,0
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,87,86,1,98.85%,,86,1,0,0,0
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,130,129,1,99.23%,,129,0,0,0,1
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,101,100,1,99.01%,,100,1,0,0,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,403,390,13,96.77%,,390,3,5,3,2
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,372,352,20,94.62%,,352,8,5,6,1
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,13,13,0,100.00%,,13,0,0,0,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,126,126,0,100.00%,,126,0,0,0,0
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,124,124,0,100.00%,,124,0,0,0,0
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,328,315,13,96.04%,,315,5,5,0,3
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,184,182,2,98.91%,,182,1,1,0,0
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,294,290,4,98.64%,,290,2,1,1,0
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62,54,8,87.10%,,54,5,1,0,2
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,192,186,6,96.88%,,186,2,2,1,1
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,35,28,7,80.00%,,28,0,3,4,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,238,233,5,97.90%,,233,3,2,0,0
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,287,269,18,93.73%,,269,8,6,3,1
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,207,205,2,99.03%,,205,0,2,0,0
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,145,140,5,96.55%,,140,0,5,0,0
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,15,15,0,100.00%,,15,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,197,190,7,96.45%,,190,1,1,1,4
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,173,171,2,98.84%,,171,1,0,1,0
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,138,135,3,97.83%,,135,2,0,1,0
,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,86,80,6,93.02%,,80,5,0,1,0
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,128,126,2,98.44%,,126,0,2,0,0
,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,4,4,0,100.00%,,4,0,0,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,484,464,20,95.87%,,464,10,3,5,2
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,123,117,6,95.12%,,117,1,4,1,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,264,263,1,99.62%,,263,1,0,0,0
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,290,278,12,95.86%,,278,7,2,2,1
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,23,23,0,100.00%,,23,0,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,88,84,4,95.45%,,84,2,1,1,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,160,153,7,95.63%,,153,4,1,1,1
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,50,48,2,96.00%,,48,1,1,0,0
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,140,135,5,96.43%,,135,2,3,0,0
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,189,187,2,98.94%,,187,1,0,1,0
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,76,73,3,96.05%,,73,2,0,1,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,130,127,3,97.69%,,127,2,1,0,0
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50,49,1,98.00%,,49,1,0,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,130,128,2,98.46%,,128,2,0,0,0
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,307,296,11,96.42%,,296,3,3,5,0
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,188,183,5,97.34%,,183,3,1,0,1
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,148,147,1,99.32%,,147,0,0,1,0
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,84,82,2,97.62%,,82,2,0,0,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,427,416,11,97.42%,,416,2,6,2,1
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,94,92,2,97.87%,,92,2,0,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,105,103,2,98.10%,,103,1,1,0,0
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,5,5,0,100.00%,,5,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,87,87,0,100.00%,,87,0,0,0,0
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,210,207,3,98.57%,,207,0,2,1,0
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,197,187,10,94.92%,,187,5,2,2,1
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,20,19,1,95.00%,,19,0,1,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,199,194,5,97.49%,,194,0,1,0,4
,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,14,14,0,100.00%,,14,0,0,0,0
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,46,45,1,97.83%,,45,1,0,0,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,178,170,8,95.51%,,170,6,2,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,238,224,14,94.12%,,224,10,2,1,1
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,260,249,11,95.77%,,249,2,4,4,1
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,207,203,4,98.07%,,203,1,1,0,2
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,321,302,19,94.08%,,302,5,8,3,3
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,283,274,9,96.82%,,274,4,4,0,1
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,220,213,7,96.82%,,213,6,0,1,0
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,200,200,0,100.00%,,200,0,0,0,0
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,369,339,30,91.87%,,339,10,13,7,0
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,159,157,2,98.74%,,157,1,0,0,1
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,ALL CANCERS,311,287,24,92.28%,,287,12,5,2,5
,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,72,72,0,100.00%,,72,0,0,0,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,46,45,1,97.83%,,45,1,0,0,0
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,125,119,6,95.20%,,119,3,2,1,0
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,103,103,0,100.00%,,103,0,0,0,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,285,278,7,97.54%,,278,2,4,1,0
,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,50,50,0,100.00%,,50,0,0,0,0
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,122,119,3,97.54%,,119,0,1,1,1
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,264,251,13,95.08%,,251,5,5,1,2
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,111,110,1,99.10%,,110,1,0,0,0
,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,82,81,1,98.78%,,81,1,0,0,0
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61,60,1,98.36%,,60,1,0,0,0
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,276,267,9,96.74%,,267,4,3,1,1
,AQK,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,17,17,0,100.00%,,17,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,49,45,4,91.84%,,45,1,1,1,1
,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,16,16,0,100.00%,,16,0,0,0,0
,NYT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,11,11,0,100.00%,,11,0,0,0,0
,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,23912,23108,804,96.64%,,23108,347,236,140,81
