31-DAY (DIAGNOSIS TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,
PERIOD: August 2015,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,
Footnotes: See bottom of page,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE TREATED WITHIN 31 DAYS,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,
E18000002,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,107,107,0,100.00%,,107,0,0,0,0
E18000007,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,23,22,1,95.65%,,22,0,0,0,1
E18000004,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,125,125,0,100.00%,,125,0,0,0,0
E18000001,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,137,136,1,99.27%,,136,0,1,0,0
E18000006,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,173,169,4,97.69%,,169,1,2,0,1
E18000002,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,95,94,1,98.95%,,94,0,0,0,1
E18000001,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,168,168,0,100.00%,,168,0,0,0,0
E18000007,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ALL CARE,ALL CANCERS,52,50,2,96.15%,,50,1,1,0,0
E18000008,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ALL CARE,ALL CANCERS,69,69,0,100.00%,,69,0,0,0,0
E18000004,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,266,254,12,95.49%,,254,2,9,0,1
E18000003,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,137,136,1,99.27%,,136,1,0,0,0
E18000010,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,84,84,0,100.00%,,84,0,0,0,0
E18000006,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,159,153,6,96.23%,,153,3,0,2,1
E18000002,RJN,EAST CHESHIRE NHS TRUST,ALL CARE,ALL CANCERS,45,45,0,100.00%,,45,0,0,0,0
E18000008,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,251,236,15,94.02%,,236,5,4,5,1
E18000002,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,158,155,3,98.10%,,155,1,2,0,0
E18000008,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,158,153,5,96.84%,,153,2,2,1,0
E18000007,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,59,58,1,98.31%,,58,0,0,1,0
E18000008,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,85,83,2,97.65%,,83,1,1,0,0
E18000001,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,121,121,0,100.00%,,121,0,0,0,0
E18000005,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,43,43,0,100.00%,,43,0,0,0,0
E18000010,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0
E18000007,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,10,10,0,100.00%,,10,0,0,0,0
E18000010,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,140,135,5,96.43%,,135,3,1,1,0
E18000007,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,307,290,17,94.46%,,290,3,6,4,4
E18000009,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,167,164,3,98.20%,,164,1,0,2,0
E18000003,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74,74,0,100.00%,,74,0,0,0,0
E18000005,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,335,327,8,97.61%,,327,4,2,1,1
E18000009,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,99,99,0,100.00%,,99,0,0,0,0
E18000006,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ALL CARE,ALL CANCERS,59,59,0,100.00%,,59,0,0,0,0
E18000007,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,34,34,0,100.00%,,34,0,0,0,0
E18000003,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,274,265,9,96.72%,,265,2,5,1,1
E18000007,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,197,191,6,96.95%,,191,5,0,0,1
E18000006,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,166,158,8,95.18%,,158,4,1,3,0
E18000009,R1F,ISLE OF WIGHT NHS TRUST,ALL CARE,ALL CANCERS,73,73,0,100.00%,,73,0,0,0,0
E18000006,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,103,103,0,100.00%,,103,0,0,0,0
E18000004,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,100,100,0,100.00%,,100,0,0,0,0
E18000007,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,206,205,1,99.51%,,205,0,1,0,0
E18000007,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,89,87,2,97.75%,,87,1,0,0,1
E18000002,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,279,270,9,96.77%,,270,7,2,0,0
E18000003,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,431,428,3,99.30%,,428,2,0,1,0
E18000007,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ALL CARE,ALL CANCERS,24,23,1,95.83%,,23,1,0,0,0
E18000002,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,47,47,0,100.00%,,47,0,0,0,0
E18000002,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,19,19,0,100.00%,,19,0,0,0,0
N/A,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,104,102,2,98.08%,,102,0,1,1,0
E18000006,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,87,87,0,100.00%,,87,0,0,0,0
E18000008,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,ALL CANCERS,190,186,4,97.89%,,186,0,1,2,1
E18000008,RPA,MEDWAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,89,81,8,91.01%,,81,0,7,0,1
E18000002,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,83,83,0,100.00%,,83,0,0,0,0
E18000006,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,193,182,11,94.30%,,182,2,5,1,3
E18000003,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,189,189,0,100.00%,,189,0,0,0,0
E18000009,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,58,58,0,100.00%,,58,0,0,0,0
E18000007,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,16,16,0,100.00%,,16,0,0,0,0
E18000006,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,326,311,15,95.40%,,311,9,4,0,2
E18000010,RVJ,NORTH BRISTOL NHS TRUST,ALL CARE,ALL CANCERS,229,208,21,90.83%,,208,5,4,4,8
E18000002,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,137,132,5,96.35%,,132,4,0,1,0
E18000007,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,80,79,1,98.75%,,79,0,0,1,0
E18000001,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,108,108,0,100.00%,,108,0,0,0,0
E18000004,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,145,141,4,97.24%,,141,2,2,0,0
E18000010,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,57,56,1,98.25%,,56,0,1,0,0
E18000003,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,135,135,0,100.00%,,135,0,0,0,0
E18000001,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,105,101,4,96.19%,,101,3,1,0,0
E18000004,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,329,318,11,96.66%,,318,3,3,4,1
E18000009,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,315,306,9,97.14%,,306,6,2,1,0
E18000006,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,13,13,0,100.00%,,13,0,0,0,0
E18000002,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,140,140,0,100.00%,,140,0,0,0,0
E18000006,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,131,131,0,100.00%,,131,0,0,0,0
E18000010,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,242,240,2,99.17%,,240,2,0,0,0
E18000010,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,150,147,3,98.00%,,147,3,0,0,0
E18000009,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,276,269,7,97.46%,,269,4,1,2,0
E18000008,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52,51,1,98.08%,,51,0,0,0,1
E18000009,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,156,152,4,97.44%,,152,3,1,0,0
E18000007,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,22,22,0,100.00%,,22,0,0,0,0
E18000010,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,212,210,2,99.06%,,210,0,0,2,0
E18000010,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,270,247,23,91.48%,,247,7,5,7,4
E18000007,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,182,179,3,98.35%,,179,3,0,0,0
E18000002,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,125,122,3,97.60%,,122,1,0,1,1
E18000007,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,15,14,1,93.33%,,14,1,0,0,0
E18000008,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,172,167,5,97.09%,,167,2,1,1,1
E18000010,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,165,165,0,100.00%,,165,0,0,0,0
E18000002,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,110,107,3,97.27%,,107,1,0,1,1
E18000010,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,94,93,1,98.94%,,93,1,0,0,0
E18000005,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,116,115,1,99.14%,,115,1,0,0,0
E18000003,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,4,4,0,100.00%,,4,0,0,0,0
E18000003,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,415,403,12,97.11%,,403,2,6,3,1
E18000004,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,99,98,1,98.99%,,98,1,0,0,0
E18000005,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,217,212,5,97.70%,,212,2,2,0,1
E18000009,R1C,SOLENT NHS TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0
E18000010,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,149,147,2,98.66%,,147,0,1,1,0
E18000001,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,236,233,3,98.73%,,233,0,3,0,0
E18000001,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,25,25,0,100.00%,,25,0,0,0,0
E18000005,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,87,85,2,97.70%,,85,2,0,0,0
E18000006,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,163,158,5,96.93%,,158,1,1,3,0
E18000002,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,70,69,1,98.57%,,69,0,0,1,0
E18000007,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,155,154,1,99.35%,,154,0,1,0,0
E18000002,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,163,158,5,96.93%,,158,1,2,0,2
E18000002,RWJ,STOCKPORT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70,68,2,97.14%,,68,1,0,1,0
E18000008,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,121,120,1,99.17%,,120,0,1,0,0
E18000002,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,68,68,0,100.00%,,68,0,0,0,0
E18000010,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,143,138,5,96.50%,,138,0,5,0,0
E18000002,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,282,279,3,98.94%,,279,0,2,1,0
E18000002,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,199,198,1,99.50%,,198,0,1,0,0
E18000005,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,136,136,0,100.00%,,136,0,0,0,0
E18000007,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,73,72,1,98.63%,,72,1,0,0,0
E18000001,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,459,442,17,96.30%,,442,7,6,3,1
E18000006,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,79,75,4,94.94%,,75,2,1,1,0
E18000006,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,112,111,1,99.11%,,111,1,0,0,0
E18000005,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0
E18000003,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,72,72,0,100.00%,,72,0,0,0,0
E18000010,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,171,159,12,92.98%,,159,4,2,4,2
E18000007,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,248,246,2,99.19%,,246,1,1,0,0
E18000005,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,13,12,1,92.31%,,12,0,1,0,0
E18000005,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,194,187,7,96.39%,,187,0,0,4,3
E18000002,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,11,11,0,100.00%,,11,0,0,0,0
E18000007,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,22,22,0,100.00%,,22,0,0,0,0
E18000004,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,250,234,16,93.60%,,234,5,9,1,1
E18000007,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,230,203,27,88.26%,,203,4,6,12,5
E18000002,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,186,184,2,98.92%,,184,1,0,0,1
E18000009,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,321,310,11,96.57%,,310,3,5,1,2
E18000005,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,242,235,7,97.11%,,235,4,3,0,0
E18000010,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,207,200,7,96.62%,,200,5,2,0,0
E18000005,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,166,164,2,98.80%,,164,2,0,0,0
E18000004,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,374,361,13,96.52%,,361,5,4,3,1
E18000002,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,162,161,1,99.38%,,161,1,0,0,0
E18000005,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,ALL CANCERS,301,292,9,97.01%,,292,4,2,2,1
E18000005,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,76,75,1,98.68%,,75,0,1,0,0
E18000002,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,24,24,0,100.00%,,24,0,0,0,0
E18000006,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,156,155,1,99.36%,,155,0,1,0,0
E18000007,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,37,37,0,100.00%,,37,0,0,0,0
E18000006,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,112,112,0,100.00%,,112,0,0,0,0
E18000008,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,233,232,1,99.57%,,232,0,1,0,0
E18000010,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,29,29,0,100.00%,,29,0,0,0,0
E18000002,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,130,123,7,94.62%,,123,1,2,4,0
E18000005,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,211,211,0,100.00%,,211,0,0,0,0
E18000002,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,80,76,4,95.00%,,76,4,0,0,0
E18000005,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,71,70,1,98.59%,,70,0,1,0,0
E18000010,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,83,82,1,98.80%,,82,1,0,0,0
E18000003,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,255,253,2,99.22%,,253,1,1,0,0
N/A,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,41,40,1,97.56%,,40,0,0,0,1
N/A,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,2,2,0,100.00%,,2,0,0,0,0
,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,21669,21142,527,97.57%,,21142,200,162,101,64
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SOURCE: CANCER WAITING TIMES DATABASE - CWT-db,,,,,,,,,,,,,,
NOTES:,,,,,,,,,,,,,,
(2) - ONS AREA ID is the unique code used to identify the Area Team by the Office for National Statistics. Where this is N/A it has not been possible to attribute a provider to an identified host organisation,,,,,,,,,,,,,,
(3) - ODS CODE is the unique code to identify the Provider (ODS = Organisational Data Service),,,,,,,,,,,,,,
(4) - CARE SETTING - relates either to patients who were ADMITTED to hospital for treatment - this includes ordinary admissions and day cases; patients who were NON-ADMITTED,,,,,,,,,,,,,,
"- which refers to outpatient activity, and treatment in other care settings; and ALL CARE which is the sum of ADMITTED and NON-ADMITTED patients",,,,,,,,,,,,,,
(5) ALL CANCERS refers to any case of diagnosed cancer regardless of cancer type,,,,,,,,,,,,,,
