62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: February 2016,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,ALL CANCERS,55,41,14,74.55%,,15,3,14,9,7,4,1,2
,RBK,WALSALL HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,17.5,14,3.5,80.00%,,8,2,0,4,0,1.5,2,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12.5,10.5,2,84.00%,,3.5,1.5,2,3.5,0,1,1,0
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,26.5,24,2.5,90.57%,,15,1,6.5,1.5,0,0,1,1.5
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14.5,13,1.5,89.66%,,6,1,3,3,0,1.5,0,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,48.5,38.5,10,79.38%,,13,4,5.5,16,1.5,5,1.5,2
,RA3,WESTON AREA HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,18.5,10,8.5,54.05%,,7,1,1,1,4,4.5,0,0
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,16,5,76.19%,,6.5,2,0.5,7,2,3,0,0
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,67,59,8,88.06%,,37,2,10,10,2,3,1,2
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,18,16.5,1.5,91.67%,,11.5,0.5,2.5,2,0.5,0.5,0.5,0
,RLQ,WYE VALLEY NHS TRUST,NON-ADMITTED,ALL CANCERS,13.5,12.5,1,92.59%,,9,1,1,1.5,1,0,0,0
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20.5,18.5,2,90.24%,,8,4,4,2.5,0,0,2,0
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,52,48,4,92.31%,,30,7,3.5,7.5,0,0.5,2,1.5
,AQK,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,8.5,6.5,2,76.47%,,4.5,1,0,1,0.5,1,0,0.5
,NWV,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,1.5,0.5,1,33.33%,,0,0.5,0,0,0,0,0,1
,NYT,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,ALL CANCERS,3982,3284,698,82.47%,,1587,386,514,797,217,199,116,166
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63.5,52,11.5,81.89%,,20,4,10,18,4,2.5,3,2
,RCF,AIREDALE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,32,28,4,87.50%,,8,6.5,1,12.5,2,0.5,0.5,1
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59,50,9,84.75%,,20,1.5,10.5,18,5.5,1.5,1.5,0.5
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,ALL CANCERS,129.5,84,45.5,64.86%,,22,16,15.5,30.5,9.5,15,6,15
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,39.5,35.5,4,89.87%,,14.5,6,7,8,1,1,1.5,0.5
,R1H,BARTS HEALTH NHS TRUST,ALL CARE,ALL CANCERS,104,83.5,20.5,80.29%,,18.5,9,22,34,2.5,10,4,4
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74.5,46,28.5,61.74%,,17.5,2.5,9,17,8,6.5,4,10
,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,55,42,13,76.36%,,15,5,7.5,14.5,4.5,4,4,0.5
,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1.5,1.5,0,100.00%,,0,0,0,1.5,0,0,0,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,72,65,7,90.28%,,34.5,1.5,12,17,0.5,1.5,3,2
,RMC,BOLTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63.5,59,4.5,92.91%,,24.5,5,9,20.5,0.5,1.5,0.5,2
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,72,66,6,91.67%,,21.5,9,13,22.5,1.5,2.5,0,2
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,5,5,0,100.00%,,5,0,0,0,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,105.5,77.5,28,73.46%,,29,8,14.5,26,13,5.5,2,7.5
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,75,65,10,86.67%,,32,12.5,6.5,14,6.5,1,1,1.5
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,49.5,42.5,7,85.86%,,21,7.5,5,9,4,1,1.5,0.5
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,65,61.5,3.5,94.62%,,26.5,8,10,17,0,0.5,1,2
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,124.5,95.5,29,76.71%,,37.5,20.5,12.5,25,11,6,5,7
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,56.5,49.5,7,87.61%,,10.5,7,14,18,0.5,3,2.5,1
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,37.5,32.5,5,86.67%,,9.5,4,6.5,12.5,0.5,2.5,1.5,0.5
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,73,61.5,11.5,84.25%,,29,10.5,13,9,5,3,1.5,2
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,66,47.5,18.5,71.97%,,19.5,3,7.5,17.5,5,7.5,2,4
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,91,66,25,72.53%,,30.5,9,8,18.5,8.5,8.5,2.5,5.5
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61,44.5,16.5,72.95%,,20.5,4.5,8.5,11,5,3.5,3.5,4.5
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80.5,69,11.5,85.71%,,31,11,6,21,2,4.5,4,1
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ALL CARE,ALL CANCERS,59,53,6,89.83%,,18.5,11,6.5,17,1.5,0.5,1,3
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ALL CARE,ALL CANCERS,36,30.5,5.5,84.72%,,10,2,7,11.5,1,2,0,2.5
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,111,92.5,18.5,83.33%,,36,14,9.5,33,3,6,6,3.5
,RWV,DEVON PARTNERSHIP NHS TRUST,ALL CARE,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0.5,0,0
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,64,54.5,9.5,85.16%,,20.5,14,8,12,4.5,1.5,2,1.5
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,42.5,28,14.5,65.88%,,7,0.5,11,9.5,6,1.5,4,3
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,103,78,25,75.73%,,35,13,10.5,19.5,5.5,7.5,7.5,4.5
,RJN,EAST CHESHIRE NHS TRUST,ALL CARE,ALL CANCERS,25.5,24.5,1,96.08%,,10.5,3.5,1.5,9,0,0,0.5,0.5
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,146,117,29,80.14%,,41.5,10.5,16.5,48.5,15.5,5,1.5,7
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,94,81.5,12.5,86.70%,,27,13,15,26.5,5.5,5,1.5,0.5
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,118,83.5,34.5,70.76%,,36,8.5,15,24,7,8,6.5,13
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,52,45.5,6.5,87.50%,,18,6.5,8,13,2.5,3,1,0
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,100.5,90.5,10,90.05%,,37,13.5,18.5,21.5,2,2.5,3,2.5
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62.5,54.5,8,87.20%,,16.5,7,15,16,3,2,1,2
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,24.5,21.5,3,87.76%,,9,0,3,9.5,1,0.5,1,0.5
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,132,99.5,32.5,75.38%,,23,15,19.5,42,7,9,6.5,10
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,51,44.5,6.5,87.25%,,19,2,13.5,10,3,3,0,0.5
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,96.5,67,29.5,69.43%,,20,6,12,29,8.5,9.5,2.5,9
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,97,83,14,85.57%,,39,8,15,21,5,5.5,1,2.5
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,49.5,42.5,7,85.86%,,24,3,3.5,12,2.5,2,2.5,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,135,118.5,16.5,87.78%,,24,19,31.5,44,4,6.5,4.5,1.5
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ALL CARE,ALL CANCERS,32,28,4,87.50%,,10.5,2,4.5,11,0.5,1,0.5,2
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,26.5,20.5,6,77.36%,,7,2.5,4,7,1,1.5,2,1.5
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,134.5,108.5,26,80.67%,,33.5,7.5,20.5,47,6,5.5,4,10.5
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,75,59.5,15.5,79.33%,,16.5,8,13,22,2.5,4,5,4
,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,75,65,10,86.67%,,30,10,7.5,17.5,1.5,2,2.5,4
,R1F,ISLE OF WIGHT NHS TRUST,ALL CARE,ALL CANCERS,32.5,27.5,5,84.62%,,13,3,4,7.5,0,3.5,0.5,1
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,41.5,36,5.5,86.75%,,21,6,4.5,4.5,2.5,1.5,1,0.5
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,49,42.5,6.5,86.73%,,14.5,7.5,7.5,13,2,1,0,3.5
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,110,97.5,12.5,88.64%,,38.5,23,14,22,4.5,3,1.5,3.5
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,41.5,40,1.5,96.39%,,19.5,7,6.5,7,0,0.5,1,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,130,113.5,16.5,87.31%,,38,22.5,19,34,6,5.5,2.5,2.5
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,165.5,142.5,23,86.10%,,47.5,21.5,18,55.5,6,9,4.5,3.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ALL CARE,ALL CANCERS,48,38,10,79.17%,,6,2.5,11.5,18,6.5,1,1,1.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,12.5,11,1.5,88.00%,,4.5,2.5,3,1,0.5,0.5,0.5,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,10.5,7,3.5,66.67%,,0,0,1,6,1,2,0.5,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,70,54,16,77.14%,,20,8,8,18,5,3,3.5,4.5
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48,41,7,85.42%,,23,4.5,5.5,8,2,1.5,0.5,3
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,ALL CANCERS,113.5,82,31.5,72.25%,,14.5,12,11,44.5,10.5,8.5,4.5,8
,RPA,MEDWAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,64,48.5,15.5,75.78%,,13,15.5,9,11,2.5,4,3,6
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,51,49.5,1.5,97.06%,,20.5,6,8.5,14.5,1,0.5,0,0
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,82,61.5,20.5,75.00%,,20.5,7.5,12.5,21,7.5,6,3.5,3.5
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,87,66.5,20.5,76.44%,,19.5,11,11,25,6,4,3.5,7
,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,38.5,31.5,7,81.82%,,10.5,1,8,12,4,2,0.5,0.5
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,130,101,29,77.69%,,46,16,14,25,10.5,7,3,8.5
,RVJ,NORTH BRISTOL NHS TRUST,ALL CARE,ALL CANCERS,139.5,108,31.5,77.42%,,45.5,16.5,14,32,8,6.5,5,12
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,82.5,65.5,17,79.39%,,23.5,10,17,15,3.5,4,1.5,8
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,35.5,28,7.5,78.87%,,9.5,1.5,9,8,2.5,2.5,1.5,1
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,47.5,39.5,8,83.16%,,18,9,3,9.5,2,2,2.5,1.5
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,71.5,59,12.5,82.52%,,22,5,12,20,6.5,2.5,1.5,2
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,39.5,30,9.5,75.95%,,16,6,2,6,4.5,1,2.5,1.5
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,82.5,68,14.5,82.42%,,16,8.5,13.5,30,2,4,1,7.5
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61.5,52,9.5,84.55%,,16,11,10.5,14.5,0.5,5.5,2,1.5
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,141,106.5,34.5,75.53%,,37.5,14,26.5,28.5,7.5,10.5,4.5,12
,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,163.5,137,26.5,83.79%,,54,21.5,25.5,36,6.5,8,4,8
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2,0.5,1.5,25.00%,,0,0,0.5,0,1,0,0,0.5
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,93,73,20,78.49%,,21.5,11.5,12,28,6,6,4,4
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80,62.5,17.5,78.13%,,14,9,12.5,27,7,7,0.5,3
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,127.5,102.5,25,80.39%,,44.5,14,17,27,5.5,6,7,6.5
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,55,48,7,87.27%,,21.5,9,5.5,12,2.5,2,2,0.5
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,113,94.5,18.5,83.63%,,28,14.5,16,36,4,6,4,4.5
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,13.5,10.5,3,77.78%,,7.5,0.5,1,1.5,1.5,0.5,0.5,0.5
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,91.5,66,25.5,72.13%,,24,9,15,18,5,6,5.5,9
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,10,5,5,50.00%,,1,0.5,0,3.5,1.5,0.5,1,2
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,118,102.5,15.5,86.86%,,57.5,15,8,22,5,3,3.5,4
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,149,110,39,73.83%,,42,20.5,13,34.5,13.5,16.5,3,6
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,106,72,34,67.92%,,26.5,8.5,13,24,10,11,5,8
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,40.5,35,5.5,86.42%,,11.5,6.5,8.5,8.5,1,0.5,2.5,1.5
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,8,3,5,37.50%,,2,0,1,0,0,4.5,0.5,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70.5,56.5,14,80.14%,,13,5,11,27.5,2.5,0.5,3,8
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,85.5,75,10.5,87.72%,,27.5,6,16,25.5,5,1,1,3.5
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,44.5,39,5.5,87.64%,,24.5,1,7,6.5,2.5,2,0,1
,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59,50.5,8.5,85.59%,,24.5,8,6.5,11.5,1,5.5,1,1
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,71.5,61.5,10,86.01%,,19,9,9.5,24,2.5,1,2,4.5
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,132,104.5,27.5,79.17%,,35.5,6,30,33,7.5,6.5,4,9.5
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60,53.5,6.5,89.17%,,24.5,8.5,3.5,17,1,2.5,1.5,1.5
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,97,83,14,85.57%,,29,19,8,27,3.5,2,6.5,2
,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,75,67.5,7.5,90.00%,,26,11.5,15,15,3.5,2,2,0
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,120.5,94,26.5,78.01%,,34,12,19.5,28.5,6,10.5,6,4
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,19.5,15.5,4,79.49%,,4,1,2,8.5,1,0,2.5,0.5
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52,42,10,80.77%,,15.5,7.5,8,11,4,2.5,1,2.5
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,72.5,46,26.5,63.45%,,14.5,8,6,17.5,6,10.5,4.5,5.5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,39.5,35.5,4,89.87%,,15,4.5,9.5,6.5,2.5,1.5,0,0
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,58,47,11,81.03%,,11,9,8.5,18.5,4.5,1,1.5,4
,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,72,65,7,90.28%,,37,10,7.5,10.5,2.5,1.5,0.5,2.5
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,44,38,6,86.36%,,15.5,2,7,13.5,1,3,2,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,73,64,9,87.67%,,21,17,8.5,17.5,3,4,0,2
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,44,42.5,1.5,96.59%,,20,6.5,10,6,0.5,0.5,0.5,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,114.5,103,11.5,89.96%,,37,16,25,25,5.5,1.5,2.5,2
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,69.5,48,21.5,69.06%,,7.5,4.5,10.5,25.5,4,8.5,3.5,5.5
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,49.5,31.5,18,63.64%,,2.5,5.5,8.5,15,4,6,5.5,2.5
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,83,70,13,84.34%,,32,9,11,18,2.5,5,1.5,4
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,30.5,26,4.5,85.25%,,11.5,6,1.5,7,3,0,0.5,1
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,151,131,20,86.75%,,48.5,15,15.5,52,3,6,4.5,6.5
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,59,50.5,8.5,85.59%,,14.5,8.5,11,16.5,4.5,0.5,2.5,1
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,61.5,51,10.5,82.93%,,17,8,12,14,5,1.5,1.5,2.5
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,26.5,22,4.5,83.02%,,9.5,2.5,4,6,1,3,0,0.5
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,111,100,11,90.09%,,43.5,14.5,18.5,23.5,4.5,1.5,2.5,2.5
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60,50,10,83.33%,,7,11.5,10,21.5,3.5,2.5,1,3
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2.5,2.5,0,100.00%,,0,0,2,0.5,0,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,78.5,62,16.5,78.98%,,29,7,10,16,5,4,3.5,4
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,24,19.5,4.5,81.25%,,13,0,3.5,3,1,2,0,1.5
