62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42583,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,ALL CANCERS,121.5,98.5,23,81.07%,,45,16,22,15.5,5,9,4,5
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,49.5,39.5,10,79.80%,,20,5,4.5,10,3,2,2.5,2.5
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,ALL CANCERS,56,44.5,11.5,79.46%,,14,6.5,8,16,4,1,5.5,1
,RBK,WALSALL HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,11.5,9.5,2,82.61%,,4,0.5,2,3,0,1,1,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,13.5,3.5,79.41%,,6,1,0.5,6,1,0.5,1,1
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,40.5,37,3.5,91.36%,,21,4,4,8,2,0,0,1.5
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26.5,26,0.5,98.11%,,11,3,5,7,0,0,0,0.5
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,47.5,44,3.5,92.63%,,13,4,11,16,0.5,0,0,3
,RA3,WESTON AREA HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,10,7,3,70.00%,,4,0,1,2,1,1.5,0.5,0
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28.5,22.5,6,78.95%,,10,2,3,7.5,2,2,0.5,1.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,59,42,17,71.19%,,27,4,5,6,5,2,6,4
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,19.5,18,1.5,92.31%,,13.5,1,1,2.5,0.5,0.5,0.5,0
,RLQ,WYE VALLEY NHS TRUST,NON-ADMITTED,ALL CANCERS,13,9,4,69.23%,,5,1,2,1,2.5,1,0,0.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1.5,0.5,1,33.33%,,0,0,0.5,0,0,0,0.5,0.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,52.5,45,7.5,85.71%,,19,8,7.5,10.5,2,1,3,1.5
,AQK,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,6,6,0,100.00%,,3,0,1,2,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,16,12,4,75.00%,,5.5,2.5,1.5,2.5,1.5,0,0,2.5
,NVM,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0.5,0,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,3,3,0,100.00%,,1,0.5,0,1.5,0,0,0,0
,NYT,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,5,5,0,100.00%,,4,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,ALL CANCERS,4894,4115,779,84.08%,,1828,480,728,1079,236,198,133,212
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62.5,55,7.5,88.00%,,16.5,5,14,19.5,3.5,0,3,1
,RCF,AIREDALE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,43.5,41.5,2,95.40%,,17,6,10.5,8,1.5,0.5,0,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61.5,54,7.5,87.80%,,22.5,2.5,9.5,19.5,3.5,1.5,1,1.5
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,ALL CANCERS,99,75,24,75.76%,,18,11,13.5,32.5,3.5,4.5,4.5,11.5
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,36,31.5,4.5,87.50%,,13.5,5,8.5,4.5,1,1.5,1.5,0.5
,R1H,BARTS HEALTH NHS TRUST,ALL CARE,ALL CANCERS,124,103.5,20.5,83.47%,,29,13.5,22.5,38.5,4,2.5,7,7
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,79,61,18,77.22%,,27,8.5,14.5,11,5,4.5,3,5.5
,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,69.5,52.5,17,75.54%,,22,5.5,5.5,19.5,2.5,6,2,6.5
,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2.5,2.5,0,100.00%,,0,0,0,2.5,0,0,0,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,85,76.5,8.5,90.00%,,25.5,9,12,30,4,0,2.5,2
,RMC,BOLTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62.5,58,4.5,92.80%,,24.5,6,13.5,14,2,2,0.5,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,90.5,81,9.5,89.50%,,34,14.5,5.5,27,5,3,1.5,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,122,91.5,30.5,75.00%,,47,8,9,27.5,5,12,3,10.5
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,74.5,66,8.5,88.59%,,23,11,10,22,0.5,2,5,1
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,53.5,42.5,11,79.44%,,16,4,10,12.5,0.5,5.5,2.5,2.5
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,71,63.5,7.5,89.44%,,16,10,9.5,28,4.5,1.5,0.5,1
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,138,114.5,23.5,82.97%,,35.5,20,31,28,8.5,4,5.5,5.5
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,51.5,42,9.5,81.55%,,14,4,9,15,1,2.5,1,5
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,34.5,30.5,4,88.41%,,10,4.5,7,9,1,1.5,0.5,1
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60.5,53.5,7,88.43%,,27.5,3,9,14,3,0.5,1.5,2
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,75.5,63.5,12,84.11%,,15,6.5,18.5,23.5,3,2.5,5,1.5
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,111.5,85.5,26,76.68%,,31,16.5,18,20,12,9,2,3
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59.5,51,8.5,85.71%,,15,6,9,21,2,1.5,3.5,1.5
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,101,89,12,88.12%,,38,17.5,16.5,17,5,1.5,1.5,4
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ALL CARE,ALL CANCERS,48.5,45.5,3,93.81%,,9.5,6.5,14,15.5,2,0.5,0,0.5
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ALL CARE,ALL CANCERS,42,36,6,85.71%,,6,3,8.5,18.5,1,2.5,0,2.5
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,126.5,98.5,28,77.87%,,30,13,17.5,38,4.5,11,6,6.5
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61.5,53,8.5,86.18%,,20,8.5,7.5,17,4.5,2.5,1.5,0
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57.5,46.5,11,80.87%,,18.5,4,8,16,2,5,0.5,3.5
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,119,79.5,39.5,66.81%,,28.5,8,12.5,30.5,12.5,6,8,13
,RJN,EAST CHESHIRE NHS TRUST,ALL CARE,ALL CANCERS,32.5,29,3.5,89.23%,,10,7.5,6,5.5,1,1.5,0,1
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,178,133,45,74.72%,,41,10.5,28,53.5,11,15,5,14
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,92,74.5,17.5,80.98%,,38,6.5,9.5,20.5,5,4.5,3,5
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,160.5,128,32.5,79.75%,,54.5,15,24.5,34,7,6.5,7,12
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,56,49,7,87.50%,,15.5,5,10.5,18,2,2.5,0,2.5
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,131,122,9,93.13%,,43.5,21,22.5,35,2.5,3,2,1.5
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60.5,55.5,5,91.74%,,26.5,5.5,8.5,15,1,0.5,0,3.5
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,24.5,19.5,5,79.59%,,5,3,4.5,7,2,2.5,0,0.5
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,140.5,111,29.5,79.00%,,37,15,18,41,4.5,5,5.5,14.5
,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0.5,0,0,0,0,0,0,0
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,41,36.5,4.5,89.02%,,12,6,9.5,9,1.5,1,1,1
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,118.5,89,29.5,75.11%,,19.5,6.5,15.5,47.5,6,10,3.5,10
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,120.5,106,14.5,87.97%,,46,10,21,29,5,0.5,1.5,7.5
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63.5,55,8.5,86.61%,,27.5,3.5,11.5,12.5,2.5,2,1,3
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,152.5,137,15.5,89.84%,,28.5,33.5,31,44,4.5,7,0.5,3.5
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ALL CARE,ALL CANCERS,43.5,42,1.5,96.55%,,14.5,7,4,16.5,0,0,1,0.5
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,21,16,5,76.19%,,6,4,2.5,3.5,0.5,2,1.5,1
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,157,128.5,28.5,81.85%,,40.5,11,27,50,4.5,7,7,10
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,90,74.5,15.5,82.78%,,19.5,7.5,18.5,29,3,3,2.5,7
,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,92,76.5,15.5,83.15%,,28.5,15,14.5,18.5,2.5,3,3,7
,R1F,ISLE OF WIGHT NHS TRUST,ALL CARE,ALL CANCERS,41.5,35.5,6,85.54%,,9.5,8.5,8.5,9,4,0.5,0,1.5
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63.5,57.5,6,90.55%,,27,4.5,13,13,3.5,2.5,0,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52,46.5,5.5,89.42%,,18,7.5,7,14,2,0.5,1,2
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,129.5,118,11.5,91.12%,,37.5,15.5,20,45,5,3,1,2.5
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48.5,46.5,2,95.88%,,26.5,6,4,10,0,1,0.5,0.5
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,120,101,19,84.17%,,29.5,15,24,32.5,10.5,5.5,1.5,1.5
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,187.5,140,47.5,74.67%,,28.5,21,38.5,52,16,16,8,7.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ALL CARE,ALL CANCERS,77,62,15,80.52%,,20,7,13,22,4,7,1.5,2.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,18,15,3,83.33%,,5.5,3.5,2,4,1.5,0.5,0.5,0.5
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,14,12,2,85.71%,,0,0,3.5,8.5,0,0,0.5,1.5
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,76.5,60.5,16,79.08%,,16,6,13,25.5,5.5,2,3.5,5
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57,50,7,87.72%,,20,4,12.5,13.5,3,0.5,0,3.5
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,ALL CANCERS,98.5,72,26.5,73.10%,,15,10.5,17.5,29,5,11.5,5.5,4.5
,RPA,MEDWAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70,62.5,7.5,89.29%,,12,10,17.5,23,2.5,2,0.5,2.5
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62,55,7,88.71%,,27.5,7.5,7.5,12.5,1.5,2,1,2.5
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,113,84,29,74.34%,,23.5,17,22,21.5,12,4,5,8
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,105,80.5,24.5,76.67%,,19,14,15.5,32,9.5,8.5,4.5,2
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60,50.5,9.5,84.17%,,18,6,11,15.5,3,1.5,1.5,3.5
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,162,128,34,79.01%,,46,13.5,23,45.5,13,10,6.5,4.5
,RVJ,NORTH BRISTOL NHS TRUST,ALL CARE,ALL CANCERS,139.5,121.5,18,87.10%,,45,18,26,32.5,4.5,5,4,4.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,68.5,63,5.5,91.97%,,26,11.5,12.5,13,3,1,1,0.5
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,41,27.5,13.5,67.07%,,7.5,2.5,5,12.5,4,2,4,3.5
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,67,58.5,8.5,87.31%,,18,11.5,12,17,2.5,2,1.5,2.5
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,84.5,65,19.5,76.92%,,15.5,7,14,28.5,8,7,2.5,2
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,49,43.5,5.5,88.78%,,14,7.5,7.5,14.5,2,1,0.5,2
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,90,81.5,8.5,90.56%,,17.5,7,17,40,2.5,2.5,1,2.5
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,58.5,48,10.5,82.05%,,15,4,11,18,2.5,5,0.5,2.5
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,144.5,102,42.5,70.59%,,29.5,14.5,23.5,34.5,10,9.5,11.5,11.5
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,188.5,145,43.5,76.92%,,59,14,29.5,42.5,14,12.5,5,12
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,4.5,3,1.5,66.67%,,0,0.5,1,1.5,0.5,0.5,0,0.5
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,110.5,97,13.5,87.78%,,13.5,14.5,20.5,48.5,2.5,3,1.5,6.5
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,90,81,9,90.00%,,19,9,11,42,3.5,3.5,0.5,1.5
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,182,145.5,36.5,79.95%,,71,24.5,27.5,22.5,11,10,4.5,11
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,83,75.5,7.5,90.96%,,35.5,10.5,13,16.5,4,1.5,1,1
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,171,144,27,84.21%,,31,16.5,32,64.5,12,5.5,4,5.5
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,20,16,4,80.00%,,9,1.5,1.5,4,1.5,1.5,1,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,111,95.5,15.5,86.04%,,55,9,11,20.5,1.5,4.5,2,7.5
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,8.5,7,1.5,82.35%,,2,0,1,4,0.5,1,0,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,135,118,17,87.41%,,54,10,25,29,8,4,2,3
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,174,137.5,36.5,79.02%,,59,20.5,23.5,34.5,5,10.5,9,12
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,130.5,98.5,32,75.48%,,40,10,10,38.5,8.5,11.5,5,7
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,53.5,45.5,8,85.05%,,14.5,7,10.5,13.5,3,2.5,1,1.5
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,7.5,4,3.5,53.33%,,0,0,1,3,1,0,0,2.5
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,77.5,56.5,21,72.90%,,19.5,6,14.5,16.5,2,3,5.5,10.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,99.5,88,11.5,88.44%,,39,8.5,13.5,27,5,5,1,0.5
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61.5,54.5,7,88.62%,,31.5,3,9,11,2,2.5,2,0.5
,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62.5,59,3.5,94.40%,,23,8,12,16,3,0,0,0.5
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,72.5,61,11.5,84.14%,,16,6.5,12.5,26,3.5,3,2,3
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,174,144.5,29.5,83.05%,,40.5,24,23,57,13.5,6.5,6.5,3
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,51,39.5,11.5,77.45%,,15,3.5,9.5,11.5,3,2.5,3.5,2.5
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,138,124,14,89.86%,,41,22,28,33,3,3.5,3.5,4
,R1C,SOLENT NHS TRUST,ALL CARE,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0,0,0.5
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,132,109.5,22.5,82.95%,,38,19.5,22,30,12,3.5,2.5,4.5
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,20.5,17,3.5,82.93%,,4,1,3,9,2,1,0,0.5
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,54.5,47.5,7,87.16%,,11.5,6,8.5,21.5,0.5,2,1.5,3
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,82.5,55.5,27,67.27%,,13,8,11.5,23,4.5,9.5,5,8
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,50,43,7,86.00%,,14,5.5,9,14.5,1.5,3,0.5,2
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59.5,51.5,8,86.55%,,14,7,10.5,20,3.5,1.5,0,3
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,ALL CARE,ALL CANCERS,91.5,82,9.5,89.62%,,27,12,22.5,20.5,2,3,0.5,4
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,40.5,36,4.5,88.89%,,13.5,7.5,6.5,8.5,1.5,1,1,1
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,79,67.5,11.5,85.44%,,21,10,12.5,24,3.5,2.5,2.5,3
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,38.5,36.5,2,94.81%,,11.5,4,9.5,11.5,0.5,0,0,1.5
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,105.5,90,15.5,85.31%,,22,10,31,27,5.5,5,2,3
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,87.5,61.5,26,70.29%,,2.5,5.5,18.5,35,7,7,6.5,5.5
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,46.5,27,19.5,58.06%,,3,1,5.5,17.5,6,4,3,6.5
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80.5,63,17.5,78.26%,,24,7,14.5,17.5,6.5,3.5,3,4.5
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,42,37,5,88.10%,,12,3,10,12,2,2,0,1
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,171,151.5,19.5,88.60%,,55.5,12,26.5,57.5,8,4.5,3.5,3.5
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,56,49,7,87.50%,,17.5,4.5,13.5,13.5,3,2,1,1
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,76,65,11,85.53%,,26,11.5,11,16.5,3.5,2,2,3.5
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1.5,1.5,0,100.00%,,0,0,1,0.5,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,39.5,34.5,5,87.34%,,12.5,4.5,9,8.5,2,1.5,1,0.5
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,108,95.5,12.5,88.43%,,36,14.5,16.5,28.5,3,5.5,1.5,2.5
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70,54.5,15.5,77.86%,,10.5,9.5,14.5,20,5.5,4.5,1.5,4
